time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,motor_m1,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
50,0.0245,0.0453,0.3537,-0.0096,-0.0042,0.0135,0.01,-0.32,2.17,50356,0.000,0.338,-1.745,-0.359,0.001,-0.008,0.998,0.000,0.000,0.000
50,0.0257,0.0451,0.3538,-0.0067,-0.0043,0.0133,0.02,-0.30,2.17,50143,0.000,-0.867,-2.561,-0.566,0.002,-0.008,1.001,0.000,0.000,0.000
50,0.0268,0.0452,0.3540,-0.0041,-0.0040,0.0128,0.01,-0.28,2.16,50131,0.000,0.263,-3.070,-0.309,0.002,-0.010,1.002,0.000,0.000,0.000
50,0.0267,0.0452,0.3541,-0.0036,-0.0040,0.0123,0.01,-0.24,2.16,50115,0.000,-0.243,-3.138,-0.585,0.003,-0.012,0.999,0.000,0.000,0.000
50,0.0265,0.0463,0.3542,-0.0034,-0.0019,0.0117,0.02,-0.21,2.15,50107,0.000,1.130,-1.894,-0.486,0.007,-0.012,0.997,0.000,0.000,0.000
50,0.0252,0.0461,0.3555,-0.0053,-0.0022,0.0174,0.03,-0.18,2.15,50104,0.000,1.432,-1.582,-1.013,0.005,-0.011,0.995,0.000,0.000,0.000
50,0.0251,0.0461,0.3556,-0.0048,-0.0022,0.0172,0.03,-0.17,2.14,50207,0.000,0.155,-2.293,-1.015,0.003,-0.010,0.999,0.000,0.000,0.000
50,0.0248,0.0451,0.3558,-0.0048,-0.0040,0.0173,0.03,-0.15,2.13,50203,0.000,-2.338,-1.846,-1.057,0.002,-0.007,0.999,0.000,0.000,0.000
50,0.0248,0.0451,0.3560,-0.0045,-0.0040,0.0175,0.01,-0.14,2.12,50196,0.000,0.284,0.810,-1.372,0.007,-0.010,0.999,0.000,0.000,0.000
50,0.0247,0.0450,0.3561,-0.0042,-0.0041,0.0173,0.02,-0.14,2.11,50191,0.000,1.437,0.120,-1.087,0.006,-0.008,0.995,0.000,0.000,0.000
50,0.0245,0.0474,0.3558,-0.0042,0.0003,0.0141,0.03,-0.13,2.10,50194,0.000,2.537,0.086,-0.595,0.007,-0.009,0.998,0.000,0.000,0.000
51,0.0245,0.0462,0.3559,-0.0039,-0.0020,0.0136,0.03,-0.13,2.09,50380,0.000,1.819,0.059,-0.619,0.001,-0.016,1.002,0.000,0.000,0.000
51,0.0244,0.0462,0.3560,-0.0037,-0.0020,0.0134,0.05,-0.12,2.09,50371,0.000,0.804,0.412,-0.797,0.004,-0.013,1.001,0.000,0.000,0.000
51,0.0244,0.0461,0.3562,-0.0035,-0.0020,0.0133,0.05,-0.12,2.08,50365,0.000,3.034,0.795,-0.399,0.006,-0.008,0.998,0.000,0.000,0.000
51,0.0244,0.0461,0.3563,-0.0032,-0.0021,0.0132,0.07,-0.12,2.08,50365,0.000,3.971,0.708,-0.761,0.005,-0.007,0.997,0.000,0.000,0.000
51,0.0243,0.0472,0.3554,-0.0031,-0.0001,0.0074,0.10,-0.13,2.07,50367,0.000,1.476,0.489,-0.764,0.003,-0.011,0.997,0.000,0.000,0.000
51,0.0243,0.0472,0.3555,-0.0029,-0.0001,0.0072,0.10,-0.14,2.06,0,0.000,-0.804,1.502,-0.782,0.003,-0.011,0.997,0.000,0.000,0.000
51,0.0244,0.0459,0.3556,-0.0024,-0.0026,0.0073,0.09,-0.15,2.05,0,0.000,0.429,1.442,-0.872,0.004,-0.010,0.947,0.000,0.000,0.000
51,0.0245,0.0472,0.3556,-0.0019,-0.0003,0.0074,0.09,-0.17,2.05,0,0.000,-2.011,1.057,-0.589,0.001,-0.005,0.863,0.000,0.000,0.000
51,0.0245,0.0472,0.3557,-0.0016,-0.0005,0.0072,0.09,-0.18,2.04,0,0.000,1.648,0.333,0.003,0.003,-0.011,0.776,0.000,0.000,0.000
51,0.0245,0.0472,0.3546,-0.0014,-0.0006,0.0008,0.12,-0.19,2.04,0,0.000,-0.602,1.275,-0.156,0.004,-0.006,0.700,0.000,0.000,0.000
51,0.0245,0.0472,0.3546,-0.0012,-0.0008,0.0005,0.09,-0.20,2.05,60000,0.000,-3.368,0.114,1.688,-0.012,-0.009,0.669,0.000,0.000,0.000
51,0.0249,0.0445,0.3546,-0.0002,-0.0057,-0.0000,0.04,-0.21,2.06,60000,0.000,-3.807,0.010,1.443,0.003,-0.029,0.674,0.000,0.000,0.000
51,0.0249,0.0461,0.3546,0.0002,-0.0030,-0.0055,0.00,-0.19,2.08,60000,0.000,-4.748,-3.436,2.399,-0.003,-0.007,0.716,0.000,0.000,0.000
51,0.0248,0.0479,0.3545,0.0003,0.0002,-0.0189,-0.07,-0.15,2.11,60000,0.000,-8.194,-2.372,3.822,-0.004,-0.009,0.791,0.000,0.000,0.000
51,0.0245,0.0470,0.3545,0.0000,-0.0015,-0.0390,-0.15,-0.12,2.15,60000,0.000,-7.654,-5.808,4.019,0.006,-0.025,0.837,0.000,0.000,0.000
51,0.0240,0.0490,0.3540,-0.0006,0.0021,-0.0680,-0.24,-0.05,2.19,60000,0.000,-11.727,-10.392,5.180,0.007,-0.022,0.869,0.000,0.000,0.000
59,0.0237,0.0485,0.3531,-0.0009,0.0010,-0.1003,-0.38,0.07,2.25,60000,0.000,-14.212,-14.542,5.979,0.008,-0.014,0.895,0.000,0.000,0.000
69,0.0237,0.0485,0.3520,-0.0007,0.0011,-0.1324,-0.52,0.22,2.31,60000,0.000,-14.064,-16.011,6.153,0.004,-0.009,0.938,0.000,0.000,0.000
79,0.0224,0.0489,0.3505,-0.0028,0.0019,-0.1602,-0.69,0.34,2.38,60000,0.000,-18.843,-18.071,7.360,0.006,-0.011,0.973,0.000,0.000,0.000
88,0.0224,0.0489,0.3506,-0.0027,0.0021,-0.1717,-0.87,0.54,2.45,60000,0.000,-14.215,-17.393,6.554,0.002,-0.009,1.000,0.000,0.000,0.000
100,0.0258,0.0508,0.3488,0.0034,0.0060,-0.1877,-1.01,0.72,2.52,60000,0.000,-14.143,-15.820,6.678,0.004,-0.008,1.019,0.000,0.000,0.000
108,0.0238,0.0513,0.3468,-0.0005,0.0075,-0.2007,-1.17,0.86,2.60,60000,0.000,-10.830,-13.302,7.000,0.004,-0.008,1.037,0.000,0.000,0.000
120,0.0232,0.0502,0.3448,-0.0022,0.0065,-0.2111,-1.27,0.96,2.67,60000,0.000,-6.608,-7.017,6.095,0.008,-0.012,1.054,0.000,0.000,0.000
128,0.0242,0.0506,0.3426,-0.0012,0.0084,-0.2175,-1.34,1.03,2.74,60000,0.000,-4.152,-3.488,6.351,0.005,-0.012,1.067,0.000,0.000,0.000
138,0.0259,0.0503,0.3402,0.0005,0.0094,-0.2213,-1.36,1.05,2.81,60000,0.000,-4.431,0.900,6.973,0.005,-0.012,1.083,0.000,0.000,0.000
148,0.0259,0.0504,0.3380,-0.0010,0.0113,-0.2215,-1.39,1.01,2.87,60000,0.000,0.057,4.493,6.329,0.007,-0.013,1.094,0.000,0.000,0.000
159,0.0260,0.0480,0.3358,-0.0025,0.0088,-0.2197,-1.41,0.95,2.94,60000,0.000,1.655,6.377,6.957,0.006,-0.012,1.103,0.000,0.000,0.000
168,0.0278,0.0480,0.3337,-0.0011,0.0109,-0.2162,-1.38,0.90,3.00,60000,0.000,3.939,6.909,6.878,0.009,-0.012,1.113,0.000,0.000,0.000
179,0.0284,0.0504,0.3315,-0.0020,0.0173,-0.2111,-1.36,0.81,3.07,60000,0.000,4.633,6.343,6.200,0.010,-0.014,1.120,0.000,0.000,0.000
189,0.0267,0.0497,0.3297,-0.0069,0.0183,-0.2032,-1.32,0.77,3.14,49990,0.000,6.910,4.372,6.224,0.010,-0.012,1.128,0.000,0.000,0.000
198,0.0267,0.0499,0.3277,-0.0088,0.0208,-0.1951,-1.24,0.74,3.20,49954,0.000,6.098,3.089,6.972,0.007,-0.013,1.122,0.000,0.000,0.000
209,0.0287,0.0519,0.3258,-0.0068,0.0264,-0.1860,-1.18,0.72,3.27,49899,0.000,4.062,-0.056,6.927,0.008,-0.012,1.104,0.000,0.000,0.000
219,0.0256,0.0522,0.3240,-0.0139,0.0290,-0.1758,-1.13,0.74,3.34,50073,0.000,0.936,-4.903,6.764,0.007,-0.014,1.090,0.000,0.000,0.000
229,0.0258,0.0525,0.3223,-0.0148,0.0313,-0.1647,-1.11,0.79,3.40,49999,0.000,6.068,-8.459,5.337,0.009,-0.015,1.078,0.000,0.000,0.000
238,0.0246,0.0516,0.3212,-0.0183,0.0314,-0.1499,-1.05,0.88,3.46,49941,0.000,5.755,-7.935,5.192,0.008,-0.012,1.067,0.000,0.000,0.000
249,0.0244,0.0519,0.3198,-0.0198,0.0336,-0.1375,-0.99,0.95,3.51,49767,0.000,0.480,-9.351,5.846,0.005,-0.009,1.059,0.000,0.000,0.000
258,0.0237,0.0521,0.3185,-0.0224,0.0354,-0.1256,-0.97,1.06,3.57,49830,0.000,4.104,-6.904,5.000,0.005,-0.008,1.051,0.000,0.000,0.000
268,0.0234,0.0525,0.3173,-0.0240,0.0373,-0.1155,-1.04,1.11,3.63,50088,0.000,2.371,-4.261,5.026,0.006,-0.011,1.042,0.000,0.000,0.000
279,0.0214,0.0518,0.3162,-0.0291,0.0373,-0.1067,-1.03,1.16,3.68,50431,0.000,0.640,-4.964,5.026,0.006,-0.013,1.036,0.000,0.000,0.000
288,0.0217,0.0624,0.3155,-0.0299,0.0578,-0.0973,-1.03,1.20,3.73,50197,0.000,-2.743,-2.509,4.310,0.008,-0.014,1.033,0.000,0.000,0.000
299,0.0214,0.0630,0.3145,-0.0319,0.0597,-0.0908,-1.06,1.21,3.77,49391,0.000,-2.630,0.172,4.657,0.007,-0.009,1.033,0.000,0.000,0.000
308,0.0212,0.0638,0.3137,-0.0337,0.0617,-0.0851,-1.09,1.20,3.82,50180,0.000,-4.171,3.110,3.557,0.007,-0.011,1.028,0.000,0.000,0.000
319,0.0215,0.0646,0.3128,-0.0347,0.0638,-0.0802,-1.13,1.15,3.85,49855,0.000,-2.313,5.845,3.385,0.005,-0.011,1.023,0.000,0.000,0.000
329,0.0212,0.0653,0.3121,-0.0370,0.0655,-0.0762,-1.13,1.09,3.88,49841,0.000,2.527,6.889,3.418,0.007,-0.010,1.021,0.000,0.000,0.000
339,0.0219,0.0663,0.3103,-0.0372,0.0679,-0.0778,-1.08,1.00,3.91,48626,0.000,8.112,7.800,2.976,0.006,-0.013,1.016,0.000,0.000,0.000
349,0.0206,0.0655,0.3096,-0.0411,0.0670,-0.0745,-0.97,0.93,3.94,50333,0.000,13.778,7.746,2.764,0.011,-0.015,1.009,0.000,0.000,0.000
358,0.0218,0.0656,0.3089,-0.0403,0.0677,-0.0714,-0.82,0.85,3.97,50103,0.000,17.837,5.566,2.347,0.011,-0.016,1.006,0.000,0.000,0.000
369,0.0206,0.0649,0.3082,-0.0439,0.0670,-0.0687,-0.66,0.80,4.00,46618,0.000,15.036,-0.117,2.456,0.004,-0.017,1.005,0.000,0.000,0.000
378,0.0216,0.0651,0.3075,-0.0429,0.0678,-0.0664,-0.52,0.82,4.02,45636,0.000,13.387,-8.437,1.393,0.003,-0.016,1.003,0.000,0.000,0.000
388,0.0222,0.0674,0.3044,-0.0427,0.0725,-0.0773,-0.42,0.96,4.04,45526,0.000,5.641,-7.900,2.114,0.000,-0.010,0.996,0.000,0.000,0.000
399,0.0224,0.0677,0.3036,-0.0431,0.0729,-0.0758,-0.37,1.02,4.06,44478,0.000,2.178,-1.304,1.863,0.003,-0.013,0.987,0.000,0.000,0.000
408,0.0160,0.0702,0.3029,-0.0559,0.0773,-0.0750,-0.35,0.98,4.07,44672,0.000,0.603,11.594,1.749,0.010,-0.010,0.982,0.000,0.000,0.000
419,0.0154,0.0710,0.3021,-0.0575,0.0781,-0.0745,-0.36,0.87,4.09,44890,0.000,0.509,18.372,2.689,0.014,-0.014,0.977,0.000,0.000,0.000
428,0.0161,0.0724,0.3014,-0.0567,0.0799,-0.0740,-0.34,0.67,4.12,44193,0.000,4.033,20.638,2.996,0.013,-0.012,0.971,0.000,0.000,0.000
439,0.0155,0.0732,0.3016,-0.0585,0.0805,-0.0687,-0.26,0.52,4.14,44027,0.000,10.080,10.364,2.700,0.010,-0.011,0.960,0.000,0.000,0.000
449,0.0133,0.0733,0.3009,-0.0632,0.0796,-0.0693,-0.17,0.41,4.17,42091,0.000,10.582,4.993,3.402,0.011,-0.012,0.946,0.000,0.000,0.000
458,0.0117,0.0729,0.3002,-0.0667,0.0777,-0.0706,-0.04,0.40,4.20,40215,0.000,14.592,-4.707,1.473,0.010,-0.014,0.932,0.000,0.000,0.000
469,0.0129,0.0746,0.2994,-0.0642,0.0800,-0.0725,0.13,0.46,4.21,38725,0.000,18.162,-8.088,2.499,0.010,-0.018,0.922,0.000,0.000,0.000
478,0.0111,0.0758,0.2987,-0.0674,0.0810,-0.0748,0.29,0.56,4.24,37991,0.000,16.401,-11.759,2.685,0.011,-0.018,0.915,0.000,0.000,0.000
488,0.0099,0.0758,0.2992,-0.0691,0.0797,-0.0711,0.44,0.68,4.27,37378,0.000,13.366,-14.484,2.791,0.009,-0.020,0.907,0.000,0.000,0.000
498,0.0093,0.0780,0.2985,-0.0696,0.0825,-0.0751,0.56,0.83,4.29,38280,0.000,11.835,-15.623,2.196,0.009,-0.022,0.893,0.000,0.000,0.000
508,0.0086,0.0788,0.2977,-0.0704,0.0823,-0.0806,0.64,0.99,4.31,38286,0.000,4.929,-14.309,2.668,0.007,-0.021,0.873,0.000,0.000,0.000
518,0.0076,0.0794,0.2969,-0.0717,0.0812,-0.0873,0.67,1.12,4.34,38123,0.000,1.447,-12.425,1.640,0.004,-0.020,0.859,0.000,0.000,0.000
529,0.0066,0.0812,0.2959,-0.0733,0.0824,-0.0951,0.67,1.23,4.35,37817,0.000,-5.068,-6.501,2.026,0.003,-0.016,0.852,0.000,0.000,0.000
538,0.0058,0.0833,0.2950,-0.0746,0.0842,-0.1034,0.60,1.28,4.38,37704,0.000,-9.646,-2.287,2.006,0.003,-0.011,0.848,0.000,0.000,0.000
548,0.0051,0.0842,0.2939,-0.0760,0.0831,-0.1127,0.48,1.29,4.40,37773,0.000,-15.284,1.935,1.861,-0.001,-0.007,0.849,0.000,0.000,0.000
558,0.0051,0.0853,0.2927,-0.0759,0.0826,-0.1234,0.32,1.25,4.42,37511,0.000,-17.633,7.394,2.124,-0.003,-0.002,0.848,0.000,0.000,0.000
568,0.0046,0.0857,0.2914,-0.0772,0.0807,-0.1359,0.15,1.15,4.44,37677,0.000,-13.634,13.280,2.459,0.001,-0.002,0.853,0.000,0.000,0.000
578,0.0043,0.0885,0.2900,-0.0781,0.0835,-0.1498,0.04,1.03,4.46,37926,0.000,-8.444,18.001,2.729,0.004,-0.007,0.848,0.000,0.000,0.000
588,0.0045,0.0894,0.2895,-0.0778,0.0829,-0.1585,-0.01,0.82,4.49,37995,0.000,-2.600,20.392,2.840,0.004,-0.010,0.841,0.000,0.000,0.000
598,0.0023,0.0887,0.2878,-0.0824,0.0790,-0.1733,-0.01,0.62,4.51,37573,0.000,3.652,22.218,1.810,0.005,-0.014,0.837,0.000,0.000,0.000
608,0.0036,0.0876,0.2860,-0.0797,0.0748,-0.1880,0.05,0.40,4.53,38030,0.000,12.029,24.556,1.550,0.010,-0.016,0.827,0.000,0.000,0.000
618,0.0011,0.0878,0.2841,-0.0848,0.0735,-0.2028,0.18,0.15,4.55,37822,0.000,16.123,22.545,1.272,0.013,-0.012,0.814,0.000,0.000,0.000
629,-0.0005,0.0886,0.2820,-0.0875,0.0735,-0.2173,0.34,-0.05,4.56,37270,0.000,18.515,20.703,1.562,0.009,-0.008,0.806,0.000,0.000,0.000
638,-0.0013,0.0893,0.2790,-0.0836,0.0729,-0.2362,0.56,-0.26,4.58,37146,0.000,19.442,17.143,1.843,0.004,-0.010,0.804,0.000,0.000,0.000
649,0.0002,0.0898,0.2766,-0.0842,0.0728,-0.2519,0.77,-0.40,4.59,37032,0.000,20.176,13.141,1.823,-0.004,0.001,0.814,0.000,0.000,0.000
659,-0.0025,0.0906,0.2740,-0.0883,0.0728,-0.2681,0.96,-0.51,4.61,36955,0.000,20.966,10.970,1.546,-0.003,-0.000,0.824,0.000,0.000,0.000
668,-0.0013,0.0886,0.2712,-0.0838,0.0668,-0.2852,1.18,-0.59,4.63,37120,0.000,21.840,8.456,1.550,0.005,-0.015,0.829,0.000,0.000,0.000
678,-0.0034,0.0882,0.2683,-0.0861,0.0640,-0.3035,1.39,-0.70,4.65,37237,0.000,18.681,6.433,1.384,0.008,-0.030,0.811,0.000,0.000,0.000
688,-0.0073,0.0896,0.2647,-0.0920,0.0645,-0.3254,1.58,-0.75,4.66,37146,0.000,15.660,4.424,1.584,0.007,-0.020,0.794,0.000,0.000,0.000
699,-0.0062,0.0897,0.2613,-0.0868,0.0621,-0.3442,1.77,-0.81,4.68,38266,0.000,12.365,3.772,1.169,0.007,-0.004,0.797,0.000,0.000,0.000
708,-0.0071,0.0897,0.2578,-0.0861,0.0593,-0.3623,1.90,-0.86,4.69,42538,0.000,9.289,2.144,0.778,0.007,0.004,0.804,0.000,0.000,0.000
718,-0.0061,0.0873,0.2541,-0.0809,0.0511,-0.3794,1.91,-0.82,4.70,41084,0.000,4.113,4.267,1.180,0.007,-0.005,0.822,0.000,0.000,0.000
728,-0.0054,0.0872,0.2502,-0.0764,0.0478,-0.3964,1.94,-0.83,4.71,40464,0.000,0.772,1.054,0.024,0.007,-0.017,0.822,0.000,0.000,0.000
739,-0.0124,0.0930,0.2457,-0.0887,0.0570,-0.4177,1.95,-0.84,4.71,41053,0.000,-1.763,0.978,-0.398,0.007,-0.021,0.816,0.000,0.000,0.000
748,-0.0144,0.0926,0.2414,-0.0899,0.0525,-0.4380,1.88,-0.85,4.71,44139,0.000,-4.167,1.804,-0.024,0.006,-0.017,0.819,0.000,0.000,0.000
758,-0.0147,0.0925,0.2369,-0.0872,0.0486,-0.4577,1.89,-0.88,4.70,49971,0.000,-1.647,1.494,-0.822,0.001,-0.004,0.836,0.000,0.000,0.000
767,-0.0161,0.0952,0.2322,-0.0869,0.0509,-0.4767,1.92,-0.91,4.69,51087,0.000,3.169,-1.188,-1.993,0.005,-0.002,0.857,0.000,0.000,0.000
779,-0.0153,0.0935,0.2274,-0.0819,0.0435,-0.4940,2.18,-1.03,4.67,51644,0.000,10.542,-2.881,-1.965,0.005,-0.006,0.873,0.000,0.000,0.000
788,-0.0145,0.0910,0.2230,-0.0769,0.0343,-0.5079,2.33,-1.02,4.65,52171,0.000,17.139,-5.129,-1.828,0.006,-0.005,0.892,0.000,0.000,0.000
798,-0.0043,0.0760,0.2179,-0.0506,-0.0027,-0.5263,2.55,-0.95,4.63,52606,0.000,21.755,-10.819,-1.620,0.011,-0.011,0.912,0.000,0.000,0.000
808,-0.0032,0.0747,0.2125,-0.0455,-0.0086,-0.5439,2.83,-0.75,4.61,53128,0.000,22.573,-17.322,-1.509,0.009,-0.012,0.929,0.000,0.000,0.000
817,-0.0034,0.0729,0.2070,-0.0431,-0.0155,-0.5600,3.10,-0.73,4.57,53678,0.000,28.943,-21.285,-3.451,0.009,-0.010,0.940,0.000,0.000,0.000
829,-0.0081,0.0690,0.2013,-0.0511,-0.0273,-0.5742,3.39,-0.51,4.52,54189,0.000,26.714,-24.861,-3.788,0.006,-0.018,0.952,0.000,0.000,0.000
838,0.0034,0.0674,0.1978,-0.0212,-0.0342,-0.5748,3.75,-0.19,4.48,54660,0.000,22.966,-26.206,-3.572,0.007,-0.020,0.969,0.000,0.000,0.000
849,0.0032,0.0670,0.1920,-0.0194,-0.0384,-0.5853,3.89,0.06,4.43,54780,0.000,13.748,-23.904,-3.938,0.008,-0.017,0.989,0.000,0.000,0.000
858,-0.0012,0.0586,0.1860,-0.0280,-0.0623,-0.5948,3.99,0.29,4.37,55189,0.000,7.010,-21.845,-4.295,0.007,-0.011,1.003,0.000,0.000,0.000
869,-0.0013,0.0622,0.1801,-0.0264,-0.0574,-0.6010,4.07,0.52,4.33,55542,0.000,-2.322,-13.682,-3.748,0.009,-0.011,1.017,0.000,0.000,0.000
878,-0.0015,0.0616,0.1741,-0.0256,-0.0633,-0.6069,4.25,0.81,4.31,55890,0.000,-16.042,-12.258,-4.565,0.008,-0.011,1.031,0.000,0.000,0.000
888,-0.0046,0.0570,0.1713,-0.0321,-0.0792,-0.5942,3.98,0.89,4.25,56205,0.000,-20.944,-4.250,-4.603,0.010,-0.011,1.041,0.000,0.000,0.000
897,-0.0150,0.0392,0.1649,-0.0576,-0.1291,-0.6009,3.92,0.87,4.24,56029,0.000,-27.372,0.909,-4.481,0.010,-0.013,1.054,0.000,0.000,0.000
907,-0.0146,0.0426,0.1591,-0.0556,-0.1241,-0.6007,3.18,1.00,4.18,56304,0.000,-31.058,6.652,-4.402,0.011,-0.009,1.067,0.000,0.000,0.000
917,-0.0145,0.0447,0.1527,-0.0548,-0.1230,-0.5993,3.10,1.01,4.18,56579,0.000,-34.002,10.258,-4.070,0.012,-0.004,1.079,0.000,0.000,0.000
929,-0.0248,0.0564,0.1471,-0.0817,-0.0952,-0.5949,2.40,0.74,4.09,56791,0.000,-31.594,11.897,-3.585,0.013,-0.005,1.094,0.000,0.000,0.000
939,-0.0264,0.0607,0.1383,-0.0852,-0.0876,-0.6060,2.21,0.84,4.11,56992,0.000,-26.735,13.498,-3.616,0.015,-0.010,1.105,0.000,0.000,0.000
948,-0.0233,0.0630,0.1324,-0.0756,-0.0843,-0.6007,1.64,0.55,4.04,57556,0.000,-24.195,10.907,-2.858,0.012,-0.008,1.124,0.000,0.000,0.000
957,-0.0303,0.0724,0.1266,-0.0944,-0.0601,-0.5947,1.77,0.39,4.01,57662,0.000,-19.117,8.172,-1.661,0.011,-0.007,1.132,0.000,0.000,0.000
968,-0.0290,0.0727,0.1208,-0.0893,-0.0613,-0.5874,1.30,0.26,3.98,57771,0.000,-13.159,1.314,-1.947,0.008,-0.008,1.141,0.000,0.000,0.000
979,-0.0215,0.0656,0.1151,-0.0647,-0.0845,-0.5783,1.40,0.04,3.93,57822,0.000,-8.445,-7.095,-0.927,0.006,-0.004,1.141,0.000,0.000,0.000
988,-0.0225,0.0672,0.1093,-0.0665,-0.0800,-0.5695,1.26,0.03,3.91,57809,0.000,-7.924,-16.092,1.544,0.005,-0.004,1.148,0.000,0.000,0.000
997,-0.0124,0.0625,0.1037,-0.0320,-0.0958,-0.5582,1.11,0.09,3.90,57842,0.000,2.335,-24.189,3.045,0.007,-0.013,1.165,0.000,0.000,0.000
1007,-0.0117,0.0619,0.0977,-0.0282,-0.0969,-0.5445,1.10,0.40,3.94,57800,0.000,3.477,-32.407,4.531,0.008,-0.006,1.147,0.000,0.000,0.000
1018,-0.0097,0.0639,0.0925,-0.0197,-0.0887,-0.5305,1.23,0.69,3.97,57738,0.000,4.753,-37.983,5.270,0.012,-0.007,1.136,0.000,0.000,0.000
1029,-0.0147,0.0615,0.0872,-0.0383,-0.0964,-0.5171,1.26,1.03,4.01,57642,0.000,8.677,-36.396,6.323,0.007,-0.014,1.144,0.000,0.000,0.000
1038,-0.0146,0.0580,0.0776,-0.0376,-0.1112,-0.5264,1.41,1.40,4.06,57563,0.000,3.356,-32.914,7.496,0.009,-0.010,1.161,0.000,0.000,0.000
1049,-0.0145,0.0571,0.0725,-0.0369,-0.1128,-0.5112,1.44,1.70,4.11,58078,0.000,0.417,-27.005,7.838,0.006,-0.012,1.187,0.000,0.000,0.000
1058,-0.0141,0.0532,0.0672,-0.0352,-0.1282,-0.4970,1.30,1.95,4.17,57948,0.000,-2.073,-20.605,8.859,0.006,-0.012,1.193,0.000,0.000,0.000
1067,-0.0130,0.0530,0.0626,-0.0305,-0.1256,-0.4814,1.29,2.13,4.24,57836,0.000,-0.815,-14.581,8.263,0.003,-0.011,1.214,0.000,0.000,0.000
1077,-0.0119,0.0558,0.0586,-0.0260,-0.1062,-0.4626,1.37,2.29,4.31,57679,0.000,-7.207,-12.273,8.041,0.002,-0.007,1.226,0.000,0.000,0.000
1087,-0.0107,0.0551,0.0532,-0.0211,-0.1080,-0.4523,1.32,2.46,4.40,57437,0.000,-14.984,-2.883,7.972,-0.002,-0.007,1.252,0.000,0.000,0.000
1098,-0.0109,0.0540,0.0488,-0.0252,-0.1109,-0.4361,1.07,2.52,4.48,57408,0.000,-12.619,7.594,8.082,0.001,-0.011,1.253,0.000,0.000,0.000
1107,-0.0107,0.0505,0.0443,-0.0268,-0.1283,-0.4193,0.88,2.49,4.56,57242,0.000,-15.019,12.321,7.686,0.009,-0.011,1.256,0.000,0.000,0.000
1117,-0.0114,0.0513,0.0406,-0.0344,-0.1138,-0.3969,0.97,2.51,4.63,57061,0.000,-12.662,12.319,6.879,0.013,-0.009,1.248,0.000,0.000,0.000
1127,-0.0120,0.0506,0.0368,-0.0409,-0.1127,-0.3752,0.83,2.45,4.71,56744,0.000,-5.480,14.049,5.501,0.012,-0.006,1.239,0.000,0.000,0.000
1137,-0.0131,0.0486,0.0242,-0.0584,-0.1416,-0.4003,0.97,2.58,4.77,56449,0.000,-7.320,10.737,4.799,0.014,-0.014,1.239,0.000,0.000,0.000
1148,-0.0143,0.0473,0.0202,-0.0715,-0.1426,-0.3764,1.13,2.55,4.79,57414,0.000,-18.277,8.473,3.152,0.005,-0.015,1.260,0.000,0.000,0.000
1159,-0.0168,0.0441,0.0150,-0.1070,-0.1756,-0.3633,0.81,2.79,4.92,57077,0.000,-27.979,17.735,1.298,0.006,-0.002,1.255,0.000,0.000,0.000
1169,-0.0181,0.0411,0.0098,-0.1197,-0.2092,-0.3501,0.37,2.60,4.98,57038,0.000,-39.862,20.140,1.583,0.013,0.003,1.258,0.000,0.000,0.000
1177,-0.0209,0.0398,0.0056,-0.1699,-0.1911,-0.3313,0.40,2.83,4.96,56986,0.000,-33.192,22.895,1.170,0.093,0.065,1.634,0.000,0.000,0.000
1189,-0.0226,0.0385,0.0024,-0.1713,-0.1665,-0.3068,-0.11,2.49,5.00,56810,0.000,-33.230,16.919,-0.331,0.144,0.047,1.657,0.000,0.000,0.000
1199,-0.0243,0.0368,-0.0041,-0.2247,-0.2174,-0.3071,-0.63,2.18,5.04,56435,0.000,-16.135,20.607,-2.080,0.178,0.048,1.582,0.000,0.000,0.000
1208,-0.0269,0.0343,-0.0052,-0.2170,-0.1999,-0.2698,-0.91,2.16,5.05,56729,0.000,62.132,209.600,-25.051,0.044,0.017,1.307,0.000,0.000,0.000
1219,-0.0295,0.0316,-0.0060,-0.2107,-0.1760,-0.2335,-0.24,0.62,4.79,56010,0.000,-47.515,79.428,14.511,-0.012,-0.009,1.229,0.000,0.000,0.000
1229,-0.0312,0.0299,-0.0091,-0.2295,-0.1733,-0.2105,-0.08,-1.19,4.70,55161,0.000,-104.046,-43.368,41.020,-0.006,-0.008,1.279,0.000,0.000,0.000
1238,-0.0357,0.0270,-0.0032,-0.2053,-0.1809,-0.0985,-1.13,-0.97,5.09,54604,0.000,-82.215,-42.955,36.897,0.004,-0.007,1.289,0.000,0.000,0.000
1248,-0.0378,0.0251,-0.0039,-0.2052,-0.1803,-0.0361,-2.04,-0.55,5.48,52174,0.000,-60.760,-38.970,31.681,0.003,-0.014,1.240,0.000,0.000,0.000
1258,-0.0398,0.0233,-0.0040,-0.2025,-0.1791,0.0100,-2.75,-0.15,5.84,50984,0.000,-26.340,-48.296,23.363,-0.004,-0.018,1.221,0.000,0.000,0.000
1268,-0.0419,0.0216,-0.0038,-0.2008,-0.1760,0.0363,-3.16,0.29,6.14,50092,0.000,9.270,-53.134,19.866,-0.002,-0.013,1.206,0.000,0.000,0.000
