time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count,canfly,is_tumbled,ctrltarget_z,motor_m1req,ctrltarget_x,ctrltarget_y,motor_m2req,motor_m3req,motor_m4req
1618,-1.2184,-1.1389,0.0110,-0.0030,0.0035,0.0047,-0.65,0.81,-5.48,0,4.138,-0.119,0.092,0.153,0.014,-0.013,1.002,0.000,0.000,0.000,0.0100,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2980,0.8260,1.3890,1.3020,2.6800,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1670,-1.2168,-1.1397,0.0107,0.0051,-0.0012,0.0033,-0.65,0.90,-5.46,0,4.138,-0.160,0.242,0.231,0.016,-0.010,0.999,0.000,0.000,0.000,0.0120,6,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2980,0.8260,1.4020,1.3060,2.6800,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1721,-1.2168,-1.1395,0.0105,0.0057,0.0003,0.0024,-0.67,0.85,-5.43,0,4.138,-0.069,0.264,0.359,0.014,-0.010,0.999,0.000,0.000,0.000,0.0130,-1,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8240,1.4020,1.3060,2.6890,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1772,-1.2173,-1.1394,0.0114,0.0025,0.0008,0.0061,-0.63,0.83,-5.40,0,4.138,-0.330,-0.023,0.108,0.015,-0.012,1.001,0.000,0.000,0.000,0.0120,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8240,1.4150,1.3090,2.6890,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1824,-1.2168,-1.1394,0.0126,0.0047,0.0003,0.0107,-0.66,0.90,-5.37,0,4.144,0.267,0.066,0.035,0.015,-0.011,1.003,0.000,0.000,0.000,0.0100,1,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3020,0.8290,1.4150,1.3090,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1875,-1.2184,-1.1395,0.0128,-0.0034,-0.0006,0.0099,-0.67,0.83,-5.35,0,4.138,-0.232,0.266,0.161,0.015,-0.011,1.002,0.000,0.000,0.000,0.0110,-3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3020,0.8290,1.3900,1.3070,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1926,-1.2178,-1.1396,0.0119,0.0007,-0.0006,0.0046,-0.65,0.81,-5.32,0,4.144,-0.056,-0.116,-0.073,0.017,-0.011,1.002,0.000,0.000,0.000,0.0110,3,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8310,1.3900,1.3070,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
1977,-1.2175,-1.1394,0.0117,0.0018,0.0004,0.0032,-0.69,0.84,-5.29,0,4.138,-0.246,-0.115,-0.112,0.015,-0.014,1.000,0.000,0.000,0.000,0.0080,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8310,1.4010,1.3090,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2029,-1.2176,-1.1398,0.0116,0.0014,-0.0024,0.0028,-0.65,0.88,-5.27,0,4.138,0.002,-0.045,0.114,0.018,-0.012,1.001,0.000,0.000,0.000,0.0100,-3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2980,0.8260,1.4010,1.3090,2.6850,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2081,-1.2166,-1.1386,0.0099,0.0069,0.0037,-0.0048,-0.64,0.82,-5.24,0,4.138,-0.097,0.062,-0.137,0.014,-0.012,0.998,0.000,0.000,0.000,0.0130,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2980,0.8260,1.4020,1.3070,2.6850,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2132,-1.2184,-1.1397,0.0097,-0.0036,-0.0023,-0.0039,-0.65,0.82,-5.22,0,4.144,-0.012,-0.070,0.177,0.016,-0.011,1.003,0.000,0.000,0.000,0.0100,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2890,0.8240,1.4020,1.3070,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2183,-1.2169,-1.1398,0.0113,0.0045,-0.0025,0.0040,-0.67,0.82,-5.19,0,4.138,-0.049,0.065,0.149,0.017,-0.011,1.000,0.000,0.000,0.000,0.0100,5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2890,0.8240,1.4150,1.2990,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2234,-1.2167,-1.1398,0.0109,0.0055,-0.0026,0.0028,-0.67,0.82,-5.17,0,4.144,0.074,0.211,-0.026,0.015,-0.011,1.001,0.000,0.000,0.000,0.0090,0,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2920,0.8320,1.4150,1.2990,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2286,-1.2175,-1.1393,0.0106,0.0009,0.0008,0.0017,-0.63,0.81,-5.14,0,4.138,-0.071,-0.078,0.007,0.015,-0.012,1.002,0.000,0.000,0.000,0.0130,-2,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2920,0.8320,1.3910,1.3150,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2337,-1.2168,-1.1390,0.0100,0.0054,0.0031,-0.0006,-0.65,0.81,-5.12,0,4.138,-0.115,-0.060,-0.166,0.016,-0.013,1.001,0.000,0.000,0.000,0.0090,-1,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3050,0.8270,1.3910,1.3150,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2388,-1.2177,-1.1391,0.0115,-0.0004,0.0017,0.0071,-0.66,0.88,-5.09,0,4.138,-0.242,0.010,-0.099,0.017,-0.012,1.003,0.000,0.000,0.000,0.0100,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3050,0.8270,1.3970,1.3010,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2439,-1.2183,-1.1395,0.0107,-0.0035,-0.0012,0.0029,-0.66,0.82,-5.06,0,4.144,-0.065,0.031,0.069,0.016,-0.011,1.002,0.000,0.000,0.000,0.0120,-5,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2950,0.8290,1.3970,1.3010,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2491,-1.2183,-1.1397,0.0105,-0.0033,-0.0021,0.0022,-0.62,0.81,-5.04,0,4.138,-0.113,0.113,-0.163,0.015,-0.014,1.001,0.000,0.000,0.000,0.0080,5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2950,0.8290,1.4030,1.3110,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2543,-1.2177,-1.1385,0.0114,0.0008,0.0048,0.0064,-0.70,0.81,-5.01,0,4.144,0.145,-0.035,-0.184,0.015,-0.011,1.003,0.000,0.000,0.000,0.0090,3,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2980,0.8250,1.4030,1.3110,2.7150,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2594,-1.2169,-1.1396,0.0100,0.0046,-0.0016,0.0001,-0.69,0.82,-4.98,0,4.138,-0.115,0.235,0.069,0.014,-0.013,1.002,0.000,0.000,0.000,0.0120,3,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2980,0.8250,1.3950,1.3020,2.7150,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2645,-1.2166,-1.1392,0.0095,0.0061,0.0002,-0.0014,-0.66,0.80,-4.96,0,4.138,0.083,0.117,-0.197,0.016,-0.011,1.003,0.000,0.000,0.000,0.0100,1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2990,0.8280,1.3950,1.3020,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2697,-1.2169,-1.1398,0.0108,0.0046,-0.0032,0.0053,-0.64,0.85,-4.94,0,4.138,0.007,-0.156,-0.184,0.015,-0.011,1.002,0.000,0.000,0.000,0.0110,0,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2990,0.8280,1.3970,1.3080,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2748,-1.2175,-1.1395,0.0107,0.0011,-0.0014,0.0048,-0.67,0.85,-4.92,0,4.144,0.019,-0.159,0.104,0.015,-0.011,1.001,0.000,0.000,0.000,0.0110,4,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2910,0.8270,1.3970,1.3080,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2800,-1.2178,-1.1402,0.0112,-0.0004,-0.0055,0.0063,-0.67,0.81,-4.90,0,4.138,-0.124,-0.118,-0.132,0.017,-0.009,1.003,0.000,0.000,0.000,0.0120,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2910,0.8270,1.4020,1.3000,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2852,-1.2173,-1.1400,0.0114,0.0021,-0.0038,0.0068,-0.68,0.82,-4.88,0,4.144,-0.047,0.152,-0.081,0.015,-0.011,1.001,0.000,0.000,0.000,0.0100,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3000,0.8290,1.4020,1.3000,2.6920,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2904,-1.2184,-1.1390,0.0121,-0.0038,0.0018,0.0095,-0.67,0.86,-4.85,0,4.138,0.303,0.313,-0.216,0.015,-0.011,1.003,0.000,0.000,0.000,0.0090,3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3000,0.8290,1.3920,1.3040,2.6920,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
2955,-1.2184,-1.1392,0.0115,-0.0032,0.0003,0.0054,-0.67,0.81,-4.83,0,4.144,-0.041,0.020,-0.115,0.015,-0.011,1.001,0.000,0.000,0.000,0.0130,-1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2880,0.8270,1.3920,1.3040,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3006,-1.2168,-1.1396,0.0105,0.0053,-0.0016,0.0007,-0.64,0.84,-4.81,0,4.138,0.293,-0.056,-0.437,0.018,-0.011,1.001,0.000,0.000,0.000,0.0130,1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2880,0.8270,1.4050,1.3040,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3058,-1.2177,-1.1393,0.0118,0.0008,0.0000,0.0075,-0.64,0.84,-4.79,0,4.144,-0.313,0.131,0.127,0.014,-0.011,1.003,0.000,0.000,0.000,0.0130,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8290,1.4050,1.3040,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3109,-1.2183,-1.1392,0.0128,-0.0023,0.0009,0.0104,-0.64,0.84,-4.77,0,4.138,-0.288,-0.453,0.069,0.015,-0.009,1.000,0.000,0.000,0.000,0.0110,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8290,1.4010,1.3090,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3160,-1.2177,-1.1394,0.0134,0.0009,-0.0000,0.0113,-0.67,0.83,-4.74,0,4.144,-0.151,-0.055,-0.239,0.014,-0.011,1.001,0.000,0.000,0.000,0.0100,2,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3050,0.8260,1.4010,1.3090,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3212,-1.2177,-1.1394,0.0127,0.0009,0.0001,0.0064,-0.68,0.81,-4.72,0,4.138,0.065,0.048,-0.210,0.016,-0.012,1.004,0.000,0.000,0.000,0.0130,-1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3050,0.8260,1.3900,1.3020,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3264,-1.2168,-1.1393,0.0117,0.0060,0.0007,0.0015,-0.65,0.85,-4.69,0,4.138,-0.091,0.023,0.139,0.016,-0.010,1.001,0.000,0.000,0.000,0.0090,-1,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2930,0.8260,1.3900,1.3020,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3316,-1.2172,-1.1390,0.0125,0.0033,0.0021,0.0056,-0.65,0.81,-4.67,0,4.138,0.037,0.004,0.051,0.016,-0.010,1.004,0.000,0.000,0.000,0.0110,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2930,0.8260,1.4060,1.3060,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3367,-1.2186,-1.1400,0.0110,-0.0038,-0.0026,-0.0005,-0.67,0.79,-4.65,0,4.144,0.123,-0.088,-0.063,0.017,-0.015,1.001,0.000,0.000,0.000,0.0120,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3010,0.8280,1.4060,1.3060,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3418,-1.2166,-1.1389,0.0111,0.0076,0.0029,0.0005,-0.64,0.84,-4.62,0,4.138,0.242,0.018,-0.458,0.014,-0.011,1.001,0.000,0.000,0.000,0.0110,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3010,0.8280,1.4040,1.3040,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3470,-1.2174,-1.1390,0.0116,0.0024,0.0022,0.0036,-0.64,0.82,-4.60,0,4.144,-0.301,-0.097,-0.075,0.016,-0.012,1.001,0.000,0.000,0.000,0.0110,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8310,1.4040,1.3040,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
