time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy
663,-1.0401,-1.5539,0.0086,0.0008,-0.0016,0.0023,-1.47,0.76,-1.78,0,4.033,0.114,0.083,-0.311,0.015,-0.026,0.000,0.000,0.000,0.000,0.0100,-3,-2
713,-1.0397,-1.5537,0.0088,0.0032,-0.0005,0.0035,-1.47,0.77,-1.78,0,4.028,0.079,0.168,-0.111,0.013,-0.027,0.000,0.000,0.000,0.000,0.0120,-2,2
764,-1.0402,-1.5543,0.0106,-0.0007,-0.0041,0.0123,-1.46,0.77,-1.77,0,4.033,-0.167,-0.000,0.191,0.014,-0.027,0.000,0.000,0.000,0.000,0.0090,8,0
815,-1.0391,-1.5529,0.0113,0.0051,0.0031,0.0136,-1.47,0.75,-1.76,0,4.022,-0.167,-0.172,0.337,0.015,-0.026,0.000,0.000,0.000,0.000,0.0090,2,-5
866,-1.0404,-1.5541,0.0101,-0.0012,-0.0036,0.0065,-1.47,0.74,-1.75,0,4.033,-0.035,-0.177,0.106,0.015,-0.026,0.000,0.000,0.000,0.000,0.0100,0,0
917,-1.0391,-1.5549,0.0105,0.0057,-0.0074,0.0079,-1.47,0.75,-1.74,0,4.028,0.057,0.257,0.050,0.014,-0.027,0.000,0.000,0.000,0.000,0.0080,0,-1
969,-1.0394,-1.5549,0.0096,0.0044,-0.0071,0.0024,-1.43,0.70,-1.73,0,4.033,0.094,0.212,0.010,0.014,-0.027,0.000,0.000,0.000,0.000,0.0090,0,0
1019,-1.0391,-1.5550,0.0097,0.0052,-0.0069,0.0030,-1.48,0.77,-1.72,0,4.028,-0.134,-0.277,0.301,0.014,-0.028,0.000,0.000,0.000,0.000,0.0090,0,0
1070,-1.0401,-1.5542,0.0093,0.0003,-0.0028,0.0014,-1.47,0.76,-1.72,0,4.033,0.025,-0.068,0.169,0.014,-0.027,0.000,0.000,0.000,0.000,0.0080,0,-1
1121,-1.0393,-1.5551,0.0094,0.0048,-0.0079,0.0021,-1.46,0.76,-1.71,0,4.028,-0.113,-0.217,-0.195,0.018,-0.024,0.000,0.000,0.000,0.000,0.0090,-1,-3
1173,-1.0407,-1.5542,0.0089,-0.0014,-0.0026,0.0000,-1.47,0.74,-1.71,0,4.033,-0.168,0.007,0.141,0.014,-0.027,0.000,0.000,0.000,0.000,0.0100,-7,0
1224,-1.0390,-1.5548,0.0089,0.0069,-0.0056,0.0016,-1.46,0.76,-1.70,0,4.028,-0.228,-0.187,-0.068,0.015,-0.025,0.000,0.000,0.000,0.000,0.0090,-4,-3
1274,-1.0402,-1.5539,0.0094,0.0017,-0.0014,0.0049,-1.45,0.76,-1.69,0,4.033,0.246,-0.052,-0.551,0.016,-0.028,0.000,0.000,0.000,0.000,0.0080,0,0
1325,-1.0391,-1.5550,0.0097,0.0067,-0.0070,0.0065,-1.44,0.77,-1.68,0,4.028,0.215,0.174,-0.166,0.015,-0.028,0.000,0.000,0.000,0.000,0.0120,2,-4
1376,-1.0402,-1.5541,0.0104,0.0014,-0.0028,0.0104,-1.47,0.77,-1.68,0,4.033,-0.029,0.181,0.105,0.016,-0.027,0.000,0.000,0.000,0.000,0.0100,0,-2
1427,-1.0397,-1.5550,0.0110,0.0039,-0.0067,0.0117,-1.46,0.77,-1.67,0,4.028,-0.164,0.137,0.199,0.013,-0.027,0.000,0.000,0.000,0.000,0.0060,-4,3
1478,-1.0391,-1.5550,0.0090,0.0061,-0.0066,0.0001,-1.47,0.78,-1.66,0,4.033,-0.003,0.065,-0.023,0.014,-0.027,0.000,0.000,0.000,0.000,0.0110,1,0
1529,-1.0391,-1.5547,0.0090,0.0059,-0.0048,0.0011,-1.51,0.83,-1.65,0,4.028,-0.173,0.119,-0.067,0.015,-0.028,0.000,0.000,0.000,0.000,0.0110,-1,-2
1580,-1.0407,-1.5541,0.0106,-0.0016,-0.0021,0.0086,-1.47,0.77,-1.64,0,4.028,0.026,0.361,0.076,0.015,-0.028,0.000,0.000,0.000,0.000,0.0090,7,-1
1631,-1.0393,-1.5528,0.0111,0.0054,0.0036,0.0096,-1.50,0.82,-1.63,0,4.022,-0.354,0.055,0.166,0.015,-0.028,0.000,0.000,0.000,0.000,0.0100,-8,8
1682,-1.0394,-1.5549,0.0103,0.0050,-0.0079,0.0053,-1.46,0.78,-1.63,0,4.033,-0.089,0.316,0.132,0.011,-0.027,0.000,0.000,0.000,0.000,0.0070,-3,-4
1733,-1.0402,-1.5535,0.0107,0.0009,-0.0015,0.0067,-1.46,0.76,-1.62,0,4.022,0.043,-0.048,-0.008,0.015,-0.027,0.000,0.000,0.000,0.000,0.0070,4,-4
1784,-1.0401,-1.5537,0.0082,0.0012,-0.0027,-0.0054,-1.44,0.76,-1.61,0,4.033,-0.288,0.076,0.555,0.014,-0.029,0.000,0.000,0.000,0.000,0.0100,-4,3
1835,-1.0391,-1.5550,0.0080,0.0061,-0.0096,-0.0040,-1.46,0.76,-1.60,0,4.028,-0.024,-0.348,-0.121,0.016,-0.028,0.000,0.000,0.000,0.000,0.0120,1,-1
1887,-1.0394,-1.5547,0.0102,0.0045,-0.0073,0.0084,-1.47,0.78,-1.59,0,4.033,0.013,-0.058,0.057,0.014,-0.027,0.000,0.000,0.000,0.000,0.0130,0,-1
1938,-1.0395,-1.5548,0.0107,0.0035,-0.0075,0.0093,-1.48,0.80,-1.59,0,4.028,-0.044,-0.124,-0.040,0.014,-0.028,0.000,0.000,0.000,0.000,0.0110,3,-5
1988,-1.0413,-1.5528,0.0119,-0.0060,0.0025,0.0129,-1.47,0.78,-1.58,0,4.033,-0.208,-0.148,-0.061,0.013,-0.027,0.000,0.000,0.000,0.000,0.0110,0,-1
2040,-1.0396,-1.5547,0.0126,0.0030,-0.0071,0.0143,-1.47,0.79,-1.58,0,4.022,-0.132,-0.171,0.071,0.015,-0.027,0.000,0.000,0.000,0.000,0.0120,0,0
2090,-1.0404,-1.5537,0.0123,-0.0012,-0.0014,0.0109,-1.48,0.79,-1.57,0,4.033,0.044,0.139,0.246,0.013,-0.029,0.000,0.000,0.000,0.000,0.0080,3,-4
2141,-1.0402,-1.5537,0.0129,-0.0002,-0.0017,0.0121,-1.46,0.77,-1.57,0,4.028,-0.027,-0.204,-0.376,0.014,-0.026,0.000,0.000,0.000,0.000,0.0110,-3,1
2193,-1.0395,-1.5545,0.0109,0.0036,-0.0058,0.0022,-1.48,0.78,-1.56,0,4.033,-0.044,-0.264,-0.105,0.016,-0.026,0.000,0.000,0.000,0.000,0.0110,-8,-1
2244,-1.0395,-1.5548,0.0111,0.0039,-0.0066,0.0040,-1.49,0.78,-1.56,0,4.022,0.006,-0.189,0.045,0.012,-0.030,0.000,0.000,0.000,0.000,0.0100,1,0
2294,-1.0393,-1.5545,0.0108,0.0052,-0.0057,0.0019,-1.49,0.78,-1.55,0,4.033,0.179,-0.014,-0.078,0.014,-0.027,0.000,0.000,0.000,0.000,0.0100,-5,-3
2345,-1.0400,-1.5540,0.0109,0.0011,-0.0028,0.0034,-1.51,0.82,-1.54,0,4.028,-0.083,0.099,0.036,0.013,-0.028,0.000,0.000,0.000,0.000,0.0080,2,-6
2397,-1.0408,-1.5540,0.0096,-0.0037,-0.0036,-0.0033,-1.47,0.77,-1.53,0,4.033,0.092,0.248,-0.257,0.016,-0.028,0.000,0.000,0.000,0.000,0.0100,-2,1
2448,-1.0396,-1.5544,0.0095,0.0037,-0.0060,-0.0022,-1.51,0.81,-1.52,0,4.028,0.171,0.030,-0.112,0.013,-0.027,0.000,0.000,0.000,0.000,0.0110,-5,3
2498,-1.0406,-1.5540,0.0103,-0.0023,-0.0038,0.0032,-1.48,0.79,-1.51,0,4.033,0.110,0.079,0.077,0.016,-0.025,0.000,0.000,0.000,0.000,0.0090,0,0
2549,-1.0396,-1.5546,0.0105,0.0043,-0.0071,0.0048,-1.48,0.78,-1.50,0,4.028,0.056,0.060,-0.258,0.014,-0.026,0.000,0.000,0.000,0.000,0.0080,0,-2
2600,-1.0404,-1.5536,0.0092,0.0003,-0.0008,-0.0019,-1.51,0.80,-1.50,0,4.033,0.124,-0.260,-0.014,0.014,-0.028,0.000,0.000,0.000,0.000,0.0100,3,-4
2651,-1.0402,-1.5540,0.0091,0.0021,-0.0037,-0.0007,-1.46,0.75,-1.49,0,4.022,0.032,0.034,-0.022,0.016,-0.028,0.000,0.000,0.000,0.000,0.0110,4,-4
2702,-1.0404,-1.5538,0.0102,0.0012,-0.0023,0.0053,-1.47,0.75,-1.48,0,4.033,0.053,0.131,-0.013,0.014,-0.027,0.000,0.000,0.000,0.000,0.0080,1,0
2754,-1.0392,-1.5546,0.0105,0.0078,-0.0061,0.0069,-1.46,0.77,-1.48,0,4.028,0.076,0.020,-0.143,0.013,-0.025,0.000,0.000,0.000,0.000,0.0090,4,-4
2804,-1.0401,-1.5538,0.0093,0.0014,-0.0017,0.0007,-1.51,0.82,-1.47,0,4.033,-0.153,0.061,0.019,0.014,-0.029,0.000,0.000,0.000,0.000,0.0100,0,-1
2855,-1.0394,-1.5530,0.0094,0.0057,0.0031,0.0016,-1.45,0.76,-1.46,0,4.028,-0.184,-0.137,-0.067,0.016,-0.025,0.000,0.000,0.000,0.000,0.0120,-8,0
2907,-1.0393,-1.5547,0.0107,0.0064,-0.0068,0.0085,-1.47,0.79,-1.46,0,4.033,0.190,0.019,0.096,0.016,-0.027,0.000,0.000,0.000,0.000,0.0110,1,-1
2957,-1.0395,-1.5544,0.0112,0.0048,-0.0052,0.0098,-1.45,0.79,-1.45,0,4.022,-0.114,0.072,0.093,0.014,-0.028,0.000,0.000,0.000,0.000,0.0110,4,-4
3008,-1.0404,-1.5538,0.0113,0.0005,-0.0017,0.0090,-1.44,0.76,-1.45,0,4.033,-0.397,-0.154,0.168,0.016,-0.024,0.000,0.000,0.000,0.000,0.0090,-8,0
3059,-1.0393,-1.5547,0.0119,0.0067,-0.0067,0.0113,-1.43,0.74,-1.44,0,4.028,-0.118,-0.208,-0.015,0.015,-0.028,0.000,0.000,0.000,0.000,0.0070,3,-3
3111,-1.0401,-1.5541,0.0094,0.0016,-0.0032,-0.0021,-1.47,0.76,-1.44,0,4.028,0.090,-0.159,0.190,0.015,-0.029,0.000,0.000,0.000,0.000,0.0100,0,0
3162,-1.0392,-1.5548,0.0094,0.0058,-0.0075,-0.0008,-1.47,0.80,-1.43,0,4.022,0.122,0.204,-0.001,0.015,-0.026,0.000,0.000,0.000,0.000,0.0110,0,0
3214,-1.0392,-1.5548,0.0102,0.0058,-0.0068,0.0048,-1.47,0.79,-1.42,0,4.033,0.060,-0.189,0.025,0.014,-0.029,0.000,0.000,0.000,0.000,0.0080,0,-1
3264,-1.0394,-1.5549,0.0105,0.0046,-0.0068,0.0063,-1.48,0.79,-1.42,0,3.795,0.533,0.103,-0.069,0.008,-0.029,0.000,0.000,0.000,0.000,0.0110,0,-9
3316,-1.0417,-1.5527,0.0102,-0.0081,0.0046,0.0054,-1.49,0.80,-1.42,0,3.674,-0.277,-1.704,0.296,0.006,-0.031,0.000,0.000,0.000,0.000,0.0080,-8,-1
3366,-1.0394,-1.5550,0.0106,-0.0015,0.0039,0.0074,-1.48,0.89,-1.40,0,3.743,0.259,-0.172,-1.775,-0.008,-0.023,0.000,0.000,0.000,0.000,0.0090,0,2
3417,-1.0409,-1.5527,0.0094,-0.0134,0.0238,0.0015,-1.48,0.90,-1.43,0,3.774,-0.542,-0.138,-1.537,0.009,-0.038,0.000,0.000,0.000,0.000,0.0080,3,0
3469,-1.0417,-1.5501,0.0096,-0.0201,0.0426,0.0062,-1.54,0.93,-1.45,0,3.779,-1.230,-1.448,2.078,0.014,-0.044,0.000,0.000,0.000,0.000,0.0060,-1,-3
3520,-1.0426,-1.5488,0.0078,-0.0269,0.0510,-0.0015,-1.58,0.90,-1.39,0,3.790,-8.108,3.483,2.201,0.004,-0.048,0.000,0.000,0.000,0.000,0.0110,-6,1
3571,-1.0436,-1.5432,0.0074,-0.0319,0.0773,-0.0031,-1.65,0.92,-1.38,0,3.785,1.568,1.016,-8.880,0.019,-0.033,0.000,0.000,0.000,0.000,0.0080,-1,1
3622,-1.0448,-1.5356,0.0084,-0.0365,0.1078,0.0019,-1.79,0.93,-1.74,0,3.790,4.282,3.274,-1.488,0.005,-0.027,0.000,0.000,0.000,0.000,0.0070,-2,0
3674,-1.0473,-1.5294,0.0084,-0.0463,0.1247,0.0021,-1.75,0.91,-1.80,0,3.785,-0.498,-2.004,-1.468,0.001,-0.038,0.000,0.000,0.000,0.000,0.0070,-5,2
3724,-1.0491,-1.5227,0.0075,-0.0507,0.1394,0.0044,-1.68,0.85,-1.74,0,3.785,0.523,0.013,2.624,0.012,-0.025,0.000,0.000,0.000,0.000,0.0070,-11,4
3775,-1.0484,-1.5163,0.0079,-0.0400,0.1490,0.0072,-1.67,0.77,-1.60,0,3.779,4.355,5.203,-1.048,0.011,-0.028,0.000,0.000,0.000,0.000,0.0060,-15,6
3826,-1.0513,-1.5063,0.0068,-0.0497,0.1742,0.0033,-1.69,0.73,-1.69,0,3.785,6.001,-3.897,3.310,0.009,-0.026,0.000,0.000,0.000,0.000,0.0040,9,0
3877,-1.0524,-1.4972,0.0071,-0.0480,0.1875,0.0059,-1.37,0.75,-1.47,0,3.774,-0.774,2.614,5.957,-0.001,-0.039,0.000,0.000,0.000,0.000,0.0060,-6,1
3928,-1.0549,-1.4989,0.0071,-0.0542,0.1442,0.0093,-1.00,0.84,-1.31,0,3.779,2.766,4.700,-2.326,0.010,-0.034,0.000,0.000,0.000,0.000,0.0100,-17,15
3980,-1.0623,-1.4978,0.0083,-0.0833,0.1217,0.0180,-0.78,0.99,-1.40,0,3.774,13.461,5.483,-6.292,0.024,-0.021,0.000,0.000,0.000,0.000,0.0070,-6,3
4030,-1.0716,-1.4820,0.0077,-0.1164,0.1740,0.0086,-0.48,1.06,-1.63,0,3.774,-2.430,-3.193,-2.584,0.021,-0.031,0.000,0.000,0.000,0.000,0.0050,-3,5
4081,-1.0761,-1.4742,0.0085,-0.1170,0.1732,0.0066,-0.33,0.98,-1.90,0,3.758,10.766,5.803,-3.533,0.009,-0.027,0.000,0.000,0.000,0.000,0.0040,-3,2
4132,-1.0829,-1.4678,0.0060,-0.1307,0.1651,0.0031,0.40,0.93,-1.97,0,3.764,24.284,4.273,-3.167,0.012,-0.015,0.000,0.000,0.000,0.000,0.0080,-3,5
4183,-1.0887,-1.4669,0.0077,-0.1345,0.1246,0.0213,1.87,0.93,-2.07,0,3.758,20.972,1.713,0.511,0.019,0.005,0.000,0.000,0.000,0.000,0.0100,8,5
4234,-1.0944,-1.4712,0.0098,-0.1364,0.0558,0.0261,3.50,0.70,-2.37,0,3.758,10.970,-2.741,4.473,0.018,0.009,0.000,0.000,0.000,0.000,0.0070,16,-3
4285,-1.0971,-1.4870,0.0095,-0.1237,-0.0618,0.0159,4.85,0.44,-2.55,0,3.748,-12.144,10.334,16.553,0.006,0.019,0.000,0.000,0.000,0.000,0.0080,57,-4
4337,-1.0966,-1.5132,0.0053,-0.0987,-0.2052,-0.0065,5.51,-0.45,-2.59,0,3.743,-30.908,20.335,22.713,0.002,0.007,0.000,0.000,0.000,0.000,0.0060,36,0
4388,-1.0932,-1.5574,-0.0122,-0.0647,-0.4070,-0.1009,5.50,-1.54,-1.94,0,3.711,-76.009,32.843,19.457,0.007,-0.003,0.000,0.000,0.000,0.000,0.0090,92,-10
4439,-1.0915,-1.6082,-0.0134,-0.0348,-0.5926,-0.1039,3.30,-3.37,-1.50,0,3.700,-4.137,-41.321,40.556,-0.018,-0.014,0.000,0.000,0.000,0.000,0.0070,52,-42
4490,-1.0775,-1.6581,-0.0353,0.0538,-0.6996,-0.1577,1.84,-3.16,-3.75,0,3.700,-90.699,-34.556,34.826,0.003,-0.011,0.000,0.000,0.000,0.000,0.0110,16,-16
4540,-1.0617,-1.7155,-0.0115,0.1283,-0.7704,0.0308,-3.72,-2.92,-5.37,0,3.727,-142.497,-39.497,30.734,0.005,-0.024,0.000,0.000,0.000,0.000,0.0000,0,-25
4592,-1.0487,-1.7410,0.0050,0.1975,-0.6176,0.1432,-11.95,-1.32,-8.57,0,3.743,-35.947,-29.571,47.522,0.001,-0.024,0.000,0.000,0.000,0.000,0.0000,14,-5
4642,-1.0482,-1.7242,0.0116,0.2398,-0.2333,0.1399,-15.49,0.35,-9.43,0,3.732,134.753,-59.082,51.497,0.003,-0.022,0.000,0.000,0.000,0.000,0.0000,-7,-15
4694,-1.0440,-1.7385,0.0202,0.2165,-0.1284,0.1103,-9.38,3.03,-7.39,0,3.706,96.900,1.022,49.750,-0.003,-0.048,0.000,0.000,0.000,0.000,0.0000,-6,11
4744,-1.0610,-1.7432,0.0094,0.1120,-0.0136,0.0009,-5.18,4.52,-9.71,0,3.700,-13.090,52.979,59.182,-0.001,-0.032,0.000,0.000,0.000,0.000,0.0000,-32,40
4795,-1.0873,-1.7319,0.0051,0.0004,0.1408,-0.0222,-5.09,3.44,-11.71,0,3.684,54.601,57.137,66.205,0.006,-0.017,0.000,0.000,0.000,0.000,0.0000,2,6
4846,-1.1168,-1.7240,-0.0017,-0.0925,0.2389,-0.0357,-3.60,0.29,-8.63,0,3.684,127.648,34.595,40.334,0.005,-0.044,0.000,0.000,0.000,0.000,0.0000,-38,15
4897,-1.1190,-1.7172,-0.0003,-0.0885,0.2331,0.0062,2.27,-1.07,-8.39,0,3.690,39.991,6.829,27.743,-0.014,-0.034,0.000,0.000,0.000,0.000,0.0000,-11,13
4949,-1.1375,-1.7082,-0.0002,-0.1263,0.2110,0.0495,5.77,-1.89,-6.91,0,3.695,-25.770,16.733,26.786,-0.003,-0.025,0.000,0.000,0.000,0.000,0.0000,9,5
4999,-1.1252,-1.6892,0.0040,-0.0216,0.1984,0.0827,4.65,-2.98,-5.62,0,3.684,9.197,32.071,28.459,-0.001,-0.021,0.000,0.000,0.000,0.000,0.0120,25,0
5050,-1.1154,-1.6812,0.0085,0.0575,0.1542,0.0988,5.01,-4.66,-4.12,0,3.695,18.365,-14.173,24.444,0.004,-0.015,0.000,0.000,0.000,0.000,0.0190,0,-44
5102,-1.1008,-1.6882,0.0123,0.1604,0.0542,0.1080,5.80,-5.44,-5.22,0,3.684,-58.715,-78.394,29.871,-0.003,-0.021,0.000,0.000,0.000,0.000,0.0250,-6,-29
5153,-1.0687,-1.6904,0.0164,0.3626,0.0322,0.1059,3.41,-3.35,-7.79,0,3.669,-33.453,-92.640,35.129,-0.008,-0.006,0.000,0.000,0.000,0.000,0.0330,-12,-55
5203,-1.0419,-1.6932,0.0158,0.4409,0.0069,0.0971,1.01,0.71,-8.27,0,3.679,33.538,-93.383,24.551,-0.009,-0.016,0.000,0.000,0.000,0.000,0.0430,-16,-65
5254,-1.0212,-1.6904,0.0375,0.4022,0.0002,0.2063,1.86,5.93,-5.76,0,3.695,15.739,-22.386,15.149,-0.016,-0.019,0.000,0.000,0.000,0.000,0.0680,5,-4
5306,-1.0080,-1.6954,0.0506,0.3063,-0.0497,0.2265,3.32,8.49,-3.84,0,3.700,-39.878,14.357,9.229,-0.002,-0.011,0.000,0.000,0.000,0.000,0.0810,2,-6
5356,-0.9970,-1.6954,0.0756,0.2095,-0.0643,0.2775,1.42,8.20,-2.39,0,3.706,-23.791,29.643,9.470,0.000,-0.004,0.000,0.000,0.000,0.000,0.0840,5,2
5408,-0.9903,-1.6896,0.0894,0.1245,-0.0424,0.2600,-0.35,6.98,-1.23,0,3.695,19.359,13.122,5.784,0.004,-0.008,0.000,0.000,0.000,0.000,0.0770,-26,-23
5458,-0.9915,-1.6864,0.0912,0.0404,-0.0303,0.1887,-0.31,6.07,0.54,0,3.684,2.950,42.589,1.798,0.007,-0.014,0.000,0.000,0.000,0.000,0.0870,-10,1
5510,-0.9817,-1.6724,0.0999,0.0183,0.0198,0.1566,0.01,4.10,1.44,0,3.669,-2.983,30.637,-1.392,0.006,-0.012,0.000,0.000,0.000,0.000,0.0780,-1,5
5560,-0.9780,-1.6613,0.0913,-0.0051,0.0460,0.0614,-0.15,2.39,1.67,0,3.653,15.962,6.667,-3.242,0.007,-0.016,0.000,0.000,0.000,0.000,0.0780,-9,-3
5611,-0.9812,-1.6616,0.0944,-0.0334,0.0371,0.0628,0.40,1.83,1.62,0,3.637,-12.007,23.072,-3.991,0.005,-0.019,0.000,0.000,0.000,0.000,0.0820,0,5
5662,-0.9780,-1.6544,0.0860,-0.0304,0.0501,0.0185,0.26,0.83,1.59,0,3.637,-36.123,8.820,-3.306,0.006,-0.011,0.000,0.000,0.000,0.000,0.0800,5,3
5713,-0.9803,-1.6515,0.0874,-0.0390,0.0520,0.0435,-1.28,0.14,1.35,0,3.626,-3.146,0.034,-4.627,0.005,-0.011,0.000,0.000,0.000,0.000,0.0860,3,5
5764,-0.9802,-1.6510,0.0867,-0.0298,0.0575,0.0690,-1.75,-0.03,1.03,0,3.637,7.148,6.395,-4.355,0.005,-0.013,0.000,0.000,0.000,0.000,0.0900,-12,0
5815,-0.9822,-1.6503,0.0914,-0.0307,0.0631,0.1140,-1.48,-0.28,0.89,0,3.637,-7.317,8.170,-4.869,0.004,-0.011,0.000,0.000,0.000,0.000,0.1050,0,1
5866,-0.9816,-1.6450,0.1012,-0.0185,0.0820,0.1719,-1.61,-0.76,0.68,0,3.653,-3.107,-5.530,-4.180,0.005,-0.012,0.000,0.000,0.000,0.000,0.1140,1,1
5917,-0.9816,-1.6442,0.1113,-0.0085,0.0799,0.2157,-1.66,-0.56,0.50,0,3.658,5.483,-0.766,-3.165,0.002,-0.016,0.000,0.000,0.000,0.000,0.1280,-6,0
5968,-0.9833,-1.6431,0.1270,-0.0091,0.0779,0.2658,-1.33,-0.42,0.36,0,3.669,-3.755,2.057,-2.887,0.003,-0.015,0.000,0.000,0.000,0.000,0.1400,-1,1
6020,-0.9898,-1.6414,0.1413,-0.0330,0.0829,0.2870,-1.32,-0.29,-0.02,0,3.669,-4.491,2.708,-2.329,0.005,-0.013,0.000,0.000,0.000,0.000,0.1550,-4,-1
6071,-0.9894,-1.6378,0.1564,-0.0219,0.0885,0.2973,-1.50,-0.44,0.02,0,3.679,4.005,0.655,-1.553,0.008,-0.011,0.000,0.000,0.000,0.000,0.1620,1,0
6121,-0.9916,-1.6363,0.1714,-0.0235,0.0859,0.2979,-1.22,-0.44,0.00,0,3.669,4.324,-2.516,-0.419,0.005,-0.015,0.000,0.000,0.000,0.000,0.1820,-3,-2
6173,-0.9918,-1.6308,0.1825,-0.0162,0.1010,0.2761,-1.25,-0.35,-0.02,0,3.674,1.581,-3.933,0.059,0.002,-0.015,0.000,0.000,0.000,0.000,0.1920,-8,-2
6223,-0.9918,-1.6261,0.1961,-0.0113,0.1085,0.2647,-1.17,-0.17,-0.05,0,3.669,1.031,-9.880,0.355,0.010,-0.013,0.000,0.000,0.000,0.000,0.2090,0,0
6275,-0.9907,-1.6189,0.2087,-0.0044,0.1229,0.2509,-1.02,0.16,-0.01,0,3.679,2.987,-6.885,0.740,0.005,-0.017,0.000,0.000,0.000,0.000,0.2170,-1,0
6326,-0.9900,-1.6112,0.2208,-0.0024,0.1360,0.2350,-0.68,0.38,0.06,0,3.669,4.005,-2.679,0.428,0.005,-0.014,0.000,0.000,0.000,0.000,0.2270,-4,-2
6377,-0.9900,-1.6065,0.2297,-0.0054,0.1329,0.2069,-0.36,0.54,0.13,0,3.674,2.900,-6.320,0.642,0.001,-0.018,0.000,0.000,0.000,0.000,0.2440,0,-1
6427,-0.9898,-1.6048,0.2397,-0.0088,0.1175,0.1907,-0.05,0.84,0.25,0,3.669,-2.768,-5.442,1.463,0.003,-0.014,0.000,0.000,0.000,0.000,0.2520,0,-2
6479,-0.9880,-1.6016,0.2524,-0.0087,0.1087,0.1890,-0.16,1.12,0.42,0,3.674,-4.230,-2.444,1.094,0.002,-0.016,0.000,0.000,0.000,0.000,0.2590,0,0
6530,-0.9867,-1.5968,0.2615,-0.0122,0.1080,0.1726,-0.35,1.23,0.48,0,3.669,-1.130,-3.897,0.935,0.004,-0.015,0.000,0.000,0.000,0.000,0.2700,0,0
6580,-0.9875,-1.5914,0.2697,-0.0227,0.1111,0.1570,-0.43,1.41,0.56,0,3.674,2.280,-1.788,0.238,0.006,-0.013,0.000,0.000,0.000,0.000,0.2780,-10,-3
6631,-0.9846,-1.5884,0.2772,-0.0224,0.1062,0.1428,-0.38,1.40,0.63,0,3.663,2.092,1.168,-0.989,0.003,-0.013,0.000,0.000,0.000,0.000,0.2810,0,2
