time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,motor_m1,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
2735,72.1047,40.8234,0.0116,5.7439,4.4163,0.0009,-1.60,-0.10,-0.49,0,0.000,-0.110,0.231,-0.155,0.024,0.001,1.002,0.000,0.000,0.000
2835,72.1679,40.8720,0.0116,5.7466,4.4195,0.0011,-1.59,-0.09,-0.49,0,0.000,-0.093,0.193,-0.260,0.025,0.001,1.000,0.000,0.000,0.000
2937,72.2254,40.9162,0.0116,5.7492,4.4221,0.0014,-1.59,-0.09,-0.49,0,0.000,-0.470,-0.217,-0.122,0.024,0.001,0.999,0.000,0.000,0.000
0,72.2829,40.9605,0.0116,5.7517,4.4248,0.0014,-1.59,-0.09,-0.49,0,0.000,-0.072,-0.031,-0.127,0.023,0.000,1.001,0.000,0.000,0.000
0,72.2169,41.2745,0.0127,5.7417,4.4464,0.0073,-1.59,-0.08,-0.49,0,0.000,0.021,-0.204,-0.015,0.023,0.002,1.000,0.000,0.000,0.000
0,72.2743,41.3189,0.0128,5.7442,4.4493,0.0075,-1.59,-0.08,-0.49,0,0.000,-0.288,-0.302,0.228,0.023,0.002,1.003,0.000,0.000,0.000
0,72.3317,41.3634,0.0129,5.7467,4.4521,0.0078,-1.59,-0.08,-0.49,0,0.000,-0.286,-0.101,-0.261,0.025,0.002,1.002,0.000,0.000,0.000
0,72.3892,41.4080,0.0129,5.7493,4.4549,0.0078,-1.59,-0.08,-0.49,0,0.000,0.013,0.256,-0.248,0.024,0.002,1.002,0.000,0.000,0.000
0,72.4467,41.4525,0.0130,5.7517,4.4576,0.0078,-1.59,-0.08,-0.49,0,0.000,-0.290,-0.061,0.265,0.024,-0.001,1.001,0.000,0.000,0.000
0,72.5447,41.6265,0.0135,5.7569,4.4692,0.0097,-1.59,-0.08,-0.49,0,0.000,-0.216,-0.185,-0.210,0.027,-0.001,1.000,0.000,0.000,0.000
0,72.6022,41.6712,0.0136,5.7593,4.4721,0.0099,-1.59,-0.08,-0.49,0,0.000,-0.173,0.177,0.034,0.025,0.000,1.000,0.000,0.000,0.000
1,72.6599,41.7160,0.0137,5.7618,4.4750,0.0102,-1.60,-0.09,-0.49,0,0.000,-0.355,0.021,0.124,0.024,0.001,1.001,0.000,0.000,0.000
1,72.7175,41.7607,0.0138,5.7644,4.4779,0.0106,-1.60,-0.09,-0.49,0,0.000,0.015,-0.063,-0.358,0.025,0.001,1.001,0.000,0.000,0.000
1,72.7751,41.8055,0.0139,5.7669,4.4808,0.0109,-1.60,-0.09,-0.49,0,0.000,-0.373,-0.223,0.179,0.025,0.000,1.002,0.000,0.000,0.000
1,72.7148,41.5910,0.0132,5.7609,4.4665,0.0061,-1.60,-0.09,-0.49,0,0.000,0.016,-0.055,-0.015,0.025,0.000,1.003,0.000,0.000,0.000
1,72.7724,41.6356,0.0132,5.7637,4.4691,0.0062,-1.60,-0.09,-0.49,0,0.000,-0.154,0.162,-0.036,0.024,0.001,1.000,0.000,0.000,0.000
1,72.8300,41.6803,0.0133,5.7663,4.4719,0.0063,-1.60,-0.09,-0.49,0,0.000,-0.380,-0.076,0.127,0.023,-0.001,1.001,0.000,0.000,0.000
1,72.8877,41.7251,0.0133,5.7688,4.4747,0.0064,-1.60,-0.09,-0.49,0,0.000,-0.162,0.004,-0.021,0.025,-0.001,1.001,0.000,0.000,0.000
2,72.9454,41.7698,0.0134,5.7713,4.4776,0.0067,-1.60,-0.09,-0.49,0,0.000,-0.107,0.237,-0.132,0.024,0.002,1.000,0.000,0.000,0.000
2,73.0122,41.8830,0.0137,5.7743,4.4849,0.0080,-1.60,-0.09,-0.49,0,0.000,-0.020,0.133,-0.197,0.022,0.000,1.002,0.000,0.000,0.000
2,73.0700,41.9279,0.0138,5.7769,4.4878,0.0083,-1.60,-0.09,-0.49,0,0.000,-0.088,0.280,-0.023,0.025,-0.002,1.002,0.000,0.000,0.000
2,73.1277,41.9728,0.0139,5.7794,4.4906,0.0084,-1.59,-0.08,-0.49,0,0.000,-0.156,-0.035,0.039,0.025,-0.000,0.999,0.000,0.000,0.000
2,73.1855,42.0177,0.0140,5.7818,4.4933,0.0086,-1.59,-0.08,-0.49,0,0.000,-0.135,0.099,-0.076,0.024,0.000,1.001,0.000,0.000,0.000
2,73.2434,42.0626,0.0141,5.7844,4.4960,0.0088,-1.59,-0.08,-0.49,0,0.000,0.075,0.106,-0.020,0.024,0.001,1.002,0.000,0.000,0.000
2,73.2767,42.3298,0.0150,5.7831,4.5135,0.0140,-1.59,-0.08,-0.49,0,0.000,-0.024,0.037,0.165,0.025,-0.000,1.003,0.000,0.000,0.000
2,73.3345,42.3750,0.0152,5.7855,4.5162,0.0143,-1.59,-0.08,-0.49,0,0.000,0.034,-0.027,-0.017,0.024,0.000,1.001,0.000,0.000,0.000
2,73.3924,42.4202,0.0153,5.7881,4.5188,0.0145,-1.58,-0.08,-0.49,0,0.000,-0.275,-0.089,-0.003,0.023,0.001,1.002,0.000,0.000,0.000
2,73.4503,42.4654,0.0155,5.7907,4.5216,0.0146,-1.60,-0.10,-0.49,0,0.000,-0.087,0.071,0.040,0.024,0.001,1.000,0.000,0.000,0.000
3,73.5082,42.5106,0.0156,5.7932,4.5244,0.0148,-1.60,-0.10,-0.48,0,0.000,-0.419,0.085,-0.093,0.026,-0.001,1.000,0.000,0.000,0.000
3,73.4467,41.9993,0.0140,5.7896,4.4910,0.0047,-1.60,-0.10,-0.49,0,0.000,-0.001,-0.079,0.014,0.025,-0.003,1.002,0.000,0.000,0.000
3,73.5046,42.0443,0.0140,5.7922,4.4938,0.0050,-1.60,-0.10,-0.49,0,0.000,-0.092,-0.035,-0.080,0.028,-0.000,1.003,0.000,0.000,0.000
3,73.5625,42.0892,0.0141,5.7947,4.4966,0.0053,-1.61,-0.13,-0.49,0,0.000,-0.227,0.059,-0.172,0.024,0.000,1.001,0.000,0.000,0.000
3,73.6205,42.1342,0.0141,5.7972,4.4995,0.0056,-1.61,-0.13,-0.49,0,0.000,0.091,-0.079,0.133,0.023,0.000,1.001,0.000,0.000,0.000
3,73.6784,42.1792,0.0142,5.7998,4.5023,0.0057,-1.61,-0.13,-0.49,0,0.000,-0.124,-0.236,0.116,0.024,0.002,1.003,0.000,0.000,0.000
3,73.9360,41.8538,0.0128,5.8223,4.4799,-0.0022,-1.61,-0.12,-0.49,0,0.000,0.028,-0.154,-0.133,0.026,0.001,1.002,0.000,0.000,0.000
3,73.9943,41.8986,0.0128,5.8250,4.4825,-0.0018,-1.61,-0.12,-0.49,0,0.000,-0.064,-0.257,0.093,0.027,0.001,1.001,0.000,0.000,0.000
3,74.0525,41.9435,0.0128,5.8279,4.4853,-0.0015,-1.61,-0.12,-0.49,0,0.000,-0.247,0.127,-0.143,0.024,0.002,1.002,0.000,0.000,0.000
3,74.1108,41.9883,0.0127,5.8305,4.4881,-0.0013,-1.61,-0.13,-0.49,0,0.000,-0.030,0.174,-0.282,0.023,0.001,1.001,0.000,0.000,0.000
3,74.1691,42.0332,0.0127,5.8329,4.4910,-0.0011,-1.61,-0.13,-0.49,0,0.000,-0.499,-0.085,0.007,0.025,0.001,1.002,0.000,0.000,0.000
3,74.4615,42.0194,0.0124,5.8562,4.4893,-0.0027,-1.61,-0.13,-0.49,0,0.000,-0.373,0.014,0.125,0.022,0.000,1.003,0.000,0.000,0.000
3,74.5201,42.0643,0.0124,5.8590,4.4921,-0.0024,-1.61,-0.13,-0.49,0,0.000,-0.106,0.257,0.165,0.021,0.001,1.002,0.000,0.000,0.000
3,74.5787,42.1093,0.0123,5.8617,4.4950,-0.0022,-1.62,-0.17,-0.48,0,0.000,-0.104,-0.134,-0.137,0.024,0.001,1.002,0.000,0.000,0.000
4,74.6373,42.1542,0.0123,5.8643,4.4980,-0.0019,-1.62,-0.17,-0.48,0,0.000,-0.304,0.147,-0.042,0.025,0.002,1.001,0.000,0.000,0.000
4,74.6960,42.1992,0.0123,5.8668,4.5008,-0.0017,-1.62,-0.17,-0.48,0,0.000,0.113,0.090,-0.276,0.024,0.002,1.002,0.000,0.000,0.000
4,75.7472,42.0973,0.0112,5.9566,4.4909,-0.0073,-1.62,-0.17,-0.48,0,0.000,-0.151,-0.289,-0.112,0.024,-0.001,1.002,0.000,0.000,0.000
4,75.8068,42.1422,0.0112,5.9590,4.4937,-0.0069,-1.62,-0.17,-0.48,0,0.000,-0.127,0.091,-0.080,0.025,-0.000,1.001,0.000,0.000,0.000
4,75.8664,42.1872,0.0111,5.9614,4.4966,-0.0066,-1.62,-0.17,-0.48,0,0.000,-0.012,0.079,0.024,0.024,0.002,1.003,0.000,0.000,0.000
4,75.9320,42.2367,0.0110,5.9644,4.4998,-0.0063,-1.62,-0.14,-0.48,0,0.000,-0.106,0.068,0.244,0.022,0.001,1.004,0.000,0.000,0.000
4,75.9917,42.2817,0.0110,5.9670,4.5028,-0.0061,-1.61,-0.14,-0.48,0,0.000,-0.079,0.049,-0.106,0.025,0.002,1.002,0.000,0.000,0.000
4,75.0841,42.3881,0.0114,5.8846,4.5128,-0.0027,-1.61,-0.14,-0.48,0,0.000,0.282,0.160,-0.259,0.025,0.001,1.002,0.000,0.000,0.000
4,75.1430,42.4332,0.0114,5.8872,4.5155,-0.0024,-1.61,-0.14,-0.48,0,0.000,-0.063,-0.115,0.054,0.023,-0.001,1.001,0.000,0.000,0.000
4,75.2019,42.4784,0.0114,5.8899,4.5183,-0.0021,-1.61,-0.12,-0.48,0,0.000,-0.141,-0.058,0.110,0.024,-0.001,0.999,0.000,0.000,0.000
4,75.2608,42.5236,0.0114,5.8923,4.5213,-0.0017,-1.61,-0.12,-0.48,0,0.000,-0.225,0.107,0.079,0.025,-0.000,1.001,0.000,0.000,0.000
4,75.3197,42.5688,0.0113,5.8948,4.5242,-0.0014,-1.61,-0.12,-0.48,0,0.000,-0.360,-0.053,-0.014,0.023,-0.001,0.999,0.000,0.000,0.000
4,74.9542,42.6544,0.0116,5.8601,4.5312,0.0006,-1.61,-0.12,-0.48,0,0.000,-0.235,0.292,-0.048,0.023,0.000,1.000,0.000,0.000,0.000
4,75.0128,42.6997,0.0116,5.8628,4.5341,0.0009,-1.61,-0.12,-0.48,0,0.000,-0.232,-0.033,-0.239,0.025,-0.000,1.002,0.000,0.000,0.000
4,75.0714,42.7451,0.0116,5.8652,4.5367,0.0010,-1.61,-0.12,-0.48,0,0.000,-0.041,0.064,-0.386,0.025,-0.000,1.002,0.000,0.000,0.000
4,75.1301,42.7904,0.0117,5.8677,4.5394,0.0010,-1.61,-0.12,-0.48,0,0.000,0.108,-0.052,0.084,0.024,0.002,0.999,0.000,0.000,0.000
4,75.1888,42.8358,0.0117,5.8703,4.5421,0.0012,-1.60,-0.12,-0.48,0,0.000,-0.118,-0.159,-0.233,0.022,0.002,1.001,0.000,0.000,0.000
5,75.1438,42.9112,0.0118,5.8636,4.5472,0.0016,-1.61,-0.12,-0.48,0,0.000,-0.094,0.159,-0.006,0.024,0.000,1.002,0.000,0.000,0.000
5,75.2025,42.9567,0.0118,5.8661,4.5499,0.0017,-1.60,-0.12,-0.48,0,0.000,-0.487,0.027,0.448,0.024,-0.001,1.002,0.000,0.000,0.000
5,75.2611,43.0022,0.0119,5.8687,4.5526,0.0020,-1.61,-0.14,-0.48,0,0.000,-0.213,0.085,-0.112,0.024,-0.001,1.001,0.000,0.000,0.000
5,75.3198,43.0478,0.0119,5.8713,4.5554,0.0022,-1.61,-0.13,-0.48,0,0.000,-0.341,-0.221,0.285,0.025,0.002,1.002,0.000,0.000,0.000
0,75.3786,43.0933,0.0119,5.8737,4.5583,0.0023,-1.61,-0.13,-0.48,0,0.000,-0.117,-0.047,0.020,0.025,0.000,1.002,0.000,0.000,0.000
0,75.6824,42.9463,0.0110,5.8982,4.5478,-0.0026,-1.61,-0.13,-0.48,0,0.000,-0.076,0.138,0.103,0.023,0.001,1.002,0.000,0.000,0.000
0,75.7414,42.9918,0.0110,5.9008,4.5506,-0.0022,-1.61,-0.13,-0.48,0,0.000,-0.342,-0.056,-0.114,0.024,0.000,1.000,0.000,0.000,0.000
0,75.8004,43.0373,0.0110,5.9034,4.5532,-0.0020,-1.61,-0.13,-0.48,0,0.000,-0.190,-0.125,-0.376,0.026,-0.000,1.002,0.000,0.000,0.000
0,75.8594,43.0828,0.0110,5.9059,4.5560,-0.0018,-1.60,-0.11,-0.48,0,0.000,-0.062,0.228,-0.185,0.027,0.001,1.002,0.000,0.000,0.000
0,75.9185,43.1284,0.0110,5.9086,4.5590,-0.0015,-1.60,-0.11,-0.49,0,0.000,-0.054,-0.161,-0.202,0.026,-0.002,1.002,0.000,0.000,0.000
1,75.7277,43.3991,0.0119,5.8886,4.5773,0.0047,-1.60,-0.11,-0.48,0,0.000,-0.102,-0.072,-0.134,0.024,-0.003,1.001,0.000,0.000,0.000
1,75.7866,43.4449,0.0120,5.8911,4.5802,0.0049,-1.60,-0.11,-0.49,0,0.000,0.008,0.067,0.052,0.024,0.000,1.002,0.000,0.000,0.000
1,75.8455,43.4907,0.0120,5.8938,4.5829,0.0050,-1.59,-0.10,-0.49,0,0.000,-0.157,0.167,0.060,0.022,-0.001,1.001,0.000,0.000,0.000
1,75.9045,43.5365,0.0121,5.8964,4.5858,0.0053,-1.59,-0.10,-0.48,0,0.000,-0.313,0.044,0.078,0.024,0.001,1.000,0.000,0.000,0.000
1,75.9635,43.5824,0.0121,5.8993,4.5885,0.0057,-1.59,-0.10,-0.48,0,0.000,-0.017,0.074,0.114,0.025,0.000,1.002,0.000,0.000,0.000
1,76.0323,43.8631,0.0131,5.9016,4.6064,0.0108,-1.59,-0.10,-0.48,0,0.000,0.037,-0.319,-0.482,0.026,0.000,1.001,0.000,0.000,0.000
1,76.0913,43.9092,0.0132,5.9042,4.6090,0.0110,-1.59,-0.10,-0.49,0,0.000,-0.282,0.083,0.271,0.025,0.000,1.001,0.000,0.000,0.000
2,76.1503,43.9553,0.0133,5.9066,4.6118,0.0113,-1.59,-0.10,-0.49,0,0.000,-0.165,-0.209,0.076,0.025,0.000,1.001,0.000,0.000,0.000
2,76.2094,44.0014,0.0134,5.9090,4.6145,0.0114,-1.59,-0.10,-0.48,0,0.000,-0.086,0.076,0.061,0.026,0.002,0.999,0.000,0.000,0.000
2,76.2685,44.0476,0.0135,5.9116,4.6174,0.0116,-1.59,-0.10,-0.48,0,0.000,-0.258,0.103,0.116,0.025,0.001,1.000,0.000,0.000,0.000
2,76.3908,44.1643,0.0138,5.9192,4.6247,0.0127,-1.59,-0.10,-0.49,0,0.000,-0.067,-0.254,-0.342,0.024,0.000,0.999,0.000,0.000,0.000
2,76.4500,44.2105,0.0139,5.9219,4.6275,0.0128,-1.59,-0.10,-0.49,0,0.000,-0.190,0.404,0.117,0.024,0.002,1.000,0.000,0.000,0.000
2,76.5092,44.2568,0.0141,5.9245,4.6302,0.0130,-1.60,-0.11,-0.49,0,0.000,-0.207,-0.152,-0.443,0.024,-0.000,1.001,0.000,0.000,0.000
2,76.5685,44.3031,0.0142,5.9272,4.6331,0.0131,-1.60,-0.11,-0.49,0,0.000,-0.058,0.192,-0.165,0.023,-0.001,1.001,0.000,0.000,0.000
2,76.6277,44.3495,0.0143,5.9299,4.6360,0.0131,-1.60,-0.11,-0.49,0,0.000,-0.122,0.149,0.017,0.021,0.000,1.000,0.000,0.000,0.000
2,76.1041,43.7964,0.0129,5.8870,4.6009,0.0048,-1.60,-0.11,-0.49,0,0.000,-0.220,-0.264,-0.150,0.024,-0.000,1.003,0.000,0.000,0.000
