time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy
917,-1.0665,-1.4173,0.0068,0.0045,-0.0103,0.0014,-2.43,0.43,-10.08,0,4.086,-0.047,-0.062,0.248,0.008,-0.045,0.000,0.000,0.000,0.000,0.0070,2,-3
969,-1.0679,-1.4163,0.0070,-0.0040,-0.0047,0.0034,-2.39,0.44,-10.03,0,4.080,0.017,0.035,0.070,0.009,-0.046,0.000,0.000,0.000,0.000,0.0070,0,0
1020,-1.0670,-1.4160,0.0072,0.0016,-0.0026,0.0046,-2.43,0.43,-9.99,0,4.086,-0.133,-0.181,0.069,0.008,-0.045,0.000,0.000,0.000,0.000,0.0060,3,1
1071,-1.0667,-1.4161,0.0069,0.0026,-0.0030,0.0030,-2.40,0.43,-9.94,0,4.080,-0.113,0.017,0.254,0.008,-0.045,0.000,0.000,0.000,0.000,0.0070,0,0
1122,-1.0672,-1.4160,0.0071,0.0003,-0.0024,0.0048,-2.43,0.44,-9.89,0,4.086,-0.313,0.029,0.090,0.009,-0.043,0.000,0.000,0.000,0.000,0.0060,4,-5
1172,-1.0674,-1.4159,0.0068,-0.0015,-0.0015,0.0033,-2.39,0.40,-9.84,0,4.080,-0.219,-0.067,0.054,0.009,-0.043,0.000,0.000,0.000,0.000,0.0070,1,-7
1224,-1.0679,-1.4163,0.0071,-0.0037,-0.0035,0.0052,-2.40,0.41,-9.80,0,4.086,-0.189,-0.003,0.011,0.007,-0.045,0.000,0.000,0.000,0.000,0.0050,3,0
1275,-1.0672,-1.4160,0.0064,0.0001,-0.0018,0.0019,-2.41,0.44,-9.74,0,4.080,-0.147,-0.152,-0.086,0.008,-0.046,0.000,0.000,0.000,0.000,0.0060,-2,-1
1325,-1.0679,-1.4163,0.0063,-0.0042,-0.0033,0.0022,-2.44,0.47,-9.69,0,4.086,-0.168,0.087,0.331,0.009,-0.044,0.000,0.000,0.000,0.000,0.0050,0,0
1377,-1.0672,-1.4160,0.0058,-0.0001,-0.0021,0.0004,-2.43,0.44,-9.65,0,4.080,0.300,-0.248,-0.006,0.008,-0.044,0.000,0.000,0.000,0.000,0.0060,-3,0
1427,-1.0675,-1.4167,0.0060,-0.0014,-0.0054,0.0014,-2.43,0.45,-9.60,0,4.086,-0.317,-0.252,-0.211,0.006,-0.044,0.000,0.000,0.000,0.000,0.0070,-1,7
1479,-1.0665,-1.4170,0.0065,0.0040,-0.0075,0.0047,-2.40,0.47,-9.55,0,4.080,-0.237,-0.148,0.112,0.008,-0.046,0.000,0.000,0.000,0.000,0.0050,-3,0
1530,-1.0679,-1.4165,0.0060,-0.0040,-0.0047,0.0015,-2.43,0.46,-9.50,0,4.086,0.062,-0.040,-0.109,0.008,-0.042,0.000,0.000,0.000,0.000,0.0060,0,0
1581,-1.0680,-1.4166,0.0061,-0.0040,-0.0048,0.0027,-2.39,0.46,-9.46,0,4.080,-0.209,-0.074,0.024,0.009,-0.044,0.000,0.000,0.000,0.000,0.0070,5,0
1632,-1.0662,-1.4172,0.0067,0.0065,-0.0079,0.0061,-2.34,0.38,-9.42,0,4.086,-0.149,-0.087,0.076,0.008,-0.043,0.000,0.000,0.000,0.000,0.0050,-4,-1
1683,-1.0674,-1.4160,0.0062,-0.0007,-0.0012,0.0036,-2.43,0.42,-9.38,0,4.080,0.179,0.140,-0.367,0.010,-0.046,0.000,0.000,0.000,0.000,0.0090,2,4
1734,-1.0670,-1.4162,0.0077,0.0020,-0.0029,0.0108,-2.39,0.45,-9.33,0,4.086,-0.016,-0.085,-0.579,0.008,-0.045,0.000,0.000,0.000,0.000,0.0070,-1,0
1785,-1.0671,-1.4166,0.0079,0.0017,-0.0055,0.0103,-2.41,0.42,-9.29,0,4.086,-0.048,0.049,-0.153,0.008,-0.044,0.000,0.000,0.000,0.000,0.0080,-1,3
1836,-1.0665,-1.4169,0.0084,0.0052,-0.0067,0.0116,-2.40,0.42,-9.25,0,4.086,-0.055,0.059,-0.118,0.009,-0.044,0.000,0.000,0.000,0.000,0.0110,0,0
1886,-1.0662,-1.4166,0.0101,0.0064,-0.0049,0.0182,-2.40,0.39,-9.21,0,4.080,-0.331,0.055,-0.052,0.009,-0.043,0.000,0.000,0.000,0.000,0.0090,-2,1
1938,-1.0670,-1.4163,0.0103,0.0020,-0.0036,0.0161,-2.43,0.44,-9.16,0,4.086,-0.090,-0.128,-0.021,0.007,-0.046,0.000,0.000,0.000,0.000,0.0080,-1,3
1989,-1.0665,-1.4171,0.0099,0.0046,-0.0082,0.0121,-2.39,0.44,-9.11,0,4.080,-0.021,-0.132,-0.013,0.006,-0.044,0.000,0.000,0.000,0.000,0.0070,-3,2
2040,-1.0664,-1.4172,0.0090,0.0038,-0.0084,0.0062,-2.41,0.43,-9.07,0,4.086,-0.037,-0.231,-0.112,0.008,-0.043,0.000,0.000,0.000,0.000,0.0080,0,0
2090,-1.0671,-1.4168,0.0088,0.0000,-0.0065,0.0048,-2.39,0.44,-9.02,0,4.075,0.002,0.091,0.119,0.010,-0.045,0.000,0.000,0.000,0.000,0.0100,-3,4
2142,-1.0671,-1.4165,0.0096,0.0007,-0.0053,0.0088,-2.43,0.48,-8.97,0,4.086,0.302,0.028,-0.320,0.008,-0.044,0.000,0.000,0.000,0.000,0.0090,0,0
2193,-1.0671,-1.4165,0.0097,0.0006,-0.0051,0.0083,-2.40,0.44,-8.93,0,4.080,0.010,-0.042,-0.005,0.008,-0.043,0.000,0.000,0.000,0.000,0.0080,0,0
2244,-1.0673,-1.4163,0.0092,-0.0004,-0.0039,0.0046,-2.41,0.45,-8.88,0,4.086,-0.033,0.183,0.309,0.011,-0.045,0.000,0.000,0.000,0.000,0.0040,1,0
2295,-1.0673,-1.4168,0.0070,-0.0006,-0.0070,-0.0055,-2.38,0.45,-8.84,0,4.080,0.203,-0.088,-0.148,0.008,-0.045,0.000,0.000,0.000,0.000,0.0090,0,0
2346,-1.0674,-1.4158,0.0078,-0.0008,-0.0016,0.0006,-2.42,0.45,-8.79,0,4.086,-0.047,-0.057,0.108,0.007,-0.046,0.000,0.000,0.000,0.000,0.0090,-3,-3
2397,-1.0681,-1.4165,0.0084,-0.0042,-0.0056,0.0043,-2.42,0.43,-8.75,0,4.080,0.004,0.392,-0.002,0.007,-0.041,0.000,0.000,0.000,0.000,0.0080,3,-3
2448,-1.0679,-1.4157,0.0084,-0.0031,-0.0017,0.0052,-2.39,0.43,-8.71,0,4.086,0.098,0.086,-0.117,0.010,-0.044,0.000,0.000,0.000,0.000,0.0070,-4,3
2499,-1.0665,-1.4169,0.0081,0.0049,-0.0070,0.0036,-2.42,0.43,-8.67,0,4.080,0.305,-0.157,0.248,0.009,-0.043,0.000,0.000,0.000,0.000,0.0060,-3,0
2550,-1.0673,-1.4166,0.0073,0.0004,-0.0054,0.0007,-2.41,0.43,-8.63,0,4.086,0.142,-0.109,0.093,0.008,-0.045,0.000,0.000,0.000,0.000,0.0100,-2,0
2601,-1.0681,-1.4165,0.0087,-0.0037,-0.0052,0.0072,-2.40,0.44,-8.59,0,4.080,0.111,-0.084,-0.149,0.007,-0.045,0.000,0.000,0.000,0.000,0.0080,1,0
2652,-1.0679,-1.4157,0.0087,-0.0030,-0.0013,0.0067,-2.40,0.47,-8.54,0,4.086,0.106,0.303,-0.017,0.008,-0.043,0.000,0.000,0.000,0.000,0.0080,5,-4
2703,-1.0672,-1.4158,0.0087,0.0008,-0.0019,0.0068,-2.36,0.40,-8.51,0,4.080,-0.022,0.130,-0.121,0.008,-0.045,0.000,0.000,0.000,0.000,0.0070,0,0
2754,-1.0673,-1.4165,0.0082,0.0004,-0.0057,0.0044,-2.38,0.43,-8.46,0,4.086,0.150,0.257,-0.009,0.011,-0.047,0.000,0.000,0.000,0.000,0.0090,-2,8
2805,-1.0663,-1.4169,0.0088,0.0063,-0.0079,0.0073,-2.40,0.47,-8.41,0,4.080,-0.099,-0.143,-0.086,0.008,-0.045,0.000,0.000,0.000,0.000,0.0070,0,-5
2856,-1.0680,-1.4164,0.0083,-0.0031,-0.0057,0.0048,-2.38,0.42,-8.38,0,4.086,-0.185,0.048,0.196,0.009,-0.044,0.000,0.000,0.000,0.000,0.0080,0,4
2907,-1.0671,-1.4164,0.0084,0.0024,-0.0052,0.0055,-2.39,0.47,-8.33,0,4.080,-0.019,-0.186,-0.162,0.008,-0.046,0.000,0.000,0.000,0.000,0.0070,0,1
2958,-1.0669,-1.4167,0.0080,0.0035,-0.0070,0.0039,-2.38,0.43,-8.29,0,4.086,-0.106,-0.236,0.320,0.008,-0.044,0.000,0.000,0.000,0.000,0.0080,1,3
3008,-1.0673,-1.4163,0.0082,0.0011,-0.0047,0.0050,-2.39,0.47,-8.24,0,4.086,-0.022,0.038,-0.264,0.006,-0.045,0.000,0.000,0.000,0.000,0.0060,0,4
3060,-1.0671,-1.4163,0.0074,0.0026,-0.0051,0.0006,-2.39,0.45,-8.21,0,4.086,0.151,0.030,-0.424,0.008,-0.045,0.000,0.000,0.000,0.000,0.0070,-1,7
3111,-1.0671,-1.4166,0.0073,0.0020,-0.0056,0.0010,-2.40,0.48,-8.17,0,4.080,0.079,-0.215,-0.085,0.008,-0.042,0.000,0.000,0.000,0.000,0.0080,-5,4
3162,-1.0663,-1.4171,0.0077,0.0062,-0.0079,0.0040,-2.42,0.45,-8.13,0,4.086,0.057,-0.023,-0.147,0.008,-0.047,0.000,0.000,0.000,0.000,0.0090,3,-2
3212,-1.0677,-1.4158,0.0086,-0.0015,-0.0008,0.0082,-2.39,0.46,-8.09,0,4.080,0.012,-0.050,-0.237,0.010,-0.045,0.000,0.000,0.000,0.000,0.0100,-3,3
3264,-1.0671,-1.4164,0.0096,0.0017,-0.0051,0.0127,-2.42,0.48,-8.05,0,4.086,-0.399,-0.033,-0.176,0.009,-0.044,0.000,0.000,0.000,0.000,0.0070,-1,3
3315,-1.0666,-1.4167,0.0089,0.0049,-0.0069,0.0079,-2.39,0.46,-8.03,0,3.711,0.525,-0.206,-0.276,0.006,-0.051,0.000,0.000,0.000,0.000,0.0080,-2,0
3366,-1.0680,-1.4161,0.0089,-0.0040,0.0158,0.0063,-2.41,0.51,-8.01,0,3.795,2.957,1.504,-0.095,-0.006,-0.047,0.000,0.000,0.000,0.000,0.0100,0,0
3417,-1.0676,-1.4158,0.0098,-0.0025,0.0318,0.0089,-2.37,0.53,-8.10,0,3.827,1.624,-0.333,-2.891,0.008,-0.058,0.000,0.000,0.000,0.000,0.0080,1,-2
3468,-1.0685,-1.4158,0.0094,-0.0084,0.0408,0.0053,-2.23,0.54,-8.19,0,3.838,2.187,1.446,-14.022,-0.032,-0.026,0.000,0.000,0.000,0.000,0.0080,0,9
3518,-1.0745,-1.4112,0.0087,-0.0419,0.0713,-0.0019,-2.32,0.91,-8.74,0,3.838,0.851,-4.470,-15.199,-0.001,-0.049,0.000,0.000,0.000,0.000,0.0090,-8,24
3569,-1.0910,-1.4038,0.0072,-0.1191,0.1064,-0.0097,-2.37,1.63,-9.44,0,3.848,0.336,-2.171,7.090,0.009,-0.055,0.000,0.000,0.000,0.000,0.0080,-5,6
3621,-1.1049,-1.3869,0.0043,-0.1665,0.1824,-0.0241,-2.65,1.80,-9.22,0,3.832,3.811,4.017,6.124,0.007,-0.041,0.000,0.000,0.000,0.000,0.0060,-10,10
3672,-1.1148,-1.3740,0.0033,-0.1851,0.2232,-0.0219,-2.80,1.91,-8.78,0,3.843,5.749,3.326,2.590,0.011,-0.045,0.000,0.000,0.000,0.000,0.0060,-14,6
3723,-1.1208,-1.3561,0.0032,-0.1781,0.2771,-0.0166,-2.84,1.67,-8.48,0,3.838,3.089,3.748,-11.030,-0.001,-0.045,0.000,0.000,0.000,0.000,0.0090,-16,4
3774,-1.1239,-1.3367,0.0046,-0.1551,0.3254,-0.0111,-2.91,1.41,-8.69,0,3.843,15.778,0.679,-16.186,0.011,-0.028,0.000,0.000,0.000,0.000,0.0070,-32,1
3825,-1.1245,-1.3140,0.0046,-0.1229,0.3775,-0.0067,-2.67,1.15,-9.22,0,3.838,21.656,3.099,-12.703,0.000,-0.051,0.000,0.000,0.000,0.000,0.0060,-15,5
3876,-1.1260,-1.2889,0.0040,-0.1031,0.4260,0.0017,-1.41,0.94,-9.85,0,3.838,34.031,7.558,-2.223,0.023,-0.039,0.000,0.000,0.000,0.000,0.0120,-16,2
3927,-1.1257,-1.2744,0.0112,-0.0795,0.4028,0.0479,0.43,0.64,-10.16,0,3.843,46.094,4.862,2.551,-0.001,0.001,0.000,0.000,0.000,0.000,0.0120,5,1
3978,-1.1224,-1.2755,0.0190,-0.0538,0.2986,0.0980,3.33,0.34,-10.43,0,3.848,26.853,-1.903,12.783,-0.003,0.026,0.000,0.000,0.000,0.000,0.0000,7,-3
4029,-1.1257,-1.2883,0.0156,-0.0727,0.1427,0.0596,5.86,0.20,-10.08,0,3.832,1.539,-5.350,20.387,-0.006,0.020,0.000,0.000,0.000,0.000,0.0000,53,3
4080,-1.1273,-1.3169,0.0064,-0.0837,-0.0652,-0.0111,7.69,-0.18,-9.47,0,3.811,-39.780,-2.395,27.253,-0.007,0.042,0.000,0.000,0.000,0.000,0.0000,42,6
4131,-1.1374,-1.3672,-0.0156,-0.1228,-0.3490,-0.1467,7.63,-0.27,-7.78,0,3.779,-80.787,14.894,26.487,-0.003,0.044,0.000,0.000,0.000,0.000,0.0000,126,9
4182,-1.1442,-1.4099,-0.0251,-0.1364,-0.5149,-0.1766,4.58,-0.91,-6.61,0,3.774,8.485,-84.881,44.180,0.056,0.110,0.000,0.000,0.000,0.000,0.0120,59,-37
4233,-1.1445,-1.4512,-0.0177,-0.1201,-0.5971,-0.0750,2.79,-0.38,-6.78,0,3.779,1.167,-23.863,24.904,0.046,0.020,0.000,0.000,0.000,0.000,0.0080,16,-5
4284,-1.1420,-1.5025,-0.0159,-0.0955,-0.6992,-0.0015,1.26,-1.04,-5.60,0,3.806,-99.720,5.616,4.288,0.061,0.002,0.000,0.000,0.000,0.000,0.0150,11,-13
4335,-1.1419,-1.5427,0.0048,-0.0716,-0.6861,0.1312,-3.65,-1.40,-6.13,0,3.816,-102.769,-3.898,4.544,-0.019,-0.032,0.000,0.000,0.000,0.000,0.0000,-27,-10
4386,-1.1352,-1.5579,0.0198,-0.0167,-0.5163,0.2047,-10.58,-1.51,-8.03,0,3.838,3.246,19.140,4.848,-0.005,-0.033,0.000,0.000,0.000,0.000,0.0000,-100,-13
4437,-1.1152,-1.5163,0.0211,0.1040,-0.0694,0.1441,-13.42,-2.04,-9.84,0,3.801,122.533,9.657,8.890,-0.004,-0.055,0.000,0.000,0.000,0.000,0.0000,-95,-26
4488,-1.1014,-1.4670,0.0009,0.1833,0.2580,-0.0420,-9.35,-2.27,-10.55,0,3.764,155.480,-17.124,1.851,-0.006,-0.030,0.000,0.000,0.000,0.000,0.0000,-53,0
4539,-1.0853,-1.4266,-0.0142,0.2472,0.4429,-0.1229,-1.73,-1.20,-11.46,0,3.753,-106.152,-80.862,-14.990,-0.007,-0.018,0.000,0.000,0.000,0.000,0.0050,-111,0
4590,-1.0641,-1.3857,-0.0226,0.3194,0.5537,-0.1039,-4.03,-0.11,-10.50,0,3.774,65.773,-14.869,18.050,0.019,-0.054,0.000,0.000,0.000,0.000,0.0100,-15,-5
4640,-1.0521,-1.3581,-0.0025,0.2881,0.5886,0.1054,1.21,-0.51,-10.36,0,3.795,108.660,12.194,18.435,0.011,-0.017,0.000,0.000,0.000,0.000,0.0080,9,-1
4692,-1.0435,-1.3416,0.0197,0.2477,0.4769,0.2376,8.46,-0.43,-9.18,0,3.811,86.768,-18.200,12.819,-0.008,-0.015,0.000,0.000,0.000,0.000,0.0000,0,-5
4743,-1.0464,-1.3484,0.0285,0.1617,0.2394,0.2134,14.11,1.00,-8.49,0,3.795,-47.515,26.815,15.379,-0.007,-0.007,0.000,0.000,0.000,0.000,0.0000,9,-11
4794,-1.0264,-1.3575,0.0201,0.2040,0.0983,0.0514,12.80,-0.79,-9.11,0,3.769,-84.166,16.941,28.984,-0.009,0.019,0.000,0.000,0.000,0.000,0.0000,64,-40
4845,-1.0057,-1.3995,0.0025,0.2261,-0.1586,-0.0959,10.17,-2.46,-10.84,0,3.721,-62.302,-36.990,28.739,-0.023,0.056,0.000,0.000,0.000,0.000,0.0000,64,-29
4896,-0.9787,-1.4699,-0.0229,0.2521,-0.4551,-0.1985,7.72,-1.44,-11.36,0,3.716,-80.680,-92.501,13.671,0.013,0.026,0.000,0.000,0.000,0.000,0.0000,148,-71
4947,-0.9774,-1.4966,-0.0221,0.2198,-0.5736,-0.0931,3.32,2.69,-10.14,0,3.721,-80.039,-92.126,5.579,0.033,-0.008,0.000,0.000,0.000,0.000,0.0000,115,-28
4998,-0.9775,-1.5279,-0.0155,0.1534,-0.6357,0.0320,-0.36,7.86,-8.59,0,3.737,-110.430,-2.748,-6.454,0.011,-0.023,0.000,0.000,0.000,0.000,0.0000,28,21
5049,-0.9873,-1.5571,-0.0107,0.0069,-0.6446,0.1035,-5.50,9.35,-7.16,0,3.737,-71.675,82.892,-8.689,0.001,-0.012,0.000,0.000,0.000,0.000,0.0000,19,45
5100,-1.0111,-1.5659,-0.0036,-0.1720,-0.5325,0.1680,-9.83,6.63,-6.01,0,3.748,-10.560,83.752,-11.974,0.011,-0.011,0.000,0.000,0.000,0.000,0.0150,-4,22
5150,-1.0354,-1.5605,0.0121,-0.2821,-0.3475,0.2422,-11.47,2.82,-4.83,0,3.753,65.470,59.708,-12.273,0.027,-0.012,0.000,0.000,0.000,0.000,0.0260,-27,33
5202,-1.0575,-1.5348,0.0263,-0.3317,-0.1121,0.2626,-9.95,-0.06,-3.92,0,3.758,69.340,63.468,-11.726,0.009,-0.027,0.000,0.000,0.000,0.000,0.0420,-18,21
5253,-1.0762,-1.5079,0.0410,-0.3381,0.0752,0.2638,-7.17,-3.15,-3.41,0,3.748,55.867,99.547,-12.460,0.006,-0.023,0.000,0.000,0.000,0.000,0.0510,-18,15
5304,-1.0916,-1.4708,0.0498,-0.3113,0.2485,0.2356,-4.86,-7.88,-3.62,0,3.748,95.054,30.850,-11.796,0.018,-0.027,0.000,0.000,0.000,0.000,0.0620,-39,10
5355,-1.1012,-1.4458,0.0630,-0.2232,0.3228,0.2295,-0.79,-9.90,-3.97,0,3.743,77.022,-28.799,-13.159,0.009,-0.035,0.000,0.000,0.000,0.000,0.0660,-16,-2
5406,-1.1021,-1.4202,0.0704,-0.1045,0.3574,0.1953,3.00,-8.91,-3.95,0,3.743,45.604,-43.489,-15.570,0.002,-0.024,0.000,0.000,0.000,0.000,0.0770,-17,-9
5457,-1.1000,-1.4019,0.0812,-0.0058,0.3156,0.1824,5.44,-7.14,-4.23,0,3.732,29.810,-24.304,-18.707,-0.004,-0.027,0.000,0.000,0.000,0.000,0.0820,-13,-10
5507,-1.1006,-1.3892,0.0883,0.0415,0.2528,0.1561,6.96,-5.66,-5.19,0,3.727,4.235,-47.235,-22.019,0.000,-0.025,0.000,0.000,0.000,0.000,0.0870,1,-14
5559,-1.0945,-1.3807,0.0938,0.0962,0.1716,0.1369,7.38,-3.67,-5.99,0,3.721,-20.877,-30.691,-14.656,-0.003,-0.021,0.000,0.000,0.000,0.000,0.0910,0,-7
5610,-1.0916,-1.3768,0.0975,0.1110,0.0824,0.1151,6.58,-1.98,-6.55,0,3.716,-32.617,-23.092,-11.372,0.002,-0.015,0.000,0.000,0.000,0.000,0.0910,0,-6
5661,-1.1012,-1.3706,0.1000,0.0529,0.0187,0.1000,5.03,-0.38,-6.39,0,3.706,-30.275,-19.762,-9.464,-0.001,-0.007,0.000,0.000,0.000,0.000,0.0970,9,0
5712,-1.1065,-1.3685,0.1023,0.0160,-0.0274,0.1004,3.48,0.83,-6.19,0,3.711,-20.328,1.320,-6.986,-0.005,-0.005,0.000,0.000,0.000,0.000,0.0970,14,-14
5763,-1.1105,-1.3704,0.1043,-0.0128,-0.0633,0.1077,2.41,0.92,-6.47,0,3.706,-21.503,5.217,-8.272,-0.004,-0.007,0.000,0.000,0.000,0.000,0.0960,4,-1
5814,-1.1029,-1.3807,0.1046,0.0143,-0.1069,0.1085,1.42,0.45,-7.11,0,3.706,-32.026,4.289,-4.496,-0.000,-0.006,0.000,0.000,0.000,0.000,0.1030,15,-4
5865,-1.0990,-1.3905,0.1086,0.0236,-0.1366,0.1280,0.11,0.03,-7.46,0,3.700,-26.882,-13.858,-3.110,0.006,-0.003,0.000,0.000,0.000,0.000,0.1070,8,-4
5916,-1.0947,-1.4012,0.1127,0.0367,-0.1545,0.1478,-1.18,0.48,-7.69,0,3.711,-15.141,-12.266,0.351,-0.000,-0.005,0.000,0.000,0.000,0.000,0.1190,11,-3
5967,-1.0916,-1.4095,0.1223,0.0397,-0.1457,0.1872,-1.92,0.95,-7.73,0,3.711,-0.469,-8.391,1.445,-0.003,-0.009,0.000,0.000,0.000,0.000,0.1290,9,-3
6018,-1.0882,-1.4181,0.1327,0.0406,-0.1354,0.2185,-1.99,1.31,-7.66,0,3.721,-10.575,2.430,-0.544,-0.002,-0.006,0.000,0.000,0.000,0.000,0.1350,3,-3
6068,-1.0848,-1.4271,0.1431,0.0386,-0.1288,0.2354,-2.44,1.15,-7.67,0,3.716,-11.870,2.914,-0.643,-0.006,-0.004,0.000,0.000,0.000,0.000,0.1460,5,-3
6120,-1.0818,-1.4340,0.1532,0.0366,-0.1107,0.2388,-2.92,0.94,-7.70,0,3.727,2.984,-6.236,2.082,-0.004,-0.007,0.000,0.000,0.000,0.000,0.1610,2,-3
6171,-1.0797,-1.4402,0.1668,0.0334,-0.0905,0.2556,-2.75,1.03,-7.64,0,3.721,8.123,-4.709,1.372,-0.003,-0.011,0.000,0.000,0.000,0.000,0.1730,2,-2
6221,-1.0762,-1.4445,0.1790,0.0352,-0.0687,0.2573,-2.40,1.21,-7.49,0,3.727,7.238,5.804,0.291,-0.002,-0.013,0.000,0.000,0.000,0.000,0.1890,3,-1
6272,-1.0731,-1.4496,0.1941,0.0338,-0.0570,0.2671,-2.00,1.01,-7.47,0,3.727,6.692,5.121,0.014,-0.003,-0.013,0.000,0.000,0.000,0.000,0.1990,0,-9
6324,-1.0709,-1.4526,0.2058,0.0302,-0.0421,0.2545,-1.68,0.66,-7.37,0,3.732,6.166,0.730,-0.199,0.001,-0.009,0.000,0.000,0.000,0.000,0.2170,1,0
6375,-1.0658,-1.4547,0.2211,0.0400,-0.0314,0.2576,-1.35,0.52,-7.35,0,3.732,4.770,-4.129,0.410,-0.001,-0.009,0.000,0.000,0.000,0.000,0.2180,0,-2
6426,-1.0624,-1.4553,0.2286,0.0427,-0.0181,0.2207,-1.11,0.59,-7.26,0,3.732,6.533,-0.503,1.069,0.001,-0.015,0.000,0.000,0.000,0.000,0.2440,0,0
6477,-1.0593,-1.4563,0.2443,0.0426,-0.0106,0.2285,-0.82,0.60,-7.21,0,3.732,6.918,0.024,1.778,0.004,-0.011,0.000,0.000,0.000,0.000,0.2440,1,-1
6527,-1.0582,-1.4576,0.2520,0.0354,-0.0063,0.1970,-0.49,0.60,-7.18,0,3.732,3.246,-0.495,1.362,0.006,-0.013,0.000,0.000,0.000,0.000,0.2550,17,-4
6579,-1.0550,-1.4588,0.2611,0.0355,-0.0050,0.1782,-0.11,0.58,-7.16,0,3.721,-1.388,-1.097,2.098,0.001,-0.015,0.000,0.000,0.000,0.000,0.2610,1,-1
6630,-1.0530,-1.4692,0.2671,0.0313,-0.0318,0.1506,-0.07,0.62,-7.07,0,3.721,-4.486,-1.541,1.659,0.007,-0.010,0.000,0.000,0.000,0.000,0.2740,1,0
