time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y,acc_x,acc_y,acc_z,ref_x,ref_y,ref_z,est_x,est_y
100,-0.0014,-0.0463,0.0079,-0.04,0.08,-0.03,0.011,0.034,-0.342,-0.109,0.0063,0.0082,0.0065,-0.0034,1.0024,0.0000,0.0000,0.3000,0.0000,0.0000
109,-0.0027,-0.0447,0.0088,-0.06,0.08,-0.03,0.011,-1.966,0.994,1.109,0.0076,0.0110,-0.0025,-0.0191,1.0115,0.0000,0.0000,0.3000,0.0000,0.0000
119,-0.0015,-0.0351,0.0091,-0.15,0.08,-0.03,0.010,-1.862,1.093,-1.038,0.0076,0.0104,0.0013,-0.0215,1.0186,0.0000,0.0000,0.3000,0.0000,0.0000
129,0.0054,-0.0190,0.0100,-0.28,0.02,-0.04,0.010,-4.721,1.241,1.103,0.0086,0.0107,0.0080,0.0000,0.9828,0.0000,0.0000,0.3000,0.0000,0.0000
139,0.0051,-0.0208,0.0102,-0.26,0.03,-0.04,0.010,-3.720,1.567,5.624,0.0079,0.0124,0.0029,-0.0153,1.0251,0.0000,0.0000,0.3000,0.0000,0.0000
150,0.0095,-0.0178,0.0063,-0.30,-0.02,-0.03,0.010,-2.651,1.994,4.894,0.0084,0.0127,0.0077,-0.0231,1.0277,0.0000,0.0000,0.3000,0.0000,0.0000
159,0.0057,-0.0078,0.0069,-0.40,0.00,-0.04,0.010,-4.681,2.698,0.612,0.0084,0.0126,-0.0007,-0.0223,1.0181,0.0000,0.0000,0.3000,0.0000,0.0000
169,0.0078,-0.0053,0.0087,-0.46,-0.03,-0.03,0.010,-6.125,0.832,0.466,0.0083,0.0092,0.0017,-0.0253,1.0221,0.0000,0.0000,0.3000,0.0000,0.0000
179,0.0079,-0.0045,0.0083,-0.49,-0.04,0.02,0.010,-13.866,5.389,1.179,0.0127,0.0075,0.0090,-0.0266,1.0485,0.0000,0.0000,0.3000,0.0000,0.0000
189,0.0066,-0.0210,0.0093,-0.38,-0.04,0.07,0.010,-17.934,1.239,0.574,0.0202,0.0127,0.0071,-0.0171,1.0527,0.0000,0.0000,0.3000,0.0000,0.0000
199,0.0291,-0.0280,0.0084,-0.35,-0.25,0.07,0.010,-20.375,-2.763,-1.264,0.0211,0.0136,0.0101,-0.0067,1.0711,0.0000,0.0000,0.3000,0.0000,0.0000
209,0.0665,0.0006,0.0092,-0.63,-0.56,0.05,0.010,-23.491,-11.954,-0.722,0.0213,0.0144,0.0187,-0.0061,1.1051,0.0000,0.0000,0.3000,0.0000,0.0000
219,0.0685,0.0059,0.0106,-0.80,-0.62,0.06,0.009,-30.897,-15.533,3.853,0.0278,0.0136,0.0111,-0.0294,1.0898,0.0000,0.0000,0.3000,0.0000,0.0000
229,0.0665,0.0113,0.0147,-1.00,-0.60,0.07,0.009,-39.946,-19.099,6.193,0.0338,0.0170,0.0060,-0.0312,1.1074,0.0000,0.0000,0.3000,0.0000,0.0000
240,0.0987,0.0077,0.0160,-1.19,-0.80,0.04,0.009,-53.161,-19.123,4.998,0.0395,0.0212,0.0185,-0.0182,1.1528,0.0000,0.0000,0.3000,0.0000,0.0000
251,0.1262,0.0269,0.0138,-1.57,-0.89,0.03,0.009,-47.812,-22.430,6.234,0.0401,0.0224,0.0197,-0.0085,1.1547,0.0000,0.0000,0.3000,0.0000,0.0000
259,0.1504,0.0499,0.0165,-2.04,-0.92,0.06,0.009,-35.194,-36.490,5.868,0.0413,0.0251,0.0119,-0.0064,1.1702,0.0000,0.0000,0.3000,0.0000,0.0000
270,0.1474,0.0574,0.0266,-2.46,-0.69,0.13,0.012,-25.379,-33.874,3.622,0.0408,0.0260,0.0028,-0.0158,1.1712,0.0000,0.0000,0.3000,0.0000,0.0000
279,0.1473,0.0728,0.0343,-3.07,-0.49,0.19,0.012,-22.092,-34.015,1.905,0.0475,0.0349,0.0067,-0.0256,1.1552,0.0000,0.0000,0.3000,0.0000,0.0000
289,0.1376,0.0793,0.0505,-3.54,-0.18,0.27,0.012,-17.464,-33.035,5.229,0.0487,0.0386,0.0214,-0.0277,1.1292,0.0000,0.0000,0.3000,0.0000,0.0000
299,0.1657,0.1274,0.0570,-4.21,-0.04,0.33,0.012,0.771,-27.973,8.491,0.0493,0.0413,0.0171,-0.0184,1.1508,0.0000,0.0000,0.3000,0.0000,0.0000
309,0.1632,0.1480,0.0695,-4.56,0.31,0.39,0.012,15.200,-30.174,9.062,0.0508,0.0430,0.0010,-0.0161,1.1937,0.0000,0.0000,0.3000,0.0000,0.0000
320,0.1612,0.1666,0.0825,-4.85,0.66,0.43,0.000,26.666,-32.240,9.611,0.0515,0.0383,0.0048,-0.0187,1.1961,0.0000,0.0000,0.3000,0.0000,0.0000
329,0.1553,0.1719,0.1007,-4.98,1.00,0.51,0.000,39.716,-14.434,7.217,0.0511,0.0406,0.0021,-0.0244,1.1779,0.0000,0.0000,0.3000,0.0000,0.0000
339,0.1523,0.1502,0.1273,-4.75,1.29,0.62,0.000,42.860,2.851,7.128,0.0517,0.0461,0.0074,-0.0218,1.1687,0.0000,0.0000,0.3000,0.0000,0.0000
349,0.1371,0.1602,0.1109,-4.62,1.68,0.74,0.000,37.789,11.027,5.818,0.0515,0.0486,0.0107,-0.0191,1.1482,0.0000,0.0000,0.3000,0.0000,0.0000
359,0.1294,0.1884,0.1235,-4.48,2.01,0.85,0.000,38.636,9.413,3.394,0.0514,0.0546,0.0054,-0.0256,1.1305,0.0000,0.0000,0.3000,0.0000,0.0000
369,0.1181,0.2001,0.1426,-4.10,2.20,0.92,0.000,31.605,6.743,4.657,0.0499,0.0556,0.0059,-0.0252,1.1337,0.0000,0.0000,0.3000,0.0000,0.0000
379,0.1069,0.2283,0.1532,-3.85,2.21,0.99,0.000,25.289,10.404,6.684,0.0499,0.0616,0.0013,-0.0235,1.1336,0.0000,0.0000,0.3000,0.0000,0.0000
389,0.0937,0.2346,0.1713,-3.45,2.18,1.03,0.000,25.326,5.639,5.975,0.0486,0.0644,-0.0006,-0.0221,1.1229,0.0000,0.0000,0.3000,0.0000,0.0000
399,0.0819,0.2546,0.1455,-3.19,2.13,1.07,0.000,24.218,4.192,5.572,0.0479,0.0663,-0.0045,-0.0204,1.1129,0.0000,0.0000,0.3000,0.0000,0.0000
409,0.0670,0.2615,0.1589,-2.89,2.14,1.10,0.000,15.049,11.456,2.566,0.0484,0.0673,-0.0018,-0.0228,1.1016,0.0000,0.0000,0.3000,0.0000,0.0000
419,0.0561,0.2628,0.1733,-2.59,2.09,1.14,0.019,10.217,9.098,3.620,0.0497,0.0676,0.0019,-0.0204,1.0967,0.0000,0.0000,0.3000,0.0000,0.0000
429,0.0515,0.2586,0.1902,-2.28,2.02,1.18,0.019,11.180,5.722,2.566,0.0549,0.0714,0.0016,-0.0236,1.0914,0.0000,0.0000,0.3000,0.0000,0.0000
439,0.0517,0.2495,0.2081,-1.96,1.92,1.23,0.019,6.081,9.928,3.555,0.0525,0.0779,0.0048,-0.0240,1.0802,0.0000,0.0000,0.3000,0.0000,0.0000
449,0.0731,0.2604,0.2203,-1.87,1.62,1.30,0.019,-0.764,8.630,2.905,0.0535,0.0790,0.0046,-0.0241,1.0689,0.0000,0.0000,0.3000,0.0000,0.0000
459,0.0538,0.2841,0.2251,-1.92,1.66,1.33,0.019,-0.752,10.188,3.434,0.0538,0.0804,0.0055,-0.0148,1.0684,0.0000,0.0000,0.3000,0.0000,0.0000
469,0.0530,0.2780,0.2385,-1.74,1.58,1.35,0.035,7.082,12.360,2.877,0.0584,0.0808,0.0038,-0.0116,1.0638,0.0000,0.0000,0.3000,0.0000,0.0000
478,0.0488,0.2736,0.2508,-1.62,1.50,1.36,0.035,12.929,12.910,1.743,0.0578,0.0822,0.0118,-0.0151,1.0510,0.0000,0.0000,0.3000,0.0000,0.0000
489,0.0673,0.2622,0.2640,-1.52,1.26,1.40,0.035,12.157,12.502,2.249,0.0633,0.0811,0.0087,-0.0126,1.0418,0.0000,0.0000,0.3000,0.0000,0.0000
499,0.0588,0.2592,0.2779,-1.45,1.20,1.41,0.035,12.757,13.703,3.675,0.0625,0.0820,0.0044,-0.0122,1.0314,0.0000,0.0000,0.3000,0.0000,0.0000
509,0.0824,0.2421,0.2883,-1.21,0.88,1.44,0.035,15.956,11.049,3.854,0.0648,0.0841,0.0012,-0.0146,1.0236,0.0000,0.0000,0.3000,0.0000,0.0000
519,0.0726,0.2359,0.2983,-1.02,0.81,1.44,0.059,17.343,12.294,4.296,0.0637,0.0886,0.0013,-0.0152,1.0179,0.0000,0.0000,0.3000,0.0000,0.0000
529,0.0795,0.2365,0.3030,-0.89,0.62,1.47,0.059,19.206,8.661,4.083,0.0632,0.0893,0.0058,-0.0154,1.0113,0.0000,0.0000,0.3000,0.0000,0.0000
538,0.0665,0.2407,0.3083,-0.78,0.58,1.49,0.059,16.334,4.891,5.002,0.0619,0.0910,0.0081,-0.0179,1.0001,0.0000,0.0000,0.3000,0.0000,0.0000
549,0.0603,0.2386,0.3392,-0.57,0.50,1.52,0.059,13.703,-2.337,5.274,0.0615,0.0909,0.0038,-0.0224,0.9950,0.0000,0.0000,0.3000,0.0000,0.0000
560,0.0496,0.2361,0.3437,-0.37,0.47,1.54,0.059,13.066,-4.181,5.372,0.0638,0.0862,0.0052,-0.0229,0.9911,0.0000,0.0000,0.3000,0.0000,0.0000
569,0.0441,0.2233,0.3500,-0.08,0.42,1.57,0.078,13.708,-4.918,4.595,0.0632,0.0870,0.0087,-0.0216,0.9921,0.0000,0.0000,0.3000,0.0000,0.0000
579,0.0532,0.1864,0.3612,0.38,0.31,1.59,0.078,15.009,-5.294,4.604,0.0606,0.0809,0.0042,-0.0167,0.9954,0.0000,0.0000,0.3000,0.0000,0.0000
589,0.0467,0.1785,0.3638,0.57,0.38,1.64,0.078,15.088,-6.446,3.208,0.0604,0.0811,0.0015,-0.0161,0.9825,0.0000,0.0000,0.3000,0.0000,0.0000
599,0.0297,0.1369,0.3763,1.02,0.55,1.65,0.078,10.179,-4.863,3.644,0.0588,0.0825,0.0046,-0.0174,0.9789,0.0000,0.0000,0.3000,0.0000,0.0000
609,0.0264,0.1290,0.3762,1.21,0.62,1.69,0.078,7.102,-5.720,3.725,0.0621,0.0866,0.0089,-0.0169,0.9670,0.0000,0.0000,0.3000,0.0000,0.0000
619,0.0156,0.1280,0.3756,1.35,0.76,1.73,0.102,4.908,-9.281,2.593,0.0611,0.0883,0.0088,-0.0203,0.9613,0.0000,0.0000,0.3000,0.0002,0.0013
629,0.0314,0.1404,0.3730,1.39,0.69,1.78,0.102,0.228,-13.248,2.786,0.0608,0.0888,0.0090,-0.0233,0.9552,0.0000,0.0000,0.3000,0.0005,0.0027
639,0.0227,0.1346,0.3727,1.51,0.79,1.81,0.102,-3.406,-10.945,2.089,0.0625,0.0881,0.0102,-0.0211,0.9487,0.0000,0.0000,0.3000,0.0007,0.0040
649,0.0194,0.1313,0.3915,1.59,0.86,1.84,0.102,-6.531,-7.108,1.584,0.0616,0.0859,0.0090,-0.0165,0.9429,0.0000,0.0000,0.3000,0.0009,0.0053
661,0.0260,0.1180,0.3898,1.72,0.89,1.86,0.102,-7.782,1.857,0.563,0.0621,0.0860,0.0056,-0.0136,0.9406,0.0000,0.0000,0.3000,0.0012,0.0065
669,0.0190,0.0977,0.3882,1.85,1.06,1.87,0.122,-10.337,7.650,-0.505,0.0605,0.0839,0.0056,-0.0141,0.9384,0.0000,0.0000,0.3000,0.0013,0.0075
679,0.0188,0.0902,0.3842,1.85,1.16,1.88,0.122,-10.525,13.568,-1.061,0.0606,0.0846,0.0070,-0.0115,0.9310,0.0000,0.0000,0.3000,0.0015,0.0084
689,0.0111,0.0737,0.3804,1.89,1.27,1.89,0.122,-11.630,18.089,-2.007,0.0605,0.0854,0.0072,-0.0106,0.9290,0.0000,0.0000,0.3000,0.0016,0.0091
699,0.0060,0.0684,0.3803,1.83,1.27,1.90,0.122,-10.385,21.183,-2.170,0.0605,0.0857,0.0048,-0.0121,0.9254,0.0000,0.0000,0.3000,0.0017,0.0098
709,0.0036,0.0663,0.3744,1.72,1.20,1.90,0.122,-9.539,20.602,-2.857,0.0624,0.0856,0.0079,-0.0123,0.9227,0.0000,0.0000,0.3000,0.0017,0.0105
719,0.0019,0.0617,0.3685,1.62,1.07,1.89,0.135,-8.187,20.314,-3.249,0.0629,0.0802,0.0086,-0.0124,0.9199,0.0000,0.0000,0.3000,0.0018,0.0111
729,0.0098,0.0557,0.3620,1.53,0.81,1.86,0.135,-6.557,18.776,-3.492,0.0624,0.0804,0.0055,-0.0149,0.9167,0.0000,0.0000,0.3000,0.0019,0.0117
739,0.0106,0.0242,0.3563,1.65,0.60,1.82,0.135,-4.540,16.912,-3.318,0.0626,0.0805,0.0094,-0.0158,0.9165,0.0000,0.0000,0.3000,0.0020,0.0119
749,0.0070,0.0210,0.3482,1.56,0.41,1.80,0.135,-1.939,13.546,-4.305,0.0626,0.0806,0.0131,-0.0187,0.9144,0.0000,0.0000,0.3000,0.0020,0.0121
759,0.0067,0.0182,0.3406,1.47,0.21,1.78,0.135,-3.147,9.832,-4.652,0.0639,0.0807,0.0123,-0.0179,0.9139,0.0000,0.0000,0.3000,0.0021,0.0123
769,0.0065,0.0158,0.3328,1.41,0.02,1.75,0.143,-2.782,5.875,-4.996,0.0641,0.0833,0.0109,-0.0156,0.9121,0.0000,0.0000,0.3000,0.0022,0.0125
779,0.0123,0.0133,0.3246,1.37,-0.19,1.71,0.143,-2.440,2.018,-4.733,0.0643,0.0835,0.0117,-0.0146,0.9117,0.0000,0.0000,0.3000,0.0023,0.0126
789,0.0128,0.0246,0.3162,1.24,-0.33,1.67,0.143,-3.477,-1.128,-4.915,0.0648,0.0829,0.0122,-0.0135,0.9123,0.0000,0.0000,0.3000,0.0024,0.0128
798,0.0133,0.0218,0.2797,1.22,-0.42,1.63,0.143,-3.993,-3.336,-4.952,0.0638,0.0832,0.0120,-0.0111,0.9121,0.0000,0.0000,0.3000,0.0025,0.0130
809,0.0159,0.0162,0.2713,1.22,-0.49,1.57,0.143,-6.082,-5.035,-4.999,0.0639,0.0848,0.0085,-0.0138,0.9101,0.0000,0.0000,0.3000,0.0027,0.0132
819,0.0110,0.0149,0.2629,1.19,-0.46,1.54,0.159,-8.269,-4.703,-4.539,0.0635,0.0852,0.0051,-0.0136,0.9102,0.0000,0.0000,0.3000,0.0028,0.0134
829,0.0120,0.0201,0.2541,1.10,-0.45,1.49,0.159,-5.663,-5.115,-6.256,0.0620,0.0853,0.0072,-0.0140,0.9121,0.0000,0.0000,0.3000,0.0029,0.0136
838,0.0099,0.0192,0.2455,1.05,-0.39,1.45,0.159,-7.086,-5.892,-6.575,0.0629,0.0838,0.0082,-0.0114,0.9117,0.0000,0.0000,0.3000,0.0030,0.0138
849,0.0037,0.0174,0.2338,1.00,-0.29,1.41,0.159,-8.289,-1.846,-5.035,0.0631,0.0833,0.0094,-0.0138,0.9103,0.0000,0.0000,0.3000,0.0031,0.0139
859,0.0079,0.0086,0.2252,0.97,-0.27,1.36,0.159,-3.730,-5.191,-4.830,0.0631,0.0830,0.0085,-0.0147,0.9118,0.0000,0.0000,0.3000,0.0031,0.0140
869,0.0087,0.0043,0.2165,0.93,-0.21,1.29,0.168,-5.957,0.321,-4.535,0.0652,0.0833,0.0117,-0.0185,0.9140,0.0000,0.0000,0.3000,0.0032,0.0141
879,0.0087,0.0013,0.2078,0.88,-0.16,1.22,0.168,-5.509,1.119,-5.948,0.0637,0.0885,0.0090,-0.0158,0.9132,0.0000,0.0000,0.3000,0.0033,0.0141
889,0.0176,0.0014,0.1990,0.79,-0.20,1.16,0.168,-4.501,0.689,-6.289,0.0638,0.0882,0.0083,-0.0148,0.9207,0.0000,0.0000,0.3000,0.0035,0.0141
899,0.0107,0.0227,0.1789,0.57,-0.10,1.12,0.168,-1.031,-0.054,-6.706,0.0623,0.0883,0.0067,-0.0122,0.9236,0.0000,0.0000,0.3000,0.0036,0.0143
909,0.0107,0.0195,0.1703,0.53,-0.09,1.07,0.168,-1.275,3.243,-5.252,0.0621,0.0884,0.0061,-0.0141,0.9230,0.0000,0.0000,0.3000,0.0037,0.0145
919,0.0043,0.0183,0.1619,0.48,-0.04,1.02,0.176,2.169,0.570,-6.375,0.0619,0.0882,0.0054,-0.0118,0.9300,0.0000,0.0000,0.3000,0.0038,0.0147
928,0.0032,0.0171,0.1534,0.45,-0.05,0.97,0.176,2.859,2.020,-6.753,0.0617,0.0901,0.0062,-0.0143,0.9330,0.0000,0.0000,0.3000,0.0038,0.0149
939,0.0024,0.0149,0.1455,0.44,-0.06,0.91,0.176,0.635,0.661,-4.304,0.0604,0.0900,0.0068,-0.0126,0.9307,0.0000,0.0000,0.3000,0.0038,0.0150
948,0.0013,0.0211,0.1343,0.38,-0.08,0.85,0.176,-0.500,5.873,-5.512,0.0602,0.0901,0.0097,-0.0163,0.9299,0.0000,0.0000,0.3000,0.0038,0.0152
959,-0.0038,0.0195,0.1268,0.41,-0.05,0.79,0.176,-0.175,4.050,-4.458,0.0600,0.0904,0.0088,-0.0156,0.9340,0.0000,0.0000,0.3000,0.0038,0.0154
970,-0.0046,0.0182,0.1198,0.43,-0.05,0.73,0.178,-0.414,2.464,-5.066,0.0600,0.0907,0.0098,-0.0182,0.9374,0.0000,0.0000,0.3000,0.0037,0.0156
978,-0.0049,0.0181,0.1132,0.43,-0.08,0.68,0.178,1.177,3.233,-5.390,0.0583,0.0907,0.0111,-0.0166,0.9406,0.0000,0.0000,0.3000,0.0037,0.0158
989,-0.0048,0.0174,0.1064,0.44,-0.12,0.63,0.178,-0.287,0.756,-4.512,0.0589,0.0898,0.0087,-0.0134,0.9461,0.0000,0.0000,0.3000,0.0036,0.0160
998,-0.0112,0.0163,0.0847,0.45,-0.11,0.58,0.178,1.293,-0.113,-5.417,0.0562,0.0898,0.0073,-0.0121,0.9469,0.0000,0.0000,0.3000,0.0035,0.0161
1009,-0.0079,0.0114,0.0782,0.47,-0.16,0.53,0.178,-0.595,-0.130,-4.879,0.0568,0.0898,0.0085,-0.0122,0.9490,0.0000,0.0000,0.3000,0.0035,0.0162
1019,-0.0180,0.0102,0.0719,0.48,-0.10,0.49,0.184,-0.319,-1.381,-4.388,0.0577,0.0926,0.0103,-0.0137,0.9491,0.0000,0.0000,0.3000,0.0033,0.0163
1028,-0.0149,0.0090,0.0661,0.49,-0.12,0.44,0.184,1.033,-1.085,-4.857,0.0573,0.0908,0.0101,-0.0147,0.9528,0.0000,0.0000,0.3000,0.0031,0.0164
1039,-0.0107,0.0189,0.0606,0.42,-0.15,0.38,0.184,0.375,-0.133,-4.249,0.0579,0.0920,0.0076,-0.0117,0.9546,0.0000,0.0000,0.3000,0.0030,0.0166
1048,-0.0115,0.0104,0.0546,0.47,-0.13,0.33,0.184,0.736,-0.225,-3.701,0.0579,0.0930,0.0085,-0.0164,0.9581,0.0000,0.0000,0.3000,0.0029,0.0167
1058,-0.0086,0.0141,0.0495,0.44,-0.14,0.28,0.184,0.630,0.412,-3.545,0.0579,0.0927,0.0067,-0.0154,0.9643,0.0000,0.0000,0.3000,0.0028,0.0169
1070,-0.0081,0.0165,0.0445,0.42,-0.13,0.23,0.184,1.613,0.813,-2.988,0.0549,0.0931,0.0065,-0.0134,0.9668,0.0000,0.0000,0.3000,0.0027,0.0170
1078,-0.0077,0.0141,0.0399,0.45,-0.12,0.19,0.184,1.856,1.119,-3.051,0.0548,0.0932,0.0053,-0.0119,0.9658,0.0000,0.0000,0.3000,0.0027,0.0172
1089,-0.0182,0.0140,0.0353,0.45,-0.04,0.17,0.184,-0.165,2.750,-3.052,0.0551,0.0921,0.0059,-0.0127,0.9687,0.0000,0.0000,0.3000,0.0025,0.0173
1098,-0.0181,0.0133,0.0243,0.46,-0.03,0.13,0.184,-0.064,1.946,-3.186,0.0548,0.0918,0.0066,-0.0174,0.9708,0.0000,0.0000,0.3000,0.0023,0.0174
1108,-0.0161,0.0082,0.0208,0.52,-0.05,0.10,0.184,0.109,1.700,-3.177,0.0535,0.0918,0.0089,-0.0173,0.9728,0.0000,0.0000,0.3000,0.0021,0.0175
1118,-0.0164,0.0058,0.0175,0.54,-0.06,0.07,0.187,0.105,2.591,-2.849,0.0528,0.0921,0.0060,-0.0133,0.9774,0.0000,0.0000,0.3000,0.0020,0.0176
1129,-0.0207,0.0047,0.0142,0.56,-0.06,0.04,0.187,3.292,1.322,-3.192,0.0500,0.0921,0.0102,-0.0148,0.9786,0.0000,0.0000,0.3000,0.0018,0.0176
1138,-0.0223,0.0050,0.0111,0.56,-0.07,0.01,0.187,2.529,3.843,-3.059,0.0511,0.0920,0.0107,-0.0153,0.9794,0.0000,0.0000,0.3000,0.0015,0.0177
1149,-0.0314,0.0038,0.0094,0.55,-0.02,-0.01,0.187,1.272,2.088,-3.173,0.0508,0.0908,0.0094,-0.0150,0.9811,0.0000,0.0000,0.3000,0.0012,0.0177
1158,-0.0263,0.0025,0.0069,0.57,-0.08,-0.04,0.187,-1.060,-0.970,-1.981,0.0505,0.0908,0.0096,-0.0152,0.9822,0.0000,0.0000,0.3000,0.0010,0.0177
1169,-0.0262,-0.0026,0.0046,0.63,-0.10,-0.07,0.185,-1.573,1.055,-2.377,0.0509,0.0905,0.0068,-0.0150,0.9865,0.0000,0.0000,0.3000,0.0007,0.0177
1178,-0.0260,-0.0037,0.0025,0.65,-0.13,-0.10,0.185,-0.690,0.724,-1.964,0.0455,0.0913,0.0078,-0.0130,0.9868,0.0000,0.0000,0.3000,0.0004,0.0177
1188,-0.0238,-0.0057,0.0006,0.67,-0.16,-0.14,0.185,-1.022,0.636,-1.633,0.0439,0.0913,0.0058,-0.0146,0.9901,0.0000,0.0000,0.3000,0.0002,0.0176
1198,-0.0412,-0.0037,-0.0059,0.62,-0.02,-0.14,0.185,-0.628,1.172,-1.982,0.0440,0.0918,0.0078,-0.0139,0.9918,0.0000,0.0000,0.3000,-0.0002,0.0176
1208,-0.0450,-0.0045,-0.0077,0.60,0.00,-0.16,0.185,-0.449,1.584,-1.737,0.0444,0.0914,0.0097,-0.0138,0.9919,0.0000,0.0000,0.3000,-0.0007,0.0175
1218,-0.0433,-0.0038,-0.0091,0.58,-0.02,-0.18,0.184,-0.425,2.128,-1.693,0.0449,0.0914,0.0072,-0.0142,0.9931,0.0000,0.0000,0.3000,-0.0011,0.0175
1228,-0.0403,-0.0059,-0.0103,0.58,-0.04,-0.20,0.184,0.643,3.245,-1.614,0.0442,0.0914,0.0091,-0.0183,0.9960,0.0000,0.0000,0.3000,-0.0015,0.0174
1238,-0.0373,-0.0066,-0.0112,0.57,-0.08,-0.22,0.184,0.661,4.594,-1.964,0.0456,0.0906,0.0059,-0.0161,0.9989,0.0000,0.0000,0.3000,-0.0019,0.0174
1248,-0.0383,-0.0072,-0.0156,0.57,-0.09,-0.24,0.184,-0.492,5.315,-1.141,0.0388,0.0914,0.0062,-0.0159,0.9990,0.0000,0.0000,0.3000,-0.0023,0.0173
1258,-0.0324,-0.0107,-0.0163,0.59,-0.15,-0.26,0.184,-0.286,4.670,-1.789,0.0382,0.0913,0.0058,-0.0160,0.9997,0.0000,0.0000,0.3000,-0.0026,0.0172
1268,-0.0534,-0.0086,-0.0173,0.57,-0.04,-0.25,0.186,1.794,2.219,-2.557,0.0377,0.0912,0.0064,-0.0162,0.9975,0.0000,0.0000,0.3000,-0.0031,0.0171
1278,-0.0534,-0.0095,-0.0177,0.58,-0.08,-0.27,0.186,-0.756,6.695,-0.865,0.0392,0.0911,0.0097,-0.0159,0.9976,0.0000,0.0000,0.3000,-0.0036,0.0170
1288,-0.0532,-0.0105,-0.0179,0.58,-0.12,-0.29,0.186,1.819,2.927,-1.160,0.0391,0.0912,0.0118,-0.0126,1.0014,0.0000,0.0000,0.3000,-0.0042,0.0169
1298,-0.0464,-0.0114,-0.0132,0.60,-0.20,-0.31,0.186,2.119,2.135,-1.289,0.0384,0.0911,0.0104,-0.0140,1.0013,0.0000,0.0000,0.3000,-0.0046,0.0168
1309,-0.0450,-0.0118,-0.0133,0.60,-0.26,-0.33,0.186,1.845,0.399,-0.731,0.0372,0.0911,0.0075,-0.0155,1.0029,0.0000,0.0000,0.3000,-0.0051,0.0167
1318,-0.0454,-0.0126,-0.0135,0.60,-0.30,-0.34,0.181,0.313,0.771,-0.284,0.0364,0.0915,0.0070,-0.0161,1.0048,0.0000,0.0000,0.3000,-0.0055,0.0165
1328,-0.0473,-0.0133,-0.0138,0.61,-0.31,-0.35,0.181,1.711,2.646,-0.203,0.0338,0.0920,0.0091,-0.0129,1.0074,0.0000,0.0000,0.3000,-0.0060,0.0164
1338,-0.0478,-0.0126,-0.0137,0.60,-0.31,-0.36,0.181,-3.142,3.549,0.445,0.0359,0.0920,0.0061,-0.0120,1.0087,0.0000,0.0000,0.3000,-0.0065,0.0163
1348,-0.0539,-0.0116,-0.0206,0.61,-0.28,-0.36,0.181,1.474,-0.771,-1.764,0.0354,0.0918,0.0044,-0.0136,1.0086,0.0000,0.0000,0.3000,-0.0070,0.0162
1359,-0.0454,-0.0124,-0.0202,0.62,-0.35,-0.37,0.181,1.743,0.946,0.272,0.0355,0.0908,0.0080,-0.0162,1.0086,0.0000,0.0000,0.3000,-0.0075,0.0160
