time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y
2,-0.0336,0.0020,0.0007,-1.30,2.65,-88.83,0.011,-0.275,0.340,-0.158,-4.4427,4.6490
2,-0.0274,0.0015,0.0015,-1.35,2.64,-88.75,0.011,-0.107,0.329,0.265,-4.4442,4.6494
2,-0.0258,-0.0037,0.0042,-1.37,2.60,-88.67,0.011,-0.232,0.057,-0.387,-4.4438,4.6492
2,-0.0245,-0.0020,0.0046,-1.38,2.61,-88.59,0.011,-0.224,0.281,0.482,-4.4430,4.6492
3,-0.0311,-0.0003,0.0048,-1.33,2.62,-88.51,0.009,-0.232,0.217,-0.303,-4.4434,4.6486
3,-0.0271,-0.0017,0.0055,-1.37,2.61,-88.43,0.009,-0.187,0.256,0.258,-4.4434,4.6496
3,-0.0212,-0.0020,0.0022,-1.42,2.61,-88.35,0.009,-0.179,0.338,0.207,-4.4434,4.6494
3,-0.0222,-0.0057,0.0023,-1.41,2.57,-88.27,0.009,-0.465,0.339,0.024,-4.4436,4.6494
3,-0.0212,-0.0002,0.0025,-1.43,2.62,-88.19,0.009,-0.151,-0.083,0.046,-4.4446,4.6485
3,-0.0200,-0.0018,0.0029,-1.44,2.60,-88.11,0.011,-0.218,0.303,0.176,-4.4435,4.6486
3,-0.0200,-0.0024,0.0032,-1.44,2.59,-88.03,0.011,-0.166,0.302,0.090,-4.4436,4.6492
3,-0.0247,-0.0078,0.0033,-1.41,2.55,-87.95,0.011,-0.043,0.362,0.084,-4.4438,4.6492
3,-0.0172,-0.0077,0.0056,-1.47,2.55,-87.87,0.011,-0.031,0.189,0.067,-4.4432,4.6492
3,-0.0162,-0.0042,0.0059,-1.48,2.58,-87.79,0.011,-0.161,0.231,0.300,-4.4444,4.6485
3,-0.0164,-0.0045,0.0062,-1.48,2.57,-87.71,0.012,-0.023,0.195,-0.042,-4.4437,4.6486
3,-0.0119,-0.0046,0.0068,-1.52,2.56,-87.63,0.012,-0.105,0.389,-0.069,-4.4431,4.6492
3,-0.0179,-0.0085,0.0096,-1.47,2.53,-87.55,0.012,-0.301,0.253,-0.027,-4.4433,4.6492
3,-0.0132,-0.0087,0.0099,-1.51,2.53,-87.47,0.012,-0.182,0.443,-0.316,-4.4429,4.6492
3,-0.0088,-0.0055,0.0103,-1.55,2.55,-87.39,0.012,-0.434,0.473,0.104,-4.4429,4.6486
3,-0.0091,-0.0060,0.0105,-1.55,2.55,-87.31,0.009,0.068,0.272,-0.016,-4.4439,4.6485
4,-0.0060,-0.0062,0.0107,-1.57,2.55,-87.24,0.009,-0.139,-0.049,-0.186,-4.4436,4.6492
4,-0.0051,-0.0098,0.0108,-1.58,2.51,-87.16,0.009,-0.177,0.206,-0.095,-4.4431,4.6492
4,-0.0103,-0.0105,0.0048,-1.54,2.51,-87.08,0.009,-0.043,0.068,0.189,-4.4431,4.6490
4,-0.0074,-0.0072,0.0051,-1.57,2.54,-87.00,0.009,-0.106,0.580,0.191,-4.4434,4.6496
4,-0.0044,-0.0074,0.0054,-1.59,2.53,-86.92,0.010,-0.216,0.144,0.057,-4.4436,4.6491
4,-0.0037,-0.0086,0.0055,-1.59,2.52,-86.84,0.010,-0.190,0.033,-0.287,-4.4436,4.6490
4,-0.0044,-0.0057,0.0035,-1.59,2.55,-86.76,0.010,-0.394,0.092,0.058,-4.4444,4.6488
4,-0.0048,-0.0085,0.0036,-1.58,2.52,-86.68,0.010,-0.161,0.452,-0.264,-4.4432,4.6491
4,-0.0043,-0.0090,0.0040,-1.59,2.52,-86.61,0.010,-0.339,0.580,-0.102,-4.4448,4.6483
4,-0.0087,-0.0105,0.0043,-1.55,2.51,-86.53,0.007,-0.235,-0.076,-0.072,-4.4436,4.6484
4,-0.0006,-0.0091,0.0045,-1.62,2.52,-86.45,0.007,-0.111,0.436,-0.305,-4.4438,4.6488
4,-0.0097,-0.0136,0.0050,-1.55,2.49,-86.37,0.007,-0.332,0.330,-0.134,-4.4430,4.6490
5,-0.0016,-0.0132,-0.0033,-1.61,2.49,-86.29,0.007,-0.114,0.121,0.090,-4.4430,4.6489
5,-0.0024,-0.0109,-0.0031,-1.60,2.51,-86.22,0.007,-0.214,0.393,0.095,-4.4429,4.6488
5,0.0027,-0.0095,-0.0029,-1.64,2.51,-86.14,0.012,-0.367,0.326,0.244,-4.4429,4.6491
5,0.0030,-0.0102,-0.0025,-1.65,2.51,-86.06,0.012,-0.090,0.119,0.208,-4.4447,4.6485
5,0.0032,-0.0088,0.0045,-1.65,2.52,-85.98,0.012,-0.304,0.494,0.209,-4.4446,4.6489
5,-0.0063,-0.0120,0.0049,-1.57,2.50,-85.90,0.012,-0.084,0.092,-0.314,-4.4436,4.6494
5,0.0041,-0.0100,0.0052,-1.66,2.51,-85.82,0.012,-0.233,0.203,0.023,-4.4431,4.6488
5,-0.0052,-0.0109,0.0056,-1.58,2.50,-85.75,0.009,0.037,0.179,-0.032,-4.4429,4.6486
5,0.0014,-0.0081,0.0060,-1.63,2.52,-85.67,0.009,-0.231,0.116,0.261,-4.4444,4.6487
5,0.0044,-0.0116,0.0063,-1.65,2.49,-85.59,0.009,-0.048,0.413,-0.070,-4.4444,4.6489
5,0.0058,-0.0128,0.0029,-1.66,2.48,-85.51,0.009,-0.334,0.202,0.006,-4.4431,4.6488
5,-0.0022,-0.0123,0.0033,-1.60,2.50,-85.43,0.009,-0.009,0.269,0.079,-4.4431,4.6490
5,-0.0018,-0.0112,0.0037,-1.60,2.50,-85.36,0.012,-0.235,0.290,0.093,-4.4431,4.6488
6,0.0058,-0.0118,0.0041,-1.66,2.50,-85.28,0.012,-0.072,0.421,0.220,-4.4429,4.6490
6,0.0060,-0.0104,0.0087,-1.66,2.51,-85.20,0.012,-0.263,0.039,-0.527,-4.4439,4.6490
6,0.0062,-0.0115,0.0090,-1.66,2.50,-85.13,0.012,-0.283,0.076,-0.070,-4.4439,4.6492
6,0.0072,-0.0102,0.0093,-1.67,2.51,-85.05,0.012,-0.122,0.584,0.001,-4.4447,4.6485
6,0.0015,-0.0107,0.0096,-1.63,2.51,-84.97,0.012,-0.402,-0.028,-0.064,-4.4436,4.6484
6,0.0018,-0.0093,0.0099,-1.63,2.52,-84.89,0.012,0.095,0.192,0.163,-4.4431,4.6488
6,-0.0022,-0.0132,0.0102,-1.60,2.49,-84.82,0.012,-0.079,0.235,-0.257,-4.4437,4.6494
6,0.0044,-0.0136,0.0121,-1.65,2.48,-84.74,0.012,-0.282,0.442,0.293,-4.4439,4.6488
6,0.0080,-0.0108,0.0125,-1.67,2.50,-84.66,0.012,-0.246,0.199,-0.173,-4.4439,4.6490
6,0.0044,-0.0079,0.0130,-1.65,2.52,-84.59,0.009,-0.256,0.295,0.334,-4.4445,4.6483
6,0.0038,-0.0117,0.0132,-1.64,2.49,-84.51,0.009,-0.403,0.467,-0.024,-4.4429,4.6486
6,0.0038,-0.0108,0.0066,-1.64,2.50,-84.43,0.009,-0.095,0.142,0.222,-4.4429,4.6492
6,0.0011,-0.0143,0.0069,-1.61,2.48,-84.36,0.009,-0.081,0.406,-0.266,-4.4428,4.6491
6,0.0105,-0.0120,0.0072,-1.69,2.49,-84.28,0.009,-0.371,-0.072,0.189,-4.4378,4.6486
7,0.0102,-0.0087,0.0078,-1.69,2.51,-84.20,0.013,-0.235,0.193,-0.259,-4.4380,4.6484
7,0.0106,-0.0094,0.0083,-1.69,2.51,-84.13,0.013,-0.002,0.266,-0.276,-4.4358,4.6497
7,0.0382,-0.0126,0.0077,-1.91,2.46,-84.05,0.013,-0.345,0.140,0.056,-4.4358,4.6501
7,0.0358,-0.0134,0.0120,-1.88,2.45,-83.97,0.013,-0.290,0.219,0.140,-4.4349,4.6500
7,0.0471,-0.0057,0.0118,-1.98,2.50,-83.89,0.013,-0.324,-0.012,-0.253,-4.4364,4.6501
7,0.0454,-0.0036,0.0124,-1.96,2.52,-83.82,0.009,-0.281,0.383,-0.120,-4.4365,4.6498
7,0.0487,-0.0047,0.0127,-1.98,2.51,-83.74,0.009,-0.322,0.554,0.267,-4.4350,4.6500
7,0.0383,-0.0049,0.0066,-1.89,2.52,-83.67,0.009,-0.242,0.140,-0.046,-4.4348,4.6502
7,0.0370,-0.0064,0.0070,-1.88,2.51,-83.59,0.009,0.012,0.167,-0.059,-4.4354,4.6499
7,0.0439,-0.0056,0.0068,-1.93,2.51,-83.51,0.009,-0.015,0.470,0.224,-4.4363,4.6488
7,0.0435,-0.0045,0.0070,-1.92,2.51,-83.44,0.011,-0.008,0.034,-0.226,-4.4367,4.6502
7,0.0387,-0.0065,0.0078,-1.88,2.51,-83.36,0.011,-0.263,0.425,0.280,-4.4356,4.6499
7,0.0320,-0.0137,0.0085,-1.82,2.46,-83.29,0.011,-0.097,0.051,-0.019,-4.4358,4.6498
7,0.0287,-0.0055,0.0071,-1.80,2.52,-83.21,0.011,-0.228,0.328,0.004,-4.4364,4.6498
7,0.0338,-0.0074,0.0073,-1.83,2.50,-83.14,0.011,-0.148,0.300,-0.143,-4.4360,4.6500
7,0.0315,-0.0074,0.0077,-1.81,2.50,-83.06,0.009,-0.183,0.394,-0.003,-4.4359,4.6498
7,0.0270,-0.0079,0.0082,-1.77,2.50,-82.99,0.009,-0.196,0.223,0.091,-4.4356,4.6497
7,0.0282,-0.0068,0.0023,-1.78,2.51,-82.91,0.009,0.030,0.244,-0.170,-4.4354,4.6500
7,0.0287,-0.0080,0.0026,-1.78,2.50,-82.84,0.009,-0.273,0.389,-0.246,-4.4347,4.6498
7,0.0282,-0.0063,0.0027,-1.78,2.52,-82.84,0.009,-0.060,0.279,0.134,-4.4348,4.6493
7,0.0307,-0.0071,0.0028,-1.80,2.51,-82.76,0.006,-0.255,0.437,-0.028,-4.4355,4.6490
7,0.0205,-0.0072,0.0038,-1.72,2.52,-82.69,0.006,-0.362,0.184,-0.015,-4.4367,4.6492
7,0.0304,-0.0105,0.0037,-1.79,2.48,-82.61,0.006,-0.014,0.231,-0.093,-4.4361,4.6495
8,0.0255,-0.0126,-0.0075,-1.75,2.47,-82.53,0.006,-0.370,0.180,-0.251,-4.4358,4.6497
8,0.0178,-0.0112,-0.0066,-1.69,2.49,-82.46,0.006,-0.287,0.574,-0.014,-4.4363,4.6496
8,0.0207,-0.0096,-0.0061,-1.71,2.50,-82.38,0.011,-0.297,0.351,0.265,-4.4369,4.6496
8,0.0223,-0.0084,-0.0058,-1.72,2.51,-82.31,0.011,-0.166,0.120,0.162,-4.4357,4.6499
8,0.0186,-0.0088,-0.0001,-1.69,2.51,-82.24,0.011,0.013,0.248,-0.146,-4.4355,4.6499
8,0.0149,-0.0093,0.0001,-1.66,2.51,-82.16,0.011,-0.290,0.010,0.123,-4.4361,4.6499
8,0.0213,-0.0074,0.0001,-1.71,2.51,-82.09,0.011,-0.111,0.057,0.029,-4.4367,4.6488
8,0.0164,-0.0081,0.0007,-1.67,2.51,-82.01,0.008,-0.463,0.326,0.214,-4.4366,4.6476
8,0.0182,-0.0078,0.0009,-1.68,2.51,-81.94,0.008,-0.219,0.522,0.133,-4.4367,4.6497
8,0.0141,-0.0141,0.0015,-1.64,2.47,-81.86,0.008,-0.165,-0.121,0.060,-4.4359,4.6499
8,0.0146,-0.0209,-0.0019,-1.64,2.42,-81.78,0.008,-0.393,0.165,0.281,-4.4357,4.6499
8,0.0137,-0.0082,-0.0012,-1.64,2.52,-81.71,0.008,-0.208,0.531,-0.034,-4.4347,4.6490
8,0.0177,-0.0078,-0.0009,-1.68,2.52,-81.64,0.009,-0.035,0.544,0.015,-4.4355,4.6489
8,0.0183,-0.0078,-0.0005,-1.68,2.51,-81.56,0.009,-0.480,0.370,-0.162,-4.4350,4.6495
8,0.0230,-0.0128,-0.0003,-1.71,2.47,-81.48,0.009,-0.410,0.142,0.508,-4.4358,4.6498
8,0.0179,-0.0135,0.0002,-1.67,2.47,-81.41,0.009,-0.098,0.288,-0.326,-4.4364,4.6497
8,0.0201,-0.0098,0.0005,-1.69,2.49,-81.34,0.009,-0.445,0.055,0.059,-4.4347,4.6492
8,0.0149,-0.0083,0.0009,-1.65,2.51,-81.26,0.011,-0.266,0.120,0.201,-4.4352,4.6489
8,0.0114,-0.0090,0.0011,-1.62,2.51,-81.19,0.011,-0.090,0.089,-0.271,-4.4355,4.6495
8,0.0207,-0.0122,0.0011,-1.69,2.48,-81.11,0.011,-0.309,0.141,0.323,-4.4357,4.6498
8,0.0172,-0.0136,0.0062,-1.66,2.47,-81.04,0.011,-0.414,0.240,0.245,-4.4363,4.6497
8,0.0152,-0.0102,0.0067,-1.65,2.50,-80.96,0.011,-0.260,0.237,0.097,-4.4362,4.6496
8,0.0135,-0.0080,0.0069,-1.63,2.52,-80.89,0.012,-0.136,-0.067,0.404,-4.4358,4.6497
8,0.0099,-0.0087,0.0073,-1.60,2.52,-80.81,0.012,-0.487,0.568,0.151,-4.4353,4.6498
8,0.0105,-0.0090,0.0112,-1.61,2.51,-80.74,0.012,-0.199,0.268,0.031,-4.4352,4.6497
8,0.0127,-0.0087,0.0112,-1.63,2.51,-80.67,0.012,-0.212,0.131,-0.013,-4.4345,4.6496
8,0.0150,-0.0083,0.0113,-1.64,2.52,-80.59,0.012,-0.018,0.204,-0.001,-4.4352,4.6484
8,0.0157,-0.0090,0.0116,-1.65,2.51,-80.52,0.009,-0.148,0.179,0.078,-4.4363,4.6495
8,0.0192,-0.0097,0.0118,-1.67,2.50,-80.44,0.009,-0.155,0.163,-0.084,-4.4350,4.6495
8,0.0150,-0.0164,0.0120,-1.63,2.45,-80.36,0.009,-0.276,0.365,-0.192,-4.4350,4.6493
9,0.0085,-0.0099,0.0064,-1.59,2.51,-80.29,0.009,-0.184,0.220,-0.033,-4.4362,4.6491
9,0.0160,-0.0096,0.0066,-1.64,2.50,-80.22,0.009,-0.192,0.365,-0.196,-4.4346,4.6498
9,0.0158,-0.0106,0.0068,-1.64,2.50,-80.15,0.011,-0.349,0.069,-0.043,-4.4381,4.6490
9,0.0081,-0.0116,0.0072,-1.58,2.50,-80.07,0.011,-0.133,0.236,0.088,-4.4400,4.6487
9,0.0171,-0.0073,0.0077,-1.65,2.52,-80.00,0.011,-0.350,0.318,-0.080,-4.4375,4.6491
9,-0.0034,-0.0120,0.0087,-1.49,2.50,-79.92,0.011,0.084,0.236,-0.002,-4.4375,4.6490
9,-0.0135,-0.0137,0.0091,-1.41,2.50,-79.85,0.011,-0.128,0.253,-0.201,-4.4354,4.6493
9,0.0014,-0.0110,0.0100,-1.53,2.51,-79.78,0.007,-0.149,0.538,0.214,-4.4358,4.6492
9,0.0041,-0.0117,0.0103,-1.55,2.50,-79.71,0.007,-0.059,0.485,-0.248,-4.4396,4.6489
9,0.0133,-0.0101,0.0104,-1.63,2.50,-79.63,0.007,-0.439,0.251,0.322,-4.4390,4.6488
9,0.0103,-0.0109,-0.0000,-1.61,2.50,-79.56,0.007,-0.525,0.312,0.085,-4.4391,4.6494
9,-0.0108,-0.0126,0.0007,-1.44,2.52,-79.49,0.007,-0.054,0.178,0.125,-4.4390,4.6492
9,-0.0064,-0.0131,0.0010,-1.47,2.50,-79.42,0.009,-0.209,0.272,-0.142,-4.4393,4.6483
9,-0.0066,-0.0095,0.0013,-1.48,2.53,-79.34,0.009,-0.332,0.309,-0.060,-4.4398,4.6488
9,-0.0059,-0.0108,-0.0000,-1.49,2.53,-79.27,0.009,-0.138,0.268,0.015,-4.4394,4.6489
9,-0.0068,-0.0158,0.0002,-1.47,2.49,-79.19,0.009,-0.262,0.231,-0.063,-4.4394,4.6491
9,-0.0091,-0.0125,0.0007,-1.46,2.52,-79.12,0.009,-0.241,0.549,0.092,-4.4388,4.6492
9,-0.0061,-0.0119,0.0011,-1.49,2.52,-79.05,0.013,-0.317,0.308,0.223,-4.4352,4.6477
9,-0.0057,-0.0107,0.0015,-1.50,2.53,-78.97,0.013,-0.102,0.315,-0.144,-4.4336,4.6493
9,-0.0018,-0.0102,0.0018,-1.53,2.53,-78.90,0.013,-0.206,0.486,0.227,-4.4342,4.6492
9,0.0187,-0.0187,0.0097,-1.68,2.42,-78.83,0.013,-0.131,0.389,0.007,-4.4336,4.6493
9,0.0270,-0.0098,0.0095,-1.76,2.48,-78.76,0.013,-0.318,0.324,-0.046,-4.4342,4.6492
9,0.0230,-0.0104,0.0100,-1.72,2.48,-78.68,0.007,-0.022,0.005,0.022,-4.4340,4.6473
9,0.0255,-0.0098,0.0102,-1.74,2.48,-78.61,0.007,-0.035,0.628,0.062,-4.4376,4.6484
9,0.0211,-0.0107,0.0013,-1.71,2.48,-78.54,0.007,-0.234,0.068,-0.099,-4.4378,4.6484
9,0.0214,-0.0207,0.0014,-1.69,2.40,-78.46,0.007,-0.451,0.451,0.036,-4.4380,4.6483
9,0.0014,-0.0141,0.0025,-1.54,2.49,-78.39,0.007,-0.015,0.102,-0.108,-4.4386,4.6474
9,0.0005,-0.0141,0.0028,-1.53,2.49,-78.32,0.008,-0.090,0.155,0.069,-4.4354,4.6486
9,-0.0003,-0.0141,0.0030,-1.53,2.49,-78.25,0.008,0.130,0.431,-0.067,-4.4335,4.6474
10,-0.0035,-0.0191,0.0032,-1.50,2.45,-78.17,0.008,-0.076,0.262,-0.125,-4.4337,4.6487
10,0.0147,-0.0117,-0.0008,-1.66,2.48,-78.10,0.008,-0.024,0.282,0.187,-4.4338,4.6473
10,0.0251,-0.0186,-0.0008,-1.73,2.41,-78.03,0.008,-0.244,0.210,-0.130,-4.4343,4.6476
10,0.0229,-0.0108,-0.0002,-1.72,2.48,-77.96,0.012,-0.216,0.287,-0.185,-4.4345,4.6478
10,0.0218,-0.0190,0.0001,-1.69,2.42,-77.89,0.012,-0.338,0.031,-0.159,-4.4343,4.6486
10,0.0189,-0.0169,0.0066,-1.67,2.44,-77.82,0.012,-0.044,0.303,-0.080,-4.4336,4.6486
10,0.0171,-0.0159,0.0070,-1.65,2.46,-77.75,0.012,-0.311,0.375,0.198,-4.4316,4.6486
10,0.0179,-0.0110,0.0071,-1.67,2.50,-77.68,0.012,-0.110,0.285,-0.150,-4.4308,4.6480
10,0.0210,-0.0114,0.0070,-1.69,2.49,-77.60,0.012,-0.245,0.249,-0.021,-4.4303,4.6477
10,0.0317,-0.0110,0.0068,-1.78,2.47,-77.53,0.012,-0.153,0.548,0.130,-4.4299,4.6475
10,0.0349,-0.0144,0.0068,-1.79,2.44,-77.46,0.012,-0.270,0.415,-0.077,-4.4322,4.6480
10,0.0367,-0.0158,0.0102,-1.80,2.42,-77.39,0.012,-0.121,0.082,-0.175,-4.4319,4.6479
10,0.0256,-0.0121,0.0113,-1.71,2.47,-77.32,0.012,-0.106,0.171,-0.155,-4.4311,4.6481
10,0.0240,-0.0134,0.0117,-1.70,2.46,-77.25,0.006,-0.356,-0.129,-0.059,-4.4309,4.6479
10,0.0278,-0.0123,0.0118,-1.73,2.47,-77.18,0.006,-0.139,0.051,0.096,-4.4313,4.6486
10,0.0281,-0.0133,-0.0003,-1.73,2.46,-77.11,0.006,-0.491,0.290,0.276,-4.4311,4.6485
10,0.0270,-0.0119,0.0000,-1.72,2.48,-77.04,0.006,0.043,0.245,-0.031,-4.4315,4.6482
10,0.0257,-0.0094,0.0003,-1.71,2.50,-76.97,0.006,-0.281,0.081,0.115,-4.4312,4.6481
10,0.0212,-0.0102,0.0009,-1.67,2.50,-76.89,0.009,-0.366,0.091,-0.133,-4.4319,4.6472
10,0.0233,-0.0120,0.0011,-1.69,2.49,-76.82,0.009,-0.078,0.431,-0.005,-4.4317,4.6471
10,0.0193,-0.0137,0.0015,-1.65,2.48,-76.75,0.009,-0.111,0.091,-0.117,-4.4320,4.6483
10,0.0195,-0.0170,0.0002,-1.65,2.45,-76.68,0.009,0.109,0.231,-0.179,-4.4320,4.6481
10,0.0174,-0.0100,0.0007,-1.64,2.51,-76.60,0.009,-0.465,0.049,0.076,-4.4309,4.6484
10,0.0170,-0.0112,0.0010,-1.64,2.50,-76.53,0.010,-0.032,0.073,-0.212,-4.4311,4.6483
10,0.0221,-0.0099,0.0011,-1.68,2.51,-76.46,0.010,-0.269,0.296,-0.031,-4.4309,4.6482
10,0.0205,-0.0102,0.0027,-1.66,2.51,-76.39,0.010,-0.235,0.327,0.378,-4.4310,4.6485
10,0.0210,-0.0108,0.0030,-1.67,2.51,-76.32,0.010,-0.186,-0.105,-0.238,-4.4308,4.6485
10,0.0216,-0.0111,0.0034,-1.67,2.50,-76.25,0.010,-0.203,0.146,0.013,-4.4305,4.6475
10,0.0205,-0.0098,0.0036,-1.66,2.51,-76.18,0.008,-0.235,0.441,-0.087,-4.4301,4.6473
10,0.0209,-0.0094,0.0038,-1.67,2.52,-76.11,0.008,-0.250,0.314,-0.021,-4.4300,4.6478
11,0.0217,-0.0154,0.0042,-1.66,2.47,-76.04,0.008,-0.291,0.441,0.295,-4.4315,4.6475
11,0.0235,-0.0159,0.0002,-1.68,2.47,-75.97,0.008,-0.442,0.523,-0.263,-4.4307,4.6477
11,0.0232,-0.0129,0.0006,-1.68,2.49,-75.90,0.008,-0.260,0.297,0.095,-4.4317,4.6481
11,0.0141,-0.0148,0.0010,-1.60,2.49,-75.83,0.009,-0.291,0.277,0.029,-4.4315,4.6473
11,0.0182,-0.0132,0.0011,-1.64,2.49,-75.75,0.009,-0.255,0.252,0.391,-4.4316,4.6477
11,0.0120,-0.0105,0.0013,-1.60,2.53,-75.68,0.009,-0.285,0.195,0.235,-4.4302,4.6483
11,0.0129,-0.0150,0.0016,-1.60,2.49,-75.61,0.009,-0.252,0.289,-0.019,-4.4311,4.6485
11,0.0120,-0.0123,0.0019,-1.60,2.51,-75.54,0.009,-0.164,0.469,0.144,-4.4308,4.6473
11,0.0194,-0.0091,0.0022,-1.66,2.52,-75.47,0.012,-0.272,0.246,0.016,-4.4297,4.6476
11,0.0138,-0.0082,0.0028,-1.62,2.54,-75.40,0.012,-0.249,0.224,-0.192,-4.4310,4.6481
11,0.0153,-0.0148,0.0032,-1.62,2.48,-75.33,0.012,-0.266,0.452,0.103,-4.4308,4.6480
11,0.0206,-0.0128,0.0097,-1.66,2.48,-75.26,0.012,0.002,-0.058,0.004,-4.4300,4.6483
11,0.0133,-0.0096,0.0102,-1.61,2.52,-75.19,0.012,-0.259,0.295,0.123,-4.4304,4.6480
11,0.0134,-0.0102,0.0104,-1.61,2.52,-75.12,0.009,-0.117,-0.084,-0.111,-4.4322,4.6470
11,0.0176,-0.0091,0.0106,-1.65,2.52,-75.05,0.009,-0.152,-0.081,0.047,-4.4317,4.6478
11,0.0150,-0.0110,0.0073,-1.62,2.51,-74.98,0.009,-0.156,0.527,-0.051,-4.4307,4.6481
11,0.0049,-0.0159,0.0078,-1.53,2.50,-74.91,0.009,-0.017,0.225,-0.092,-4.4318,4.6479
11,0.0075,-0.0111,0.0081,-1.56,2.53,-74.84,0.009,-0.628,0.209,0.220,-4.4285,4.6485
11,0.0131,-0.0095,0.0083,-1.61,2.53,-74.77,0.008,-0.306,0.097,0.158,-4.4330,4.6473
11,0.0071,-0.0110,0.0087,-1.56,2.53,-74.70,0.008,-0.248,0.251,0.266,-4.4318,4.6478
11,0.0241,-0.0073,0.0086,-1.70,2.52,-74.63,0.008,-0.264,0.327,0.110,-4.4319,4.6483
11,-0.0004,-0.0142,0.0037,-1.50,2.52,-74.56,0.008,-0.380,0.254,-0.184,-4.4302,4.6485
