t,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,a_res_x,a_res_y,a_res_z,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,rnn_pred_x,rnn_pred_y,rnn_pred_z,rnn_clamped,ctrltarget_x,ctrltarget_y,ctrltarget_z,motor_m1,motor_m2,motor_m3,motor_m4,e_r_x,e_r_y,e_r_z,e_r_norm
-0.0802,-0.002989,0.822983,1.186599,0.009492,-0.041533,0.015131,0.350744,0.238880,0.012548,-9.461996,-3.633044,0.014190,-0.012992,0.001350,1.005015,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49472.000000,51816.000000,52208.000000,56683.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0783,-0.002950,0.822788,1.186880,0.008910,-0.041422,0.016157,0.259797,0.293033,0.006721,-9.613203,-3.555859,0.014279,-0.012610,0.001684,1.004457,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49404.000000,51798.000000,52230.000000,56691.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0762,-0.002950,0.822788,1.186880,0.008910,-0.041422,0.016157,0.259797,0.293033,0.006721,-9.925604,-3.802850,-0.032613,-0.011836,0.001681,1.003823,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49361.000000,51812.000000,52237.000000,56706.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0742,-0.002950,0.822788,1.186880,0.008910,-0.041422,0.016157,0.259797,0.293033,0.006721,-10.161045,-3.939209,0.124435,-0.010501,0.000901,1.004447,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49403.000000,51755.000000,52305.000000,56665.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0723,-0.002950,0.822788,1.186880,0.008910,-0.041422,0.016157,0.259797,0.293033,0.006721,-10.463195,-3.811395,-0.018753,-0.009057,-0.000212,1.004046,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49341.000000,51787.000000,52264.000000,56718.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0703,-0.002950,0.822788,1.186880,0.008910,-0.041422,0.016157,0.259797,0.293033,0.006721,-10.821652,-3.793204,-0.593542,-0.007309,-0.001241,1.003471,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49107.000000,51967.000000,52086.000000,56888.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0684,-0.002863,0.822371,1.187044,0.008406,-0.041868,0.016575,0.159907,0.330585,0.006605,-11.137858,-3.186412,-1.220229,-0.005544,-0.002466,1.001960,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,48838.000000,52126.000000,51888.000000,57093.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0663,-0.002933,0.822181,1.187021,0.008164,-0.042523,0.016489,0.159907,0.330585,0.006605,-11.205910,-2.360743,-1.522119,-0.004375,-0.002946,1.000637,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,48762.000000,52198.000000,51752.000000,57200.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0644,-0.002933,0.822181,1.187021,0.008164,-0.042523,0.016489,0.159907,0.330585,0.006605,-11.138539,-1.685948,-1.573122,-0.004118,-0.003036,1.000359,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,48777.000000,52191.000000,51703.000000,57233.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0624,-0.002933,0.822181,1.187021,0.008164,-0.042523,0.016489,0.159907,0.330585,0.006605,-10.996830,-1.074655,-1.431792,-0.004782,-0.001767,1.001264,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,48868.000000,52125.000000,51720.000000,57209.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0605,-0.002933,0.822181,1.187021,0.008164,-0.042523,0.016489,0.159907,0.330585,0.006605,-10.545788,-0.540085,-1.142430,-0.006035,-0.000056,1.001413,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49025.000000,52026.000000,51777.000000,57133.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0585,-0.002854,0.821754,1.187187,0.007597,-0.042797,0.016628,0.049415,0.353170,-0.006506,-9.952607,0.030079,-0.886002,-0.007155,0.001048,1.000957,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49119.000000,51941.000000,51826.000000,57086.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0565,-0.002929,0.821880,1.187091,0.007331,-0.042347,0.016227,0.049415,0.353170,-0.006506,-9.845365,0.259584,-0.604858,-0.007523,0.001627,1.000061,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49240.000000,51844.000000,51917.000000,57018.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0545,-0.002929,0.821880,1.187091,0.007331,-0.042347,0.016227,0.049415,0.353170,-0.006506,-9.707891,0.676787,-0.196544,-0.006482,0.001367,0.999624,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49420.000000,51695.000000,52031.000000,56915.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0526,-0.002929,0.821880,1.187091,0.007331,-0.042347,0.016227,0.049415,0.353170,-0.006506,-9.373942,0.992017,0.151419,-0.005665,0.000445,0.999710,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49580.000000,51578.000000,52122.000000,56818.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0506,-0.002929,0.821880,1.187091,0.007331,-0.042347,0.016227,0.049415,0.353170,-0.006506,-9.232813,1.517652,0.250454,-0.005174,-0.000755,1.000208,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49648.000000,51528.000000,52128.000000,56803.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0486,-0.002931,0.821736,1.187122,0.006463,-0.041417,0.015706,-0.055921,0.351220,-0.010826,-8.659404,2.527887,0.388204,-0.004893,-0.001234,1.000486,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49731.000000,51446.000000,52139.000000,56809.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0466,-0.002931,0.821736,1.187122,0.006463,-0.041417,0.015706,-0.055921,0.351220,-0.010826,-8.073741,2.806007,0.350613,-0.005526,-0.001282,1.001090,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49756.000000,51473.000000,52092.000000,56808.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0446,-0.002931,0.821736,1.187122,0.006463,-0.041417,0.015706,-0.055921,0.351220,-0.010826,-7.709932,3.064207,-0.058697,-0.005926,-0.000203,1.000425,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49632.000000,51619.000000,51928.000000,56916.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0427,-0.002931,0.821736,1.187122,0.006463,-0.041417,0.015706,-0.055921,0.351220,-0.010826,-7.701090,3.520153,-0.425078,-0.005614,0.001427,1.000364,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49515.000000,51726.000000,51785.000000,57031.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0407,-0.002931,0.821736,1.187122,0.006463,-0.041417,0.015706,-0.055921,0.351220,-0.010826,-7.766925,3.627780,-0.609078,-0.005789,0.002540,1.000650,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49447.000000,51783.000000,51721.000000,57087.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0387,-0.002870,0.821322,1.187280,0.005861,-0.041321,0.015757,-0.137906,0.323154,-0.010287,-7.434870,3.694598,-0.457668,-0.005842,0.003316,1.000439,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49504.000000,51717.000000,51768.000000,57052.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0367,-0.002937,0.821157,1.187135,0.005616,-0.041925,0.015149,-0.137906,0.323154,-0.010287,-6.867031,4.107405,-0.180256,-0.006017,0.003848,1.000356,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49662.000000,51642.000000,51826.000000,56972.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0347,-0.002937,0.821157,1.187135,0.005616,-0.041925,0.015149,-0.137906,0.323154,-0.010287,-6.410076,4.657751,-0.057779,-0.005694,0.004091,1.001136,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49753.000000,51596.000000,51826.000000,56941.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0328,-0.002937,0.821157,1.187135,0.005616,-0.041925,0.015149,-0.137906,0.323154,-0.010287,-5.752078,5.554821,-0.131827,-0.005304,0.004226,1.002297,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49796.000000,51612.000000,51736.000000,56969.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0308,-0.002937,0.821157,1.187135,0.005616,-0.041925,0.015149,-0.137906,0.323154,-0.010287,-5.433768,5.806062,-0.623410,-0.005787,0.004615,1.003426,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49639.000000,51784.000000,51544.000000,57101.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0288,-0.002943,0.820873,1.187139,0.004843,-0.041195,0.014622,-0.205180,0.278789,-0.013239,-5.480848,5.608976,-1.111468,-0.006547,0.004991,1.003886,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49432.000000,51938.000000,51398.000000,57255.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0268,-0.002943,0.820873,1.187139,0.004843,-0.041195,0.014622,-0.205180,0.278789,-0.013239,-5.204123,5.323664,-1.154585,-0.007378,0.005159,1.003596,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49414.000000,51976.000000,51385.000000,57248.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0248,-0.002943,0.820873,1.187139,0.004843,-0.041195,0.014622,-0.205180,0.278789,-0.013239,-4.833842,4.969622,-0.790359,-0.008036,0.005345,1.002527,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49551.000000,51884.000000,51510.000000,57125.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0229,-0.002943,0.820873,1.187139,0.004843,-0.041195,0.014622,-0.205180,0.278789,-0.013239,-4.606367,5.186367,-0.249070,-0.008846,0.005561,1.000877,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49771.000000,51701.000000,51678.000000,56977.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0209,-0.002943,0.820873,1.187139,0.004843,-0.041195,0.014622,-0.205180,0.278789,-0.013239,-3.728085,6.275287,0.089194,-0.009687,0.005486,1.000004,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49985.000000,51577.000000,51711.000000,56891.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0189,-0.002950,0.820739,1.187139,0.004170,-0.039823,0.014256,-0.262799,0.226368,-0.020897,-2.888854,7.086927,-0.022384,-0.009793,0.005609,0.999594,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49999.000000,51600.000000,51606.000000,56956.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0169,-0.002950,0.820739,1.187139,0.004170,-0.039823,0.014256,-0.262799,0.226368,-0.020897,-2.785888,7.309211,-0.334216,-0.010117,0.006500,0.999093,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49899.000000,51702.000000,51487.000000,57046.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0149,-0.002950,0.820739,1.187139,0.004170,-0.039823,0.014256,-0.262799,0.226368,-0.020897,-2.895384,7.236063,-0.465096,-0.010446,0.006837,0.998780,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49842.000000,51748.000000,51451.000000,57085.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0130,-0.002950,0.820739,1.187139,0.004170,-0.039823,0.014256,-0.262799,0.226368,-0.020897,-2.593327,7.125293,-0.244303,-0.010446,0.006472,0.998849,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,49932.000000,51692.000000,51522.000000,57012.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0110,-0.002950,0.820739,1.187139,0.004170,-0.039823,0.014256,-0.262799,0.226368,-0.020897,-2.242117,6.791304,0.092907,-0.010195,0.006145,0.998731,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50057.000000,51607.000000,51639.000000,56899.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0090,-0.002910,0.820343,1.187281,0.003783,-0.039373,0.014175,-0.291722,0.155863,-0.023205,-1.739351,6.691835,0.319519,-0.009922,0.006337,0.999005,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50166.000000,51535.000000,51687.000000,56838.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0070,-0.002956,0.820167,1.187136,0.003613,-0.040023,0.013561,-0.291722,0.155863,-0.023205,-0.861763,7.272188,0.520296,-0.009463,0.006624,0.999480,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50315.000000,51492.000000,51699.000000,56776.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0050,-0.002956,0.820167,1.187136,0.003613,-0.040023,0.013561,-0.291722,0.155863,-0.023205,-0.112462,7.874808,0.594077,-0.008698,0.006500,1.000517,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50402.000000,51475.000000,51670.000000,56752.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0031,-0.002956,0.820167,1.187136,0.003613,-0.040023,0.013561,-0.291722,0.155863,-0.023205,0.095726,7.987267,0.458252,-0.007797,0.006019,1.000406,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50367.000000,51527.000000,51612.000000,56788.000000,-0.011303,0.000003,-0.000056,0.011303
-0.0011,-0.002956,0.820167,1.187136,0.003613,-0.040023,0.013561,-0.291722,0.155863,-0.023205,0.374498,7.943401,0.264593,-0.007248,0.005146,0.999215,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50308.000000,51609.000000,51537.000000,56832.000000,-0.011303,0.000003,-0.000056,0.011303
0.0008,-0.002922,0.819769,1.187271,0.003346,-0.039523,0.013527,-0.300165,0.082069,-0.019460,1.103766,7.770878,-0.077504,-0.006958,0.003645,0.998300,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50231.000000,51739.000000,51384.000000,56907.000000,-0.011303,0.000003,-0.000056,0.011303
0.0029,-0.002962,0.819888,1.187131,0.003198,-0.039085,0.012928,-0.300165,0.082069,-0.019460,1.665612,7.087493,-0.417822,-0.007185,0.002789,0.997371,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50104.000000,51913.000000,51283.000000,56966.000000,-0.011303,0.000003,-0.000056,0.011303
0.0048,-0.002962,0.819888,1.187131,0.003198,-0.039085,0.012928,-0.300165,0.082069,-0.019460,1.499562,6.098119,-0.387726,-0.007601,0.002871,0.996233,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50061.000000,51936.000000,51344.000000,56930.000000,-0.011303,0.000003,-0.000056,0.011303
0.0068,-0.002962,0.819888,1.187131,0.003198,-0.039085,0.012928,-0.300165,0.082069,-0.019460,1.334469,5.802746,-0.073660,-0.008296,0.003757,0.995687,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50154.000000,51835.000000,51472.000000,56839.000000,-0.011303,0.000003,-0.000056,0.011303
0.0087,-0.002962,0.819888,1.187131,0.003198,-0.039085,0.012928,-0.300165,0.082069,-0.019460,1.814320,6.369543,0.257388,-0.009580,0.004492,0.995135,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50320.000000,51718.000000,51542.000000,56751.000000,-0.011303,0.000003,-0.000056,0.011303
0.0107,-0.002931,0.819499,1.187259,0.003058,-0.038572,0.012647,-0.287497,0.013538,-0.021278,2.222219,6.634589,0.507449,-0.010555,0.004945,0.995004,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50461.000000,51628.000000,51576.000000,56690.000000,-0.011303,0.000003,-0.000056,0.011303
0.0128,-0.002966,0.819757,1.187125,0.002926,-0.037621,0.012077,-0.294268,0.014480,-0.021263,2.488565,6.347139,0.541734,-0.010891,0.005468,0.995751,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50468.000000,51638.000000,51605.000000,56672.000000,-0.011303,0.000003,-0.000056,0.011303
0.0147,-0.002966,0.819757,1.187125,0.002926,-0.037621,0.012077,-0.294268,0.014480,-0.021263,3.115259,6.417719,0.779887,-0.010387,0.005732,0.996633,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50584.000000,51581.000000,51658.000000,56590.000000,-0.011303,0.000003,-0.000056,0.011303
0.0167,-0.002966,0.819757,1.187125,0.002926,-0.037621,0.012077,-0.294268,0.014480,-0.021263,4.148685,6.609398,1.044319,-0.009841,0.006105,0.997291,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50734.000000,51527.000000,51699.000000,56489.000000,-0.011303,0.000003,-0.000056,0.011303
0.0186,-0.002966,0.819757,1.187125,0.002926,-0.037621,0.012077,-0.294268,0.014480,-0.021263,4.951813,6.387148,1.016988,-0.009311,0.005934,0.997119,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50749.000000,51581.000000,51667.000000,56463.000000,-0.011303,0.000003,-0.000056,0.011303
0.0206,-0.002937,0.819383,1.187244,0.002901,-0.037119,0.011689,-0.265106,-0.050470,-0.014883,4.985282,5.493126,0.675955,-0.008631,0.005926,0.996833,0.000000,0.000000,0.000000,0.000405,-0.000029,-0.000011,1.873672,1.498016,0.292572,0.000000,0.000000,0.000000,0.000000,-0.000000,0.799990,1.650010,50628.000000,51722.000000,51573.000000,56529.000000,-0.011303,0.000003,-0.000056,0.011303
