# meta:t_zero=scenario_start
t,cf231_active.a_res_x,cf231_active.a_res_y,cf231_active.a_res_z,cf231_active.acc_x,cf231_active.acc_y,cf231_active.acc_z,cf231_active.alp_x,cf231_active.alp_y,cf231_active.alp_z,cf231_active.ctrltarget_x,cf231_active.ctrltarget_y,cf231_active.ctrltarget_z,cf231_active.e_r_norm,cf231_active.e_r_x,cf231_active.e_r_y,cf231_active.e_r_z,cf231_active.f_res_x,cf231_active.f_res_y,cf231_active.f_res_z,cf231_active.gyro_x,cf231_active.gyro_y,cf231_active.gyro_z,cf231_active.motor_m1,cf231_active.motor_m2,cf231_active.motor_m3,cf231_active.motor_m4,cf231_active.pitch_deg,cf231_active.rnn_clamped,cf231_active.rnn_pred_x,cf231_active.rnn_pred_y,cf231_active.rnn_pred_z,cf231_active.roll_deg,cf231_active.tau_x,cf231_active.tau_y,cf231_active.tau_z,cf231_active.vx,cf231_active.vy,cf231_active.vz,cf231_active.x,cf231_active.y,cf231_active.yaw_deg,cf231_active.z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.acc_x,cf_second.acc_y,cf_second.acc_z,cf_second.alp_x,cf_second.alp_y,cf_second.alp_z,cf_second.ctrltarget_x,cf_second.ctrltarget_y,cf_second.ctrltarget_z,cf_second.e_r_norm,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.f_res_x,cf_second.f_res_y,cf_second.f_res_z,cf_second.gyro_x,cf_second.gyro_y,cf_second.gyro_z,cf_second.motor_m1,cf_second.motor_m2,cf_second.motor_m3,cf_second.motor_m4,cf_second.pitch_deg,cf_second.rnn_clamped,cf_second.rnn_pred_x,cf_second.rnn_pred_y,cf_second.rnn_pred_z,cf_second.roll_deg,cf_second.tau_x,cf_second.tau_y,cf_second.tau_z,cf_second.vx,cf_second.vy,cf_second.vz,cf_second.x,cf_second.y,cf_second.yaw_deg,cf_second.z,rel.cf231_active_cf_second.vx,rel.cf231_active_cf_second.vy,rel.cf231_active_cf_second.vz,rel.cf231_active_cf_second.x,rel.cf231_active_cf_second.y,rel.cf231_active_cf_second.z,rel.cf_second_cf231_active.vx,rel.cf_second_cf231_active.vy,rel.cf_second_cf231_active.vz,rel.cf_second_cf231_active.x,rel.cf_second_cf231_active.y,rel.cf_second_cf231_active.z
10.496000,0.034091,0.191996,-0.489304,0.003053,0.009803,0.996914,5.793473,0.423794,-1.409461,-0.000000,0.463582,1.000000,0.072660,-0.063379,-0.035362,0.003482,0.001398,0.007872,-0.020061,4.971041,-1.636628,-1.523483,37334.588827,38622.024157,40206.112733,39035.478611,0.516608,0.000000,0.000000,0.000000,0.000000,1.136116,0.000000,0.000000,0.000000,-0.015121,-0.352748,0.002873,-0.004154,0.485282,0.221652,0.976050,0.000000,0.000000,0.000000,-0.007600,-0.009499,1.000676,1.873672,1.498016,0.292572,-0.000000,0.144739,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.426724,3.697650,-0.599090,50958.703992,53538.180923,51940.021773,57557.786418,0.290514,0.000000,0.000000,0.000000,0.000000,-0.775834,0.000405,-0.000029,-0.000011,-0.002413,0.354072,0.011309,-0.000016,0.116877,0.104770,1.180099,-0.012708,-0.706820,-0.008436,-0.004138,0.368405,-0.204049,0.012708,0.706820,0.008436,0.004138,-0.368405,0.204049
10.498000,0.035358,0.146688,-0.434829,0.002729,0.008189,0.996363,3.365343,11.791134,-5.783025,-0.000000,0.463582,1.000000,0.072930,-0.063646,-0.035437,0.003478,0.001450,0.006014,-0.017828,4.940172,-0.117194,-2.069639,37242.068828,38702.790853,40040.581261,39216.163854,0.516219,0.000000,0.000000,0.000000,0.000000,1.134334,0.000000,0.000000,0.000000,-0.015065,-0.352486,0.002850,-0.004139,0.485351,0.221710,0.976045,0.000000,0.000000,0.000000,-0.007605,-0.009613,1.000804,1.873672,1.498016,0.292572,-0.000000,0.144739,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.333242,3.983839,-0.549874,50986.344478,53506.257345,51950.335360,57555.284701,0.290514,0.000000,0.000000,0.000000,0.000000,-0.775834,0.000405,-0.000029,-0.000011,-0.002413,0.354072,0.011309,-0.000016,0.116877,0.104770,1.180099,-0.012652,-0.706559,-0.008459,-0.004123,0.368474,-0.204054,0.012652,0.706559,0.008459,0.004123,-0.368474,0.204054
10.500000,0.033570,0.110220,-0.406628,0.002019,0.005572,0.993863,-5.228716,6.171855,-2.626099,-0.000000,0.463260,1.000000,0.074937,-0.065997,-0.035289,0.003462,0.001376,0.004519,-0.016672,4.359631,-0.089047,-2.216176,37154.705040,38684.966781,40059.268041,39314.442726,0.514519,0.000000,0.000000,0.000000,0.000000,1.126534,0.000000,0.000000,0.000000,-0.014820,-0.351342,0.002749,-0.004075,0.485652,0.221965,0.976024,0.000000,0.000000,0.000000,-0.008082,-0.009753,1.000700,1.873672,1.498016,0.292572,-0.000000,0.144739,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.308147,4.016662,-0.253200,51078.230653,53385.177542,52066.368741,57490.139605,0.269879,0.000000,0.000000,0.000000,0.000000,-0.772240,0.000405,-0.000029,-0.000011,-0.002686,0.354798,0.011348,-0.000030,0.118815,0.102403,1.180161,-0.012134,-0.706140,-0.008599,-0.004044,0.366836,-0.204137,0.012134,0.706140,0.008599,0.004044,-0.366836,0.204137
10.502000,0.029197,0.079880,-0.450225,0.001446,0.003068,0.993287,-6.578706,-1.963182,2.876743,-0.000000,0.460217,1.000000,0.085059,-0.077295,-0.035344,0.003357,0.001197,0.003275,-0.018459,3.631621,-0.117061,-1.755913,37051.192248,38388.816021,40358.192248,39418.799483,0.514519,0.000000,0.000000,0.000000,0.000000,1.126534,0.000000,0.000000,0.000000,-0.014820,-0.351342,0.002749,-0.004075,0.485652,0.221965,0.976024,0.000000,0.000000,0.000000,-0.008375,-0.009737,1.000490,1.873672,1.498016,0.292572,-0.000000,0.144739,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.608249,3.961103,-0.210726,51096.829630,53374.941235,52079.782222,57480.072593,0.252740,0.000000,0.000000,0.000000,0.000000,-0.769255,0.000405,-0.000029,-0.000011,-0.002868,0.354958,0.011105,-0.000030,0.120306,0.100436,1.180153,-0.011952,-0.706300,-0.008357,-0.004044,0.365346,-0.204129,0.011952,0.706300,0.008357,0.004044,-0.365346,0.204129
10.504000,0.024047,0.057382,-0.506522,0.003705,0.004255,0.993095,4.353937,-3.820597,4.114641,-0.000000,0.460217,1.000000,0.082260,-0.074029,-0.035588,0.003306,0.000986,0.002353,-0.020767,4.518864,-0.723223,-1.310725,37214.987873,38389.940879,40401.654371,39219.012127,0.516016,0.000000,0.000000,0.000000,0.000000,1.137396,0.000000,0.000000,0.000000,-0.015033,-0.351814,0.002624,-0.004112,0.484786,0.217581,0.976030,0.000000,0.000000,0.000000,-0.008472,-0.009412,1.000044,1.873672,1.498016,0.292572,-0.000000,0.146577,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.739588,4.054839,-0.404644,51059.044836,53461.591940,51986.175819,57519.782872,0.252740,0.000000,0.000000,0.000000,0.000000,-0.769255,0.000405,-0.000029,-0.000011,-0.002830,0.354588,0.010875,-0.000021,0.120206,0.100436,1.180103,-0.012203,-0.706402,-0.008252,-0.004091,0.364580,-0.204073,0.012203,0.706402,0.008252,0.004091,-0.364580,0.204073
10.506000,0.027400,0.047118,-0.518423,0.007296,0.008052,0.990800,9.339315,-1.759609,3.308839,-0.000000,0.460217,1.000000,0.073270,-0.063618,-0.036211,0.003159,0.001123,0.001932,-0.021255,5.392251,-0.710506,-0.968592,37476.572219,38529.020634,40292.296427,38954.110720,0.520614,0.000000,0.000000,0.000000,0.000000,1.170765,0.000000,0.000000,0.000000,-0.015689,-0.353264,0.002240,-0.004227,0.482129,0.204115,0.976049,0.000000,0.000000,0.000000,-0.008142,-0.009296,0.999332,1.873672,1.498016,0.292572,-0.000000,0.148124,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.358794,4.153494,-0.494791,51028.448204,53485.654867,51954.345133,57549.120770,0.252740,0.000000,0.000000,0.000000,0.000000,-0.769255,0.000405,-0.000029,-0.000011,-0.002830,0.354588,0.010875,-0.000021,0.120206,0.100436,1.180103,-0.012859,-0.707852,-0.008635,-0.004207,0.361922,-0.204054,0.012859,0.707852,0.008635,0.004207,-0.361922,0.204054
10.508000,0.045325,0.058502,-0.504287,0.007632,0.010685,0.990923,3.845534,0.068860,0.679335,-0.000000,0.460217,1.000000,0.072942,-0.063579,-0.035598,0.003171,0.001858,0.002399,-0.020676,5.699018,-0.772702,-0.975197,37495.696508,38532.767339,40275.468273,38953.695032,0.516402,0.000000,0.000000,0.000000,0.000000,1.171230,0.000000,0.000000,0.000000,-0.015075,-0.353329,0.002209,-0.004066,0.482112,0.203968,0.976043,0.000000,0.000000,0.000000,-0.007183,-0.009819,0.998782,1.873672,1.498016,0.292572,-0.000000,0.148124,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.040476,4.339257,-0.275727,51103.918593,53392.670352,52038.495477,57502.939698,0.252740,0.000000,0.000000,0.000000,0.000000,-0.769255,0.000405,-0.000029,-0.000011,-0.002830,0.354588,0.010875,-0.000021,0.120206,0.100436,1.180103,-0.012245,-0.707916,-0.008667,-0.004045,0.361905,-0.204060,0.012245,0.707916,0.008667,0.004045,-0.361905,0.204060
10.510000,0.066654,0.085186,-0.496301,0.006821,0.012568,0.991739,1.270774,1.489976,-1.094155,-0.000000,0.459388,1.000000,0.074429,-0.066316,-0.033553,0.003188,0.002733,0.003493,-0.020348,5.962025,-0.550426,-1.086561,37479.004539,38487.356026,40252.188099,39057.907211,0.504146,0.000000,0.000000,0.000000,0.000000,1.172583,0.000000,0.000000,0.000000,-0.013289,-0.353516,0.002118,-0.003596,0.482062,0.203541,0.976024,0.000000,0.000000,0.000000,-0.006012,-0.010809,0.998628,1.873672,1.498016,0.292572,-0.000000,0.148124,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.211158,4.600832,-0.052839,51185.986301,53291.223744,52110.987823,57463.202435,0.228319,0.000000,0.000000,0.000000,0.000000,-0.766683,0.000405,-0.000029,-0.000011,-0.003091,0.355377,0.010870,-0.000039,0.122337,0.098034,1.180168,-0.010198,-0.708893,-0.008753,-0.003557,0.359726,-0.204144,0.010198,0.708893,0.008753,0.003557,-0.359726,0.204144
10.512000,0.075768,0.113249,-0.499952,0.006104,0.011798,0.991904,2.366044,2.237461,0.380531,-0.000000,0.456839,1.000000,0.082659,-0.075604,-0.033267,0.003121,0.003107,0.004643,-0.020498,6.045573,-0.173969,-0.938829,37379.909422,38300.071317,40409.103071,39194.129099,0.504146,0.000000,0.000000,0.000000,0.000000,1.172583,0.000000,0.000000,0.000000,-0.013289,-0.353516,0.002118,-0.003596,0.482062,0.203541,0.976024,0.000000,0.000000,0.000000,-0.004864,-0.011956,0.998466,1.873672,1.498016,0.292572,-0.000000,0.148124,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.303120,4.453746,-0.327010,51070.310396,53377.502970,52025.084158,57544.530198,0.212018,0.000000,0.000000,0.000000,0.000000,-0.764967,0.000405,-0.000029,-0.000011,-0.003265,0.355904,0.010867,-0.000051,0.123759,0.096431,1.180212,-0.010024,-0.709420,-0.008749,-0.003545,0.358304,-0.204188,0.010024,0.709420,0.008749,0.003545,-0.358304,0.204188
10.514000,0.073205,0.128857,-0.515588,0.005730,0.011128,0.988743,-5.500285,8.798814,3.432440,-0.000000,0.456839,1.000000,0.078734,-0.071281,-0.033152,0.003115,0.003001,0.005283,-0.021139,5.282341,0.955578,-0.506712,37573.183746,38209.132256,40432.630490,39086.654215,0.505432,0.000000,0.000000,0.000000,0.000000,1.189298,0.000000,0.000000,0.000000,-0.013539,-0.354102,0.001856,-0.003636,0.481019,0.200633,0.976029,0.000000,0.000000,0.000000,-0.004171,-0.012573,0.998757,1.873672,1.498016,0.292572,-0.000000,0.150165,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.198440,3.952271,-0.770606,50880.648335,53543.131685,51895.106458,57653.879919,0.212018,0.000000,0.000000,0.000000,0.000000,-0.764967,0.000405,-0.000029,-0.000011,-0.003265,0.355904,0.010867,-0.000051,0.123759,0.096431,1.180212,-0.010274,-0.710006,-0.009011,-0.003585,0.357260,-0.204183,0.010274,0.710006,0.009011,0.003585,-0.357260,0.204183
10.516000,0.065913,0.128725,-0.513147,0.002724,0.008561,0.991886,-6.564466,7.258640,4.476560,-0.000000,0.456839,1.000000,0.069636,-0.061046,-0.033364,0.003080,0.002702,0.005278,-0.021039,4.566324,1.637110,0.036859,37874.326633,38216.177889,40410.864322,38847.211055,0.508516,0.000000,0.000000,0.000000,0.000000,1.229379,0.000000,0.000000,0.000000,-0.014138,-0.355508,0.001228,-0.003733,0.478517,0.193662,0.976040,0.000000,0.000000,0.000000,-0.004384,-0.012827,0.999612,1.873672,1.498016,0.292572,-0.000000,0.151520,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.777178,3.911542,-0.740849,50889.797409,53532.719689,51917.268912,57650.161658,0.211588,0.000000,0.000000,0.000000,0.000000,-0.758541,0.000405,-0.000029,-0.000011,-0.003203,0.354993,0.010575,-0.000035,0.123514,0.096685,1.180143,-0.010934,-0.710500,-0.009346,-0.003698,0.355003,-0.204103,0.010934,0.710500,0.009346,0.003698,-0.355003,0.204103
10.518000,0.052759,0.116368,-0.481622,0.000970,0.005869,0.996689,-6.528046,1.204812,5.267556,-0.000000,0.456839,1.000000,0.069468,-0.061157,-0.032793,0.003093,0.002163,0.004771,-0.019746,3.855039,1.440727,0.615800,37996.391615,38048.227475,40565.229260,38735.062444,0.505824,0.000000,0.000000,0.000000,0.000000,1.227629,0.000000,0.000000,0.000000,-0.013747,-0.355251,0.001201,-0.003630,0.478585,0.193655,0.976035,0.000000,0.000000,0.000000,-0.005206,-0.012954,1.000079,1.873672,1.498016,0.292572,-0.000000,0.151520,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.742555,4.507385,-0.420782,51045.850988,53409.672073,52001.674100,57575.788140,0.211332,0.000000,0.000000,0.000000,0.000000,-0.754708,0.000405,-0.000029,-0.000011,-0.003167,0.354449,0.010400,-0.000025,0.123369,0.096837,1.180102,-0.010581,-0.709700,-0.009199,-0.003605,0.355216,-0.204068,0.010581,0.709700,0.009199,0.003605,-0.355216,0.204068
10.520000,0.033423,0.094931,-0.455097,-0.002866,0.002569,1.000598,-6.377178,-9.107855,4.987782,-0.000000,0.456127,1.000000,0.071756,-0.064355,-0.031508,0.003097,0.001370,0.003892,-0.018659,3.116548,0.464075,1.136285,38043.399659,37860.413303,40768.000569,38678.817510,0.498655,0.000000,0.000000,0.000000,0.000000,1.222966,0.000000,0.000000,0.000000,-0.012707,-0.354567,0.001127,-0.003356,0.478766,0.193636,0.976019,0.000000,0.000000,0.000000,-0.006240,-0.013040,0.999985,1.873672,1.498016,0.292572,-0.000000,0.151520,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.466142,4.634753,-0.509581,51009.504049,53420.518219,51966.194332,57619.380567,0.183262,0.000000,0.000000,0.000000,0.000000,-0.756029,0.000405,-0.000029,-0.000011,-0.003407,0.355302,0.010329,-0.000047,0.125716,0.093490,1.180171,-0.009300,-0.709868,-0.009202,-0.003309,0.353050,-0.204151,0.009300,0.709868,0.009202,0.003309,-0.353050,0.204151
10.522000,0.003966,0.062297,-0.446706,-0.004934,0.000748,1.001425,-7.389810,-6.125455,2.904406,-0.000000,0.453453,1.000000,0.080545,-0.074164,-0.031272,0.003033,0.000163,0.002554,-0.018315,2.181775,-0.191983,1.418845,37905.050259,37631.341969,41023.276166,38790.798964,0.498655,0.000000,0.000000,0.000000,0.000000,1.222966,0.000000,0.000000,0.000000,-0.012707,-0.354567,0.001127,-0.003356,0.478766,0.193636,0.976019,0.000000,0.000000,0.000000,-0.006435,-0.013462,1.000368,1.873672,1.498016,0.292572,-0.000000,0.151520,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.596969,3.970653,-0.771191,50868.661067,53518.654150,51919.229249,57689.512846,0.168862,0.000000,0.000000,0.000000,0.000000,-0.756706,0.000405,-0.000029,-0.000011,-0.003457,0.355841,0.009999,-0.000039,0.126947,0.091772,1.180136,-0.009250,-0.710407,-0.008872,-0.003317,0.351819,-0.204117,0.009250,0.710407,0.008872,0.003317,-0.351819,0.204117
10.524000,-0.025120,0.033488,-0.426346,-0.006856,-0.000514,1.004811,-9.759032,-3.286053,1.403963,-0.000000,0.453453,1.000000,0.076236,-0.069410,-0.031240,0.003113,-0.001030,0.001373,-0.017480,1.007525,-0.577974,1.615721,37989.716523,37626.660940,41048.341587,38684.410308,0.496069,0.000000,0.000000,0.000000,0.000000,1.234678,0.000000,0.000000,0.000000,-0.012998,-0.355286,0.001023,-0.003401,0.477542,0.196264,0.976023,0.000000,0.000000,0.000000,-0.005669,-0.014026,1.000989,1.873672,1.498016,0.292572,-0.000000,0.153764,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-1.110600,3.583920,-0.679204,50884.916246,53502.944501,51974.257316,57653.626640,0.168862,0.000000,0.000000,0.000000,0.000000,-0.756706,0.000405,-0.000029,-0.000011,-0.003419,0.355894,0.009846,-0.000028,0.126961,0.091772,1.180099,-0.009579,-0.711180,-0.008823,-0.003373,0.350581,-0.204077,0.009579,0.711180,0.008823,0.003373,-0.350581,0.204077
10.526000,-0.048726,0.012689,-0.385935,-0.009025,-0.002968,1.008333,-2.266793,-6.418248,1.694520,-0.000000,0.453453,1.000000,0.068063,-0.060296,-0.031406,0.003257,-0.001998,0.000520,-0.015823,1.251703,-1.519841,1.780514,38167.285000,37759.934000,40983.788000,38445.642000,0.491139,0.000000,0.000000,0.000000,0.000000,1.257000,0.000000,0.000000,0.000000,-0.013551,-0.356657,0.000825,-0.003487,0.475209,0.201274,0.976029,0.000000,0.000000,0.000000,-0.004720,-0.014525,1.001221,1.873672,1.498016,0.292572,-0.000000,0.154925,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-1.087344,4.224210,-0.466478,51005.900415,53416.941909,52011.807054,57606.085062,0.168862,0.000000,0.000000,0.000000,0.000000,-0.756706,0.000405,-0.000029,-0.000011,-0.003419,0.355894,0.009846,-0.000028,0.126961,0.091772,1.180099,-0.010133,-0.712551,-0.009021,-0.003459,0.348249,-0.204070,0.010133,0.712551,0.009021,0.003459,-0.348249,0.204070
10.528000,-0.068545,-0.004980,-0.354353,-0.008575,-0.004466,1.009910,10.069273,-7.025094,-0.206706,-0.000000,0.453453,1.000000,0.067986,-0.060209,-0.031407,0.003258,-0.002810,-0.000204,-0.014528,2.402263,-2.040922,1.671482,38161.545230,37839.950568,40938.522986,38418.410282,0.491139,0.000000,0.000000,0.000000,0.000000,1.257000,0.000000,0.000000,0.000000,-0.013551,-0.356657,0.000825,-0.003487,0.475209,0.201274,0.976029,0.000000,0.000000,0.000000,-0.004054,-0.014694,1.001547,1.873672,1.498016,0.292572,-0.000000,0.154925,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.305400,5.273088,-0.426950,51105.344130,53392.825911,51946.178138,57602.651822,0.168862,0.000000,0.000000,0.000000,0.000000,-0.756706,0.000405,-0.000029,-0.000011,-0.003419,0.355894,0.009846,-0.000028,0.126961,0.091772,1.180099,-0.010133,-0.712551,-0.009021,-0.003459,0.348249,-0.204070,0.010133,0.712551,0.009021,0.003459,-0.348249,0.204070
10.530000,-0.080365,-0.022466,-0.350174,-0.003743,-0.004665,1.007936,8.578324,-3.066902,-3.072254,-0.000000,0.452289,1.000000,0.071423,-0.064160,-0.031083,0.003235,-0.003295,-0.000921,-0.014357,3.184313,-2.553880,1.281341,38017.306956,37911.353831,40897.432460,38545.804940,0.488902,0.000000,0.000000,0.000000,0.000000,1.257976,0.000000,0.000000,0.000000,-0.013226,-0.356797,0.000800,-0.003401,0.475173,0.201160,0.976024,0.000000,0.000000,0.000000,-0.004012,-0.014310,1.002273,1.873672,1.498016,0.292572,-0.000000,0.154925,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.001423,5.333484,-0.438515,51090.495701,53378.916540,51938.829540,57625.111280,0.138347,0.000000,0.000000,0.000000,0.000000,-0.762262,0.000405,-0.000029,-0.000011,-0.003628,0.356825,0.009888,-0.000054,0.129522,0.087333,1.180170,-0.009599,-0.713621,-0.009087,-0.003348,0.345651,-0.204146,0.009599,0.713621,0.009087,0.003348,-0.345651,0.204146
10.532000,-0.068110,-0.034023,-0.360306,0.001391,-0.002704,1.005587,-2.209731,-3.855146,-2.177903,-0.000000,0.450053,1.000000,0.078139,-0.071926,-0.030367,0.003191,-0.002793,-0.001395,-0.014773,2.525438,-2.853155,1.165073,37846.608515,37801.110592,41007.045171,38730.266355,0.484603,0.000000,0.000000,0.000000,0.000000,1.259853,0.000000,0.000000,0.000000,-0.012602,-0.357065,0.000754,-0.003237,0.475102,0.200942,0.976014,0.000000,0.000000,0.000000,-0.004362,-0.013212,1.003268,1.873672,1.498016,0.292572,-0.000000,0.154925,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.208009,4.794806,-0.301602,51096.356685,53335.269857,52026.019734,57586.015294,0.126377,0.000000,0.000000,0.000000,0.000000,-0.764441,0.000405,-0.000029,-0.000011,-0.003710,0.357190,0.009904,-0.000064,0.130526,0.085592,1.180198,-0.008892,-0.714255,-0.009150,-0.003173,0.344575,-0.204184,0.008892,0.714255,0.009150,0.003173,-0.344575,0.204184
10.534000,-0.030202,-0.032152,-0.356277,0.005033,0.002146,1.004491,-10.696266,-5.014839,2.182956,-0.000000,0.450053,1.000000,0.073314,-0.066419,-0.030681,0.003332,-0.001238,-0.001318,-0.014607,1.439971,-3.706412,1.460109,37946.011640,37792.764676,41055.467105,38549.898785,0.493092,0.000000,0.000000,0.000000,0.000000,1.268008,0.000000,0.000000,0.000000,-0.012924,-0.357912,0.001026,-0.003287,0.473708,0.206536,0.976018,0.000000,0.000000,0.000000,-0.004855,-0.011647,1.004541,1.873672,1.498016,0.292572,-0.000000,0.157351,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.557312,4.691472,-0.125652,51175.338184,53295.132965,52084.998495,57525.791771,0.125763,0.000000,0.000000,0.000000,0.000000,-0.759413,0.000405,-0.000029,-0.000011,-0.003622,0.356473,0.009594,-0.000041,0.130334,0.085804,1.180125,-0.009302,-0.714385,-0.008568,-0.003247,0.343374,-0.204107,0.009302,0.714385,0.008568,0.003247,-0.343374,0.204107
10.536000,0.015040,-0.009338,-0.350426,0.006676,0.006206,1.004137,0.862976,-9.135816,-0.058818,-0.000000,0.450053,1.000000,0.065828,-0.057851,-0.031208,0.003550,0.000617,-0.000383,-0.014367,2.039800,-4.630232,1.224887,38016.002509,38007.153036,40895.667837,38376.553437,0.506416,0.000000,0.000000,0.000000,0.000000,1.280807,0.000000,0.000000,0.000000,-0.013430,-0.359241,0.001453,-0.003367,0.471520,0.215316,0.976025,0.000000,0.000000,0.000000,-0.005046,-0.009898,1.005222,1.873672,1.498016,0.292572,-0.000000,0.158339,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.667608,5.138937,-0.231867,51166.923398,53319.852006,52024.071391,57566.097968,0.125513,0.000000,0.000000,0.000000,0.000000,-0.757365,0.000405,-0.000029,-0.000011,-0.003587,0.356181,0.009467,-0.000031,0.130256,0.085890,1.180096,-0.009843,-0.715422,-0.008015,-0.003336,0.341264,-0.204071,0.009843,0.715422,0.008015,0.003336,-0.341264,0.204071
10.538000,0.049740,0.027725,-0.368216,0.009199,0.010422,1.003563,13.031426,-4.894726,-7.027677,-0.000000,0.450053,1.000000,0.065812,-0.057981,-0.030927,0.003556,0.002039,0.001137,-0.015097,3.436582,-4.988812,0.345169,37838.912578,38268.003568,40663.873327,38540.131133,0.504652,0.000000,0.000000,0.000000,0.000000,1.278522,0.000000,0.000000,0.000000,-0.013175,-0.358909,0.001431,-0.003299,0.471608,0.215397,0.976020,0.000000,0.000000,0.000000,-0.004186,-0.008343,1.005155,1.873672,1.498016,0.292572,-0.000000,0.158339,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.615681,5.637455,-0.480504,51101.561395,53384.438605,51912.362304,57649.838302,0.125513,0.000000,0.000000,0.000000,0.000000,-0.757365,0.000405,-0.000029,-0.000011,-0.003587,0.356181,0.009467,-0.000031,0.130256,0.085890,1.180096,-0.009588,-0.715090,-0.008037,-0.003268,0.341353,-0.204075,0.009588,0.715090,0.008037,0.003268,-0.341353,0.204075
10.540000,0.075574,0.070081,-0.389497,0.012822,0.013990,1.002121,8.638168,3.948872,-7.719407,-0.000000,0.448977,1.000000,0.069538,-0.062390,-0.030400,0.003539,0.003099,0.002873,-0.015969,4.056405,-4.297102,-0.318782,37658.118913,38352.865232,40535.027180,38786.676104,0.501471,0.000000,0.000000,0.000000,0.000000,1.274404,0.000000,0.000000,0.000000,-0.012716,-0.358309,0.001391,-0.003178,0.471767,0.215542,0.976012,0.000000,0.000000,0.000000,-0.003278,-0.007348,1.004825,1.873672,1.498016,0.292572,-0.000000,0.158339,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.965271,5.404321,-0.556729,51021.651469,53369.325735,51922.854610,57702.446809,0.086142,0.000000,0.000000,0.000000,0.000000,-0.760050,0.000405,-0.000029,-0.000011,-0.003755,0.357186,0.009747,-0.000060,0.133012,0.083036,1.180170,-0.008962,-0.715495,-0.008357,-0.003119,0.338755,-0.204158,0.008962,0.715495,0.008357,0.003119,-0.338755,0.204158
10.542000,0.104188,0.116243,-0.413347,0.015113,0.014883,0.998791,1.274579,4.051046,-0.887032,-0.000000,0.446649,1.000000,0.077184,-0.070891,-0.030326,0.003483,0.004272,0.004766,-0.016947,4.239396,-4.079335,-0.317153,37533.337500,38224.737500,40652.612500,38935.137500,0.501471,0.000000,0.000000,0.000000,0.000000,1.274404,0.000000,0.000000,0.000000,-0.012716,-0.358309,0.001391,-0.003178,0.471767,0.215542,0.976012,0.000000,0.000000,0.000000,-0.002768,-0.006946,1.003547,1.873672,1.498016,0.292572,-0.000000,0.158339,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-1.681706,4.781879,-0.475337,50983.232353,53327.307353,52014.591176,57689.951471,0.074550,0.000000,0.000000,0.000000,0.000000,-0.760840,0.000405,-0.000029,-0.000011,-0.003804,0.357482,0.009830,-0.000068,0.133824,0.082195,1.180192,-0.008912,-0.715791,-0.008439,-0.003110,0.337943,-0.204180,0.008912,0.715791,0.008439,0.003110,-0.337943,0.204180
