t,ref_x,ref_y,ref_z,sim_x,sim_y,sim_z,ref_vx,ref_vy,ref_vz,sim_vx,sim_vy,sim_vz,ref_thrust,ref_tx,ref_ty,ref_tz,ref_yaw,ref_ox,ref_oy,ref_oz,cmd_thrust,cmd_tx,cmd_ty,cmd_tz,mekf_roll,mekf_pitch,mekf_yaw,mekf_px,mekf_py,mekf_pz
0.250000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000035,0.264847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.255000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000043,0.264849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.260000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000050,0.264851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.265000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200079,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000057,0.264853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200079
0.270000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200079,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000063,0.264855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200079
0.275000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200079,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000068,0.264857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200079
0.280000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200079,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000074,0.264858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200078
0.285000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200078,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000079,0.264860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200078
0.290000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200078,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000083,0.264861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200078
0.295000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200077,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000087,0.264862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200077
