t,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,yaw,yaw_dot,yaw_ddot,thrust,tx,ty,tz,ox,oy,oz,odx,ody,odz
0.079000,-0.000002,-0.000000,1.000000,-0.000136,-0.000023,-0.000014,-0.006646,-0.001122,-0.000665,-0.236170,-0.040034,-0.023617,-0.000001,-0.000042,-0.002033,0.264852,0.000001,-0.000009,-0.000000,0.004081,-0.024078,-0.000039,0.090437,-0.528368,-0.001874
0.080000,-0.000002,-0.000000,1.000000,-0.000143,-0.000024,-0.000014,-0.006885,-0.001162,-0.000689,-0.241370,-0.040924,-0.024137,-0.000001,-0.000044,-0.002106,0.264851,0.000002,-0.000009,-0.000000,0.004172,-0.024608,-0.000041,0.091110,-0.532095,-0.001940
0.081000,-0.000002,-0.000000,1.000000,-0.000150,-0.000025,-0.000015,-0.007129,-0.001204,-0.000713,-0.246606,-0.041820,-0.024661,-0.000001,-0.000046,-0.002181,0.264851,0.000002,-0.000009,-0.000000,0.004264,-0.025142,-0.000043,0.091772,-0.535756,-0.002008
0.082000,-0.000003,-0.000000,1.000000,-0.000157,-0.000027,-0.000016,-0.007378,-0.001246,-0.000738,-0.251877,-0.042724,-0.025188,-0.000001,-0.000048,-0.002257,0.264850,0.000002,-0.000009,-0.000000,0.004356,-0.025679,-0.000045,0.092424,-0.539351,-0.002076
0.083000,-0.000003,-0.000000,1.000000,-0.000165,-0.000028,-0.000016,-0.007633,-0.001289,-0.000763,-0.257183,-0.043633,-0.025718,-0.000001,-0.000050,-0.002334,0.264849,0.000002,-0.000009,-0.000000,0.004449,-0.026220,-0.000047,0.093065,-0.542880,-0.002146
0.084000,-0.000003,-0.000001,1.000000,-0.000173,-0.000029,-0.000017,-0.007893,-0.001333,-0.000789,-0.262524,-0.044549,-0.026252,-0.000001,-0.000053,-0.002414,0.264849,0.000002,-0.000009,-0.000000,0.004542,-0.026765,-0.000049,0.093696,-0.546344,-0.002218
0.085000,-0.000003,-0.000001,1.000000,-0.000181,-0.000030,-0.000018,-0.008158,-0.001378,-0.000816,-0.267898,-0.045470,-0.026790,-0.000001,-0.000055,-0.002495,0.264848,0.000002,-0.000009,-0.000000,0.004636,-0.027313,-0.000051,0.094316,-0.549743,-0.002291
0.086000,-0.000003,-0.000001,1.000000,-0.000189,-0.000032,-0.000019,-0.008429,-0.001424,-0.000843,-0.273305,-0.046398,-0.027330,-0.000001,-0.000058,-0.002577,0.264847,0.000002,-0.000009,-0.000000,0.004731,-0.027865,-0.000054,0.094926,-0.553077,-0.002365
0.087000,-0.000004,-0.000001,1.000000,-0.000198,-0.000033,-0.000020,-0.008705,-0.001471,-0.000870,-0.278744,-0.047332,-0.027874,-0.000001,-0.000060,-0.002661,0.264847,0.000002,-0.000009,-0.000000,0.004826,-0.028419,-0.000056,0.095525,-0.556347,-0.002441
0.088000,-0.000004,-0.000001,1.000000,-0.000206,-0.000035,-0.000021,-0.008986,-0.001519,-0.000899,-0.284215,-0.048272,-0.028422,-0.000001,-0.000063,-0.002747,0.264846,0.000002,-0.000009,-0.000000,0.004922,-0.028977,-0.000059,0.096114,-0.559553,-0.002518
