time_ms,x,y,z,vx,vy,vz,roll,pitch,yaw,thrust
1988,3.2453,3.0612,0.0110,-0.0044,-0.0187,0.0023,0.00,0.00,0.00,0
2040,3.2467,3.0633,0.0112,0.0045,-0.0052,0.0034,0.00,0.00,0.00,0
2090,3.2457,3.0620,0.0100,-0.0000,-0.0115,-0.0030,0.00,0.00,0.00,0
2142,3.2452,3.0636,0.0099,-0.0022,-0.0006,-0.0020,0.00,0.00,0.00,0
2192,3.2437,3.0604,0.0100,-0.0086,-0.0158,-0.0009,0.00,0.00,0.00,0
2244,3.2436,3.0602,0.0100,-0.0073,-0.0128,-0.0001,0.00,0.00,0.00,0
2295,3.2444,3.0599,0.0096,-0.0015,-0.0119,-0.0015,0.00,0.00,0.00,0
2346,3.2438,3.0604,0.0093,-0.0038,-0.0063,-0.0023,0.00,0.00,0.00,0
2397,3.2456,3.0643,0.0105,0.0077,0.0171,0.0043,0.00,0.00,0.00,0
2448,3.2496,3.0656,0.0109,0.0267,0.0197,0.0054,0.00,0.00,0.00,0
2498,3.2490,3.0661,0.0117,0.0187,0.0184,0.0089,0.00,0.00,0.00,0
2549,3.2482,3.0621,0.0118,0.0120,-0.0061,0.0078,0.00,0.00,0.00,0
2601,3.2526,3.0661,0.0126,0.0334,0.0159,0.0104,0.00,0.00,0.00,0
2651,3.2524,3.0664,0.0124,0.0271,0.0146,0.0071,0.00,0.00,0.00,0
2702,3.2512,3.0661,0.0107,0.0164,0.0114,-0.0017,0.00,0.00,0.00,0
2754,3.2511,3.0642,0.0099,0.0132,-0.0009,-0.0046,0.00,0.00,0.00,0
2805,3.2524,3.0660,0.0104,0.0178,0.0067,-0.0012,0.00,0.00,0.00,0
2855,3.2520,3.0664,0.0102,0.0125,0.0077,-0.0012,0.00,0.00,0.00,0
2906,3.2524,3.0663,0.0101,0.0129,0.0061,-0.0005,0.00,0.00,0.00,0
2957,3.2525,3.0660,0.0115,0.0117,0.0036,0.0067,0.00,0.00,0.00,0
3008,3.2526,3.0662,0.0111,0.0100,0.0038,0.0041,0.00,0.00,0.00,0
3059,3.2515,3.0646,0.0108,0.0031,-0.0052,0.0021,0.00,0.00,0.00,0
3111,3.2524,3.0659,0.0105,0.0072,0.0021,0.0011,0.00,0.00,0.00,0
3161,3.2522,3.0655,0.0104,0.0057,-0.0002,0.0006,0.00,0.00,0.00,0
3213,3.2524,3.0657,0.0107,0.0060,0.0012,0.0021,0.00,0.00,0.00,0
3264,3.2515,3.0657,0.0101,-0.0009,0.0033,-0.0012,0.00,0.00,0.00,0
3314,3.2513,3.0658,0.0114,-0.0046,0.0091,0.0064,0.00,0.00,0.00,0
3366,3.2526,3.0660,0.0111,0.0009,0.0142,0.0048,0.00,0.00,0.00,0
3417,3.2535,3.0727,0.0100,0.0036,0.0490,-0.0006,0.00,0.00,0.00,0
3468,3.2575,3.0827,0.0092,0.0191,0.0908,-0.0013,0.00,0.00,0.00,0
3518,3.2475,3.1018,0.0063,-0.0370,0.1702,-0.0141,0.00,0.00,0.00,0
3569,3.2461,3.1026,0.0089,-0.0395,0.1451,0.0017,0.00,0.00,0.00,0
3621,3.2449,3.1005,0.0112,-0.0408,0.1093,0.0142,0.00,0.00,0.00,0
3671,3.2364,3.1119,0.0104,-0.0765,0.1475,0.0043,0.00,0.00,0.00,0
3723,3.2296,3.1200,0.0092,-0.0978,0.1622,-0.0013,0.00,0.00,0.00,0
3774,3.2236,3.1258,0.0117,-0.1107,0.1610,0.0101,0.00,0.00,0.00,0
3825,3.2151,3.1298,0.0107,-0.1334,0.1493,0.0058,0.00,0.00,0.00,0
3875,3.2094,3.1298,0.0116,-0.1377,0.1186,0.0118,0.00,0.00,0.00,0
3926,3.2097,3.1346,0.0117,-0.1092,0.1190,0.0143,0.00,0.00,0.00,0
3978,3.2038,3.1342,0.0112,-0.1177,0.0930,0.0101,0.00,0.00,0.00,0
4029,3.2063,3.1325,0.0118,-0.0777,0.0615,0.0112,0.00,0.00,0.00,0
4080,3.2127,3.1276,0.0125,-0.0232,0.0182,0.0140,0.00,0.00,0.00,0
4131,3.2189,3.1147,0.0104,0.0196,-0.0554,0.0034,0.00,0.00,0.00,0
4181,3.2319,3.1022,0.0065,0.0884,-0.1151,-0.0256,0.00,0.00,0.00,0
4233,3.2411,3.0998,0.0075,0.1246,-0.1138,-0.0200,0.00,0.00,0.00,0
4284,3.2512,3.1063,0.0101,0.1466,-0.0628,0.0056,0.00,0.00,0.00,0
4334,3.2751,3.1103,0.0094,0.2262,-0.0376,0.0107,0.00,0.00,0.00,0
4385,3.2913,3.1169,0.0093,0.2434,-0.0000,0.0067,0.00,0.00,0.00,0
4437,3.2940,3.1227,0.0120,0.2120,0.0269,0.0302,0.00,0.00,0.00,0
4488,3.2923,3.1238,0.0149,0.1500,0.0244,0.0447,0.00,0.00,0.00,0
4539,3.2786,3.1196,0.0178,0.0401,-0.0112,0.0566,0.00,0.00,0.00,0
4589,3.2510,3.1039,0.0096,-0.1115,-0.1043,-0.0078,0.00,0.00,0.00,0
4641,3.2132,3.0724,-0.0089,-0.2837,-0.2640,-0.1180,0.00,0.00,0.00,0
4692,3.1880,3.0458,-0.0156,-0.3571,-0.3561,-0.1261,0.00,0.00,0.00,0
4743,3.1555,3.0120,-0.0213,-0.4127,-0.4463,-0.0825,0.00,0.00,0.00,0
4793,3.1413,2.9928,-0.0101,-0.3386,-0.4278,0.0318,0.00,0.00,0.00,0
4845,3.1470,2.9838,0.0006,-0.1716,-0.3546,0.1063,0.00,0.00,0.00,0
4896,3.1715,2.9889,0.0052,0.0595,-0.2170,0.1071,0.00,0.00,0.00,0
4947,3.1655,2.9741,0.0121,0.0793,-0.1995,0.0962,0.00,0.00,0.00,0
4998,3.1666,2.9759,0.0188,0.0837,-0.1310,0.1008,0.00,0.00,0.00,0
5049,3.1578,2.9636,0.0218,0.0332,-0.1293,0.0813,0.00,0.00,0.00,0
5100,3.1508,2.9475,0.0238,-0.0067,-0.1481,0.0617,0.00,0.00,0.00,0
5151,3.1430,2.9228,0.0238,-0.0474,-0.2120,0.0470,0.00,0.00,0.00,0
5202,3.1630,2.9329,0.0306,0.0782,-0.0726,0.0848,0.00,0.00,0.00,0
5253,3.1897,2.9566,0.0325,0.2189,0.1232,0.0854,0.00,0.00,0.00,0
5303,3.2184,2.9821,0.0445,0.3277,0.2814,0.1366,0.00,0.00,0.00,0
5355,3.2473,3.0098,0.0490,0.3979,0.3961,0.1388,0.00,0.00,0.00,0
5406,3.2707,3.0354,0.0634,0.3877,0.4260,0.1874,0.00,0.00,0.00,0
5457,3.2903,3.0589,0.0775,0.3468,0.4080,0.2092,0.00,0.00,0.00,0
5508,3.3042,3.0778,0.0913,0.2794,0.3475,0.2166,0.00,0.00,0.00,0
5559,3.3109,3.0878,0.1033,0.1869,0.2479,0.2096,0.00,0.00,0.00,0
5610,3.3149,3.0918,0.1078,0.1016,0.1448,0.1651,0.00,0.00,0.00,0
5661,3.3155,3.0923,0.1083,0.0276,0.0537,0.1151,0.00,0.00,0.00,0
5712,3.3139,3.0887,0.1091,-0.0301,-0.0301,0.0912,0.00,0.00,0.00,0
5762,3.3099,3.0818,0.1081,-0.0733,-0.0958,0.0749,0.00,0.00,0.00,0
5813,3.3056,3.0756,0.1084,-0.0939,-0.1299,0.0760,0.00,0.00,0.00,0
5864,3.2997,3.0679,0.1116,-0.1026,-0.1483,0.1011,0.00,0.00,0.00,0
5915,3.2927,3.0588,0.1178,-0.1055,-0.1545,0.1369,0.00,0.00,0.00,0
5967,3.2873,3.0497,0.1253,-0.0957,-0.1498,0.1691,0.00,0.00,0.00,0
6017,3.2825,3.0422,0.1345,-0.0812,-0.1322,0.1942,0.00,0.00,0.00,0
6068,3.2793,3.0362,0.1455,-0.0603,-0.1081,0.2190,0.00,0.00,0.00,0
6120,3.2773,3.0316,0.1551,-0.0378,-0.0816,0.2243,0.00,0.00,0.00,0
6171,3.2753,3.0262,0.1666,-0.0202,-0.0661,0.2327,0.00,0.00,0.00,0
6222,3.2752,3.0250,0.1790,-0.0030,-0.0393,0.2407,0.00,0.00,0.00,0
6272,3.2784,3.0242,0.1919,0.0222,-0.0169,0.2455,0.00,0.00,0.00,0
6324,3.2799,3.0235,0.2049,0.0319,-0.0032,0.2447,0.00,0.00,0.00,0
6374,3.2828,3.0252,0.2173,0.0400,0.0122,0.2381,0.00,0.00,0.00,0
6426,3.2841,3.0248,0.2311,0.0373,0.0137,0.2360,0.00,0.00,0.00,0
6477,3.2876,3.0266,0.2384,0.0401,0.0205,0.2006,0.00,0.00,0.00,0
6528,3.2887,3.0264,0.2483,0.0327,0.0172,0.1862,0.00,0.00,0.00,0
6579,3.2897,3.0255,0.2556,0.0251,0.0104,0.1636,0.00,0.00,0.00,0
6629,3.2909,3.0258,0.2642,0.0185,0.0075,0.1528,0.00,0.00,0.00,0
6681,3.2944,3.0298,0.2708,0.0204,0.0150,0.1370,0.00,0.00,0.00,0
6731,3.2938,3.0284,0.2774,0.0110,0.0075,0.1269,0.00,0.00,0.00,0
6782,3.2926,3.0280,0.2839,0.0017,0.0038,0.1187,0.00,0.00,0.00,0
6834,3.2893,3.0243,0.2894,-0.0117,-0.0089,0.1083,0.00,0.00,0.00,0
6885,3.2860,3.0226,0.2939,-0.0226,-0.0143,0.0967,0.00,0.00,0.00,0
6935,3.2818,3.0163,0.2982,-0.0320,-0.0286,0.0871,0.00,0.00,0.00,0
6987,3.2801,3.0153,0.3021,-0.0330,-0.0273,0.0783,0.00,0.00,0.00,0
7038,3.2743,3.0080,0.3066,-0.0420,-0.0394,0.0759,0.00,0.00,0.00,0
7088,3.2690,3.0013,0.3094,-0.0474,-0.0476,0.0663,0.00,0.00,0.00,0
7140,3.2631,2.9952,0.3124,-0.0516,-0.0518,0.0610,0.00,0.00,0.00,0
7191,3.2592,2.9903,0.3167,-0.0494,-0.0511,0.0626,0.00,0.00,0.00,0
7242,3.2550,2.9856,0.3204,-0.0471,-0.0490,0.0625,0.00,0.00,0.00,0
7293,3.2518,2.9817,0.3238,-0.0421,-0.0439,0.0618,0.00,0.00,0.00,0
7344,3.2498,2.9808,0.3265,-0.0351,-0.0334,0.0561,0.00,0.00,0.00,0
7394,3.2499,2.9793,0.3282,-0.0245,-0.0247,0.0469,0.00,0.00,0.00,0
7446,3.2509,2.9784,0.3293,-0.0136,-0.0155,0.0366,0.00,0.00,0.00,0
7497,3.2559,2.9861,0.3309,0.0029,0.0076,0.0329,0.00,0.00,0.00,0
7547,3.2574,2.9858,0.3344,0.0101,0.0124,0.0406,0.00,0.00,0.00,0
7599,3.2626,2.9955,0.3343,0.0215,0.0329,0.0289,0.00,0.00,0.00,0
7649,3.2639,2.9975,0.3338,0.0223,0.0344,0.0187,0.00,0.00,0.00,0
7701,3.2706,3.0068,0.3327,0.0309,0.0465,0.0100,0.00,0.00,0.00,0
7751,3.2719,3.0070,0.3324,0.0279,0.0389,0.0093,0.00,0.00,0.00,0
7803,3.2774,3.0173,0.3336,0.0303,0.0466,0.0167,0.00,0.00,0.00,0
7853,3.2777,3.0178,0.3350,0.0225,0.0354,0.0238,0.00,0.00,0.00,0
7905,3.2808,3.0198,0.3364,0.0202,0.0274,0.0290,0.00,0.00,0.00,0
7955,3.2803,3.0193,0.3384,0.0119,0.0155,0.0339,0.00,0.00,0.00,0
8007,3.2801,3.0173,0.3395,0.0048,0.0026,0.0320,0.00,0.00,0.00,0
8057,3.2817,3.0151,0.3415,0.0024,-0.0079,0.0347,0.00,0.00,0.00,0
8108,3.2816,3.0123,0.3430,-0.0027,-0.0166,0.0345,0.00,0.00,0.00,0
8160,3.2794,3.0094,0.3449,-0.0103,-0.0211,0.0370,0.00,0.00,0.00,0
8210,3.2812,3.0107,0.3459,-0.0095,-0.0149,0.0346,0.00,0.00,0.00,0
8262,3.2731,2.9991,0.3497,-0.0246,-0.0288,0.0452,0.00,0.00,0.00,0
8313,3.2730,2.9996,0.3544,-0.0241,-0.0207,0.0569,0.00,0.00,0.00,0
8363,3.2710,3.0001,0.3555,-0.0254,-0.0134,0.0497,0.00,0.00,0.00,0
8415,3.2705,2.9992,0.3577,-0.0222,-0.0064,0.0449,0.00,0.00,0.00,0
8466,3.2706,2.9979,0.3589,-0.0183,-0.0016,0.0357,0.00,0.00,0.00,0
8516,3.2691,2.9986,0.3573,-0.0183,0.0051,0.0150,0.00,0.00,0.00,0
8567,3.2664,3.0003,0.3594,-0.0194,0.0125,0.0173,0.00,0.00,0.00,0
8619,3.2660,3.0018,0.3613,-0.0156,0.0181,0.0195,0.00,0.00,0.00,0
8670,3.2709,3.0118,0.3622,-0.0042,0.0356,0.0176,0.00,0.00,0.00,0
8720,3.2681,3.0141,0.3640,-0.0057,0.0380,0.0204,0.00,0.00,0.00,0
8772,3.2679,3.0123,0.3629,-0.0037,0.0314,0.0081,0.00,0.00,0.00,0
8822,3.2696,3.0225,0.3641,0.0003,0.0431,0.0103,0.00,0.00,0.00,0
8874,3.2705,3.0230,0.3626,0.0024,0.0372,-0.0003,0.00,0.00,0.00,0
8924,3.2729,3.0262,0.3609,0.0067,0.0355,-0.0086,0.00,0.00,0.00,0
8976,3.2738,3.0278,0.3629,0.0073,0.0296,0.0037,0.00,0.00,0.00,0
9027,3.2754,3.0279,0.3617,0.0084,0.0210,-0.0028,0.00,0.00,0.00,0
9078,3.2772,3.0276,0.3604,0.0096,0.0132,-0.0085,0.00,0.00,0.00,0
9129,3.2777,3.0281,0.3600,0.0080,0.0078,-0.0060,0.00,0.00,0.00,0
9179,3.2793,3.0252,0.3603,0.0085,-0.0022,-0.0000,0.00,0.00,0.00,0
9231,3.2750,3.0193,0.3607,-0.0008,-0.0150,0.0040,0.00,0.00,0.00,0
9282,3.2741,3.0129,0.3606,-0.0043,-0.0261,0.0053,0.00,0.00,0.00,0
9332,3.2763,3.0127,0.3619,-0.0023,-0.0244,0.0135,0.00,0.00,0.00,0
9383,3.2713,3.0073,0.3620,-0.0115,-0.0292,0.0118,0.00,0.00,0.00,0
9434,3.2658,3.0002,0.3624,-0.0208,-0.0352,0.0108,0.00,0.00,0.00,0
9485,3.2663,2.9977,0.3631,-0.0191,-0.0328,0.0115,0.00,0.00,0.00,0
9537,3.2622,2.9965,0.3638,-0.0230,-0.0268,0.0116,0.00,0.00,0.00,0
9587,3.2593,2.9943,0.3643,-0.0239,-0.0223,0.0103,0.00,0.00,0.00,0
9639,3.2557,2.9901,0.3649,-0.0257,-0.0216,0.0088,0.00,0.00,0.00,0
9689,3.2521,2.9888,0.3639,-0.0272,-0.0167,-0.0003,0.00,0.00,0.00,0
9741,3.2532,2.9932,0.3630,-0.0199,-0.0034,-0.0067,0.00,0.00,0.00,0
9791,3.2529,2.9946,0.3636,-0.0142,0.0038,-0.0028,0.00,0.00,0.00,0
9843,3.2512,2.9957,0.3642,-0.0116,0.0091,0.0012,0.00,0.00,0.00,0
9894,3.2527,3.0002,0.3646,-0.0045,0.0176,0.0022,0.00,0.00,0.00,0
9945,3.2517,3.0015,0.3644,-0.0027,0.0186,0.0005,0.00,0.00,0.00,0
9995,3.2552,3.0046,0.3642,0.0058,0.0211,-0.0022,0.00,0.00,0.00,0
10047,3.2602,3.0115,0.3622,0.0150,0.0292,-0.0130,0.00,0.00,0.00,0
10098,3.2597,3.0114,0.3607,0.0136,0.0238,-0.0176,0.00,0.00,0.00,0
10149,3.2590,3.0122,0.3593,0.0108,0.0194,-0.0188,0.00,0.00,0.00,0
10200,3.2597,3.0114,0.3571,0.0095,0.0121,-0.0225,0.00,0.00,0.00,0
10250,3.2589,3.0126,0.3554,0.0058,0.0088,-0.0221,0.00,0.00,0.00,0
10301,3.2589,3.0130,0.3545,0.0038,0.0054,-0.0167,0.00,0.00,0.00,0
10352,3.2568,3.0086,0.3542,-0.0021,-0.0062,-0.0095,0.00,0.00,0.00,0
10404,3.2557,3.0068,0.3543,-0.0053,-0.0114,-0.0025,0.00,0.00,0.00,0
10455,3.2542,3.0048,0.3542,-0.0084,-0.0155,0.0012,0.00,0.00,0.00,0
10506,3.2531,3.0036,0.3537,-0.0101,-0.0168,0.0007,0.00,0.00,0.00,0
10557,3.2527,3.0031,0.3553,-0.0098,-0.0153,0.0100,0.00,0.00,0.00,0
10608,3.2484,2.9969,0.3565,-0.0163,-0.0236,0.0139,0.00,0.00,0.00,0
10659,3.2457,2.9942,0.3568,-0.0188,-0.0241,0.0126,0.00,0.00,0.00,0
10710,3.2447,2.9920,0.3569,-0.0172,-0.0237,0.0100,0.00,0.00,0.00,0
10761,3.2416,2.9879,0.3586,-0.0189,-0.0263,0.0144,0.00,0.00,0.00,0
10812,3.2408,2.9868,0.3588,-0.0160,-0.0225,0.0100,0.00,0.00,0.00,0
10863,3.2388,2.9837,0.3587,-0.0157,-0.0234,0.0029,0.00,0.00,0.00,0
10913,3.2384,2.9813,0.3579,-0.0122,-0.0226,-0.0088,0.00,0.00,0.00,0
10964,3.2371,2.9797,0.3589,-0.0114,-0.0196,-0.0075,0.00,0.00,0.00,0
11016,3.2376,2.9817,0.3576,-0.0072,-0.0107,-0.0161,0.00,0.00,0.00,0
11067,3.2364,2.9815,0.3567,-0.0067,-0.0076,-0.0183,0.00,0.00,0.00,0
11118,3.2381,2.9800,0.3548,-0.0013,-0.0063,-0.0221,0.00,0.00,0.00,0
11169,3.2388,2.9807,0.3532,0.0011,-0.0013,-0.0227,0.00,0.00,0.00,0
11219,3.2414,2.9842,0.3514,0.0069,0.0073,-0.0230,0.00,0.00,0.00,0
11270,3.2409,2.9848,0.3500,0.0056,0.0088,-0.0211,0.00,0.00,0.00,0
11322,3.2416,2.9856,0.3484,0.0057,0.0098,-0.0207,0.00,0.00,0.00,0
11373,3.2419,2.9861,0.3452,0.0047,0.0091,-0.0271,0.00,0.00,0.00,0
11424,3.2434,2.9854,0.3447,0.0057,0.0058,-0.0188,0.00,0.00,0.00,0
11475,3.2451,2.9840,0.3429,0.0070,0.0017,-0.0173,0.00,0.00,0.00,0
11526,3.2436,2.9846,0.3420,0.0024,0.0008,-0.0132,0.00,0.00,0.00,0
11577,3.2437,2.9846,0.3416,0.0009,-0.0012,-0.0071,0.00,0.00,0.00,0
11628,3.2452,2.9837,0.3426,0.0018,-0.0038,0.0038,0.00,0.00,0.00,0
11679,3.2415,2.9786,0.3425,-0.0067,-0.0125,0.0065,0.00,0.00,0.00,0
11729,3.2423,2.9756,0.3430,-0.0065,-0.0163,0.0097,0.00,0.00,0.00,0
11780,3.2409,2.9747,0.3429,-0.0096,-0.0156,0.0072,0.00,0.00,0.00,0
11831,3.2383,2.9727,0.3446,-0.0139,-0.0160,0.0125,0.00,0.00,0.00,0
11883,3.2372,2.9709,0.3447,-0.0140,-0.0151,0.0090,0.00,0.00,0.00,0
11934,3.2361,2.9692,0.3447,-0.0130,-0.0143,0.0060,0.00,0.00,0.00,0
11984,3.2291,2.9593,0.3460,-0.0214,-0.0267,0.0106,0.00,0.00,0.00,0
