time,roll_rad,pitch_rad,yaw_rad,x,y,z
0.289427012,-0.011264304,0.010493352,-0.028141035,-0.013565,0.102014,1.080524
0.290417999,-0.010980549,0.010451602,-0.028159652,-0.013560,0.102646,1.080519
0.291458994,-0.010695895,0.010409635,-0.028179361,-0.013555,0.103309,1.080513
0.292409003,-0.010399932,0.010368017,-0.028201045,-0.013550,0.103915,1.080508
0.293395013,-0.010134079,0.010332489,-0.028220972,-0.013545,0.104544,1.080503
0.294391006,-0.009860815,0.010296501,-0.028239615,-0.013539,0.105180,1.080498
0.295379996,-0.009584588,0.010261642,-0.028254248,-0.013533,0.105811,1.080492
0.296413988,-0.009309648,0.010228864,-0.028263941,-0.013526,0.106471,1.080487
0.297362000,-0.009020448,0.010196082,-0.028270366,-0.013520,0.107076,1.080483
0.298355013,-0.008751477,0.010169910,-0.028276034,-0.013513,0.107709,1.080478
0.299340010,-0.008465308,0.010148466,-0.028285285,-0.013506,0.108338,1.080474
0.300332993,-0.008177507,0.010131492,-0.028299097,-0.013499,0.108972,1.080469
0.301375985,-0.007883818,0.010119121,-0.028317124,-0.013491,0.109637,1.080465
0.302318007,-0.007867452,0.010115187,-0.028337518,-0.013468,0.110327,1.083315
0.303308010,0.008455433,0.010427555,-0.028206803,-0.013565,0.099561,1.083966
0.304298997,0.008747139,0.010435205,-0.028228333,-0.013559,0.099976,1.083988
0.305294991,0.009039255,0.010453193,-0.028248522,-0.013553,0.100393,1.084010
0.306329012,0.009333119,0.010478522,-0.028267318,-0.013546,0.100826,1.084034
0.307267010,0.009640085,0.010508340,-0.028285300,-0.013539,0.101218,1.084055
0.308257997,0.009922450,0.010537641,-0.028300764,-0.013532,0.101632,1.084077
0.309253991,0.010226438,0.010566691,-0.028316867,-0.013525,0.102049,1.084100
0.310243011,0.010539675,0.010589705,-0.028332820,-0.013518,0.102463,1.084123
0.311284006,0.010860479,0.010608581,-0.028348455,-0.013510,0.102898,1.084147
0.312225997,0.011207704,0.010626824,-0.028365033,-0.013503,0.103292,1.084168
0.313223988,0.011265234,0.010680214,-0.028381292,-0.013466,0.103887,1.084192
0.314208001,0.011607657,0.010700108,-0.028396428,-0.013458,0.104302,1.084215
0.315194994,0.011947311,0.010724550,-0.028410150,-0.013449,0.104718,1.084237
0.316235006,0.012289643,0.010750590,-0.028421883,-0.013440,0.105157,1.084261
0.317184001,0.012653540,0.010779257,-0.028431557,-0.013431,0.105557,1.084283
0.318174005,0.012989985,0.010808261,-0.028438559,-0.013421,0.105974,1.084306
0.319164991,0.013345428,0.010839978,-0.028444953,-0.013412,0.106392,1.084330
0.320156008,0.013705824,0.010873051,-0.028450884,-0.013402,0.106810,1.084353
0.321197003,0.014072636,0.010908794,-0.028456539,-0.013391,0.107249,1.084378
0.322138011,0.014465696,0.010945988,-0.028461918,-0.013381,0.107645,1.084400
0.323130012,0.012469888,0.010994310,-0.028495820,-0.013318,0.109591,1.084335
0.324117005,0.012858110,0.011027018,-0.028499018,-0.013306,0.110039,1.084358
0.325111002,0.013249893,0.011061157,-0.028502071,-0.013294,0.110490,1.084382
0.326146007,0.013648031,0.011096661,-0.028505147,-0.013282,0.110959,1.084407
0.327093989,0.014066299,0.011136300,-0.028507616,-0.013271,0.111388,1.084430
0.328081995,0.014453463,0.011175181,-0.028508671,-0.013259,0.111836,1.084454
