time_s,cmd,imu_z,height,delta_x,delta_y,squal,vx,vy,motor_m1,motor_m2,motor_m3,motor_m4
6.320170,0.120000,,,,,,,,,,,
6.330130,0.120000,,,,,,,,,,,
6.340135,0.120000,,,,,,,,,,,
6.350089,0.120000,,,,,,,,,,,
6.360118,0.120000,,,,,,,,,,,
6.370084,0.120000,,,,,,,,,,,
6.380104,0.120000,,,,,,,,,,,
6.390106,0.120000,,,,,,,,,,,
6.400177,0.120000,,,,,,,,,,,
6.410197,0.120000,,,,,,,,,,,
6.420109,0.120000,,,,,,,,,,,
6.430136,0.120000,,,,,,,,,,,
6.440115,0.120000,,,,,,,,,,,
6.450101,0.120000,,,,,,,,,,,
6.460124,0.120000,,,,,,,,,,,
6.470105,0.120000,,,,,,,,,,,
6.480108,0.120000,,,,,,,,,,,
6.490103,0.120000,,,,,,,,,,,
6.500095,0.120000,,,,,,,,,,,
6.510098,0.120000,,,,,,,,,,,
